
Spine Part Max Diameter
 ==================== 
Spine Part Max Diameter Ground,Spine Part Max Diameter Head,Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.40625,1.38125,0.1625,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004056,
0.218218,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004084,
0.50406,0.250111,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004133,
0.412611,0.375781,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004166,
0.424023,0.553878,0.476709,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004187,
0.519518,0.493283,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004208,
0.39107,0.375781,0.342509,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004217,
0.346265,0.49211,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004220,
0.543956,0.291898,0.410277,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004232,
0.505273,0.505273,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004235,
0.467935,0.526815,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004273,
0.403708,0.390224,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004299,
0.50406,0.354972,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004381,
0.50406,0.434773,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004382,
0.363243,0.188801,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004407,
0.467935,0.460303,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004408,
0.471079,0.282021,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004409,
0.368804,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004410,
0.477649,0.392879,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004411,
0.4875,0.4875,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004412,
0.56875,0.56875,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004413,
0.561627,0.40625,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000004379,
0.560143,0.436719,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000004380,
0.303639,0.192607,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000004471,
0.315474,0.325,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004094,
0.315474,0.196631,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004145,
0.315474,0.306293,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004473,
0.435632,0.1625,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004474,
0.374562,0.24375,0.24375,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004106,
0.355098,0.174067,0,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004147,
0.374562,0.290817,0,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004282,
0.329728,0.1625,0,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004369,
0.304688,0.304688,0,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004371,
0.302604,0.17047,0,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004390,
0.220091,0.171563,0,µm,Spine,Spine Part Max Diameter,10,4,1,100000000,610000004391,
0.297799,0.294531,0,µm,Spine,Spine Part Max Diameter,10,4,1,100000001,610000004441,
0.315321,0.246378,0,µm,Spine,Spine Part Max Diameter,10,4,1,100000001,610000004449,
0.266199,0.1625,0,µm,Spine,Spine Part Max Diameter,10,5,1,100000000,610000004050,
0.32638,0.210548,0,µm,Spine,Spine Part Max Diameter,11,1,1,100000001,610000004068,
0.389738,0.389738,0,µm,Spine,Spine Part Max Diameter,11,1,1,100000000,610000004359,
0.372999,0.178944,0,µm,Spine,Spine Part Max Diameter,11,1,1,100000001,610000004457,
0.299223,0.1625,0,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000004089,
0.265285,0.1625,0,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000004440,
0.36,0.36,0,µm,Spine,Spine Part Max Diameter,11,4,1,100000000,610000004367,
0.292508,0.202937,0,µm,Spine,Spine Part Max Diameter,11,4,1,100000001,610000004447,
0.271767,0.1625,0,µm,Spine,Spine Part Max Diameter,11,4,1,100000001,610000004448,
0.341523,0.24375,0,µm,Spine,Spine Part Max Diameter,11,5,1,100000000,610000004363,
0.254195,0.254195,0,µm,Spine,Spine Part Max Diameter,11,5,1,100000000,610000004364,
0.285756,0.282811,0,µm,Spine,Spine Part Max Diameter,11,5,1,100000001,610000004446,
0.269829,0.227386,0.216903,µm,Spine,Spine Part Max Diameter,11,6,1,100000000,610000004012,
0.269829,0.227386,0.216903,µm,Spine,Spine Part Max Diameter,11,6,1,100000000,610000004026,
0.269829,0.227386,0,µm,Spine,Spine Part Max Diameter,11,6,1,100000000,610000004039,
0.269829,0.212012,0,µm,Spine,Spine Part Max Diameter,11,6,1,100000000,610000004414,
0.352172,0.274219,0,µm,Spine,Spine Part Max Diameter,11,6,1,100000000,610000004415,
0.362841,0.325,0,µm,Spine,Spine Part Max Diameter,11,6,1,100000000,610000004416,
0.381957,0.220024,0,µm,Spine,Spine Part Max Diameter,12,1,1,100000001,610000004135,
0.557404,0.378829,0,µm,Spine,Spine Part Max Diameter,12,1,1,100000000,610000004357,
0.47939,0.392567,0,µm,Spine,Spine Part Max Diameter,12,1,1,100000000,610000004358,
