
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.432495,µm,Spine,Spine Part Max Diameter,17,1,1,100000000,610000004257,
0.37685,µm,Spine,Spine Part Max Diameter,13,1,1,100000000,610000004259,
0.51394,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000004264,
0.38711,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000004268,
0.467935,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004273,
0.482538,µm,Spine,Spine Part Max Diameter,12,2,1,100000000,610000004276,
0.374562,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004282,
0.407581,µm,Spine,Spine Part Max Diameter,4,3,1,100000001,610000004291,
0.745118,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000004293,
0.403708,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004299,
0.318218,µm,Spine,Spine Part Max Diameter,12,2,1,100000000,610000004347,
0.242208,µm,Spine,Spine Part Max Diameter,17,4,1,100000000,610000004348,
0.300688,µm,Spine,Spine Part Max Diameter,14,2,1,100000000,610000004349,
0.276869,µm,Spine,Spine Part Max Diameter,14,3,1,100000000,610000004350,
0.331949,µm,Spine,Spine Part Max Diameter,13,2,1,100000000,610000004351,
0.36153,µm,Spine,Spine Part Max Diameter,13,2,1,100000000,610000004352,
0.412953,µm,Spine,Spine Part Max Diameter,13,2,1,100000000,610000004353,
0.372521,µm,Spine,Spine Part Max Diameter,18,3,1,100000000,610000004354,
0.458302,µm,Spine,Spine Part Max Diameter,15,1,1,100000000,610000004355,
0.40625,µm,Spine,Spine Part Max Diameter,15,1,1,100000000,610000004356,
0.557404,µm,Spine,Spine Part Max Diameter,12,1,1,100000000,610000004357,
0.47939,µm,Spine,Spine Part Max Diameter,12,1,1,100000000,610000004358,
0.389738,µm,Spine,Spine Part Max Diameter,11,1,1,100000000,610000004359,
0.414326,µm,Spine,Spine Part Max Diameter,9,1,1,100000000,610000004360,
0.415003,µm,Spine,Spine Part Max Diameter,8,1,1,100000000,610000004361,
0.415003,µm,Spine,Spine Part Max Diameter,8,1,1,100000000,610000004362,
0.341523,µm,Spine,Spine Part Max Diameter,11,5,1,100000000,610000004363,
0.254195,µm,Spine,Spine Part Max Diameter,11,5,1,100000000,610000004364,
0.392997,µm,Spine,Spine Part Max Diameter,17,6,1,100000000,610000004365,
0.236811,µm,Spine,Spine Part Max Diameter,16,7,1,100000000,610000004366,
0.36,µm,Spine,Spine Part Max Diameter,11,4,1,100000000,610000004367,
0.332668,µm,Spine,Spine Part Max Diameter,8,3,1,100000000,610000004368,
0.329728,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004369,
0.420667,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000004370,
0.304688,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004371,
0.386315,µm,Spine,Spine Part Max Diameter,8,2,1,100000000,610000004372,
0.378601,µm,Spine,Spine Part Max Diameter,8,2,1,100000000,610000004373,
0.745118,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000004374,
0.644224,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000004375,
0.626092,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000004376,
0.337222,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000004377,
0.346554,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000004378,
0.561627,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000004379,
0.560143,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000004380,
0.50406,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004381,
0.50406,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004382,
0.406963,µm,Spine,Spine Part Max Diameter,15,4,1,100000000,610000004385,
0.42299,µm,Spine,Spine Part Max Diameter,15,4,1,100000000,610000004386,
0.220996,µm,Spine,Spine Part Max Diameter,14,6,1,100000000,610000004387,
0.311931,µm,Spine,Spine Part Max Diameter,12,4,1,100000000,610000004388,
0.324728,µm,Spine,Spine Part Max Diameter,12,3,1,100000000,610000004389,
0.302604,µm,Spine,Spine Part Max Diameter,10,3,1,100000000,610000004390,
0.220091,µm,Spine,Spine Part Max Diameter,10,4,1,100000000,610000004391,
0.386102,µm,Spine,Spine Part Max Diameter,8,2,1,100000000,610000004392,
0.384126,µm,Spine,Spine Part Max Diameter,8,2,1,100000000,610000004393,
0.337566,µm,Spine,Spine Part Max Diameter,7,1,1,100000000,610000004394,
0.325442,µm,Spine,Spine Part Max Diameter,7,1,1,100000000,610000004395,
0.428269,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000004396,
0.254656,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000004397,
0.31664,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000004400,
0.276757,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000004401,
0.218967,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000004402,
0.193477,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000004403,
0.279614,µm,Spine,Spine Part Max Diameter,6,4,1,100000000,610000004404,
0.296493,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000004405,
0.486435,µm,Spine,Spine Part Max Diameter,5,1,1,100000000,610000004406,
0.363243,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004407,
0.467935,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004408,
0.471079,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004409,
0.368804,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004410,
0.477649,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004411,
0.4875,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004412,
0.56875,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004413,
0.269829,µm,Spine,Spine Part Max Diameter,11,6,1,100000000,610000004414,
0.352172,µm,Spine,Spine Part Max Diameter,11,6,1,100000000,610000004415,
0.362841,µm,Spine,Spine Part Max Diameter,11,6,1,100000000,610000004416,
0.240521,µm,Spine,Spine Part Max Diameter,9,4,1,100000000,610000004417,
0.400043,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000004418,
0.163523,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000004419,
0.365003,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000004420,
0.325047,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000004421,
0.280263,µm,Spine,Spine Part Max Diameter,21,6,1,100000001,610000004423,
0.284924,µm,Spine,Spine Part Max Diameter,21,6,1,100000001,610000004424,
0.40625,µm,Spine,Spine Part Max Diameter,20,6,1,100000001,610000004425,
0.285512,µm,Spine,Spine Part Max Diameter,20,6,1,100000001,610000004426,
0.316122,µm,Spine,Spine Part Max Diameter,19,5,1,100000001,610000004427,
0.306501,µm,Spine,Spine Part Max Diameter,20,5,1,100000001,610000004428,
0.32147,µm,Spine,Spine Part Max Diameter,20,5,1,100000001,610000004429,
0.359473,µm,Spine,Spine Part Max Diameter,17,4,1,100000001,610000004430,
0.373778,µm,Spine,Spine Part Max Diameter,17,5,1,100000001,610000004431,
0.348183,µm,Spine,Spine Part Max Diameter,17,5,1,100000001,610000004432,
0.343506,µm,Spine,Spine Part Max Diameter,16,5,1,100000001,610000004433,
0.340615,µm,Spine,Spine Part Max Diameter,16,5,1,100000001,610000004434,
0.274645,µm,Spine,Spine Part Max Diameter,15,4,1,100000001,610000004435,
0.315331,µm,Spine,Spine Part Max Diameter,16,4,1,100000001,610000004436,
0.372121,µm,Spine,Spine Part Max Diameter,16,3,1,100000001,610000004437,
0.325,µm,Spine,Spine Part Max Diameter,12,3,1,100000001,610000004438,
0.385677,µm,Spine,Spine Part Max Diameter,12,2,1,100000001,610000004439,
0.265285,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000004440,
0.297799,µm,Spine,Spine Part Max Diameter,10,4,1,100000001,610000004441,
0.421429,µm,Spine,Spine Part Max Diameter,6,2,1,100000001,610000004442,
0.396688,µm,Spine,Spine Part Max Diameter,6,2,1,100000001,610000004443,
0.229091,µm,Spine,Spine Part Max Diameter,8,4,1,100000001,610000004444,
0.286263,µm,Spine,Spine Part Max Diameter,8,3,1,100000001,610000004445,
0.285756,µm,Spine,Spine Part Max Diameter,11,5,1,100000001,610000004446,
0.292508,µm,Spine,Spine Part Max Diameter,11,4,1,100000001,610000004447,
0.271767,µm,Spine,Spine Part Max Diameter,11,4,1,100000001,610000004448,
0.315321,µm,Spine,Spine Part Max Diameter,10,4,1,100000001,610000004449,
0.346981,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000004450,
0.2642,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000004451,
0.354497,µm,Spine,Spine Part Max Diameter,5,3,1,100000001,610000004452,
0.382913,µm,Spine,Spine Part Max Diameter,5,3,1,100000001,610000004453,
0.410557,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000004454,
0.410557,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000004455,
0.27392,µm,Spine,Spine Part Max Diameter,14,2,1,100000001,610000004456,
0.372999,µm,Spine,Spine Part Max Diameter,11,1,1,100000001,610000004457,
0.354548,µm,Spine,Spine Part Max Diameter,8,2,1,100000001,610000004458,
0.358743,µm,Spine,Spine Part Max Diameter,7,1,1,100000001,610000004459,
0.484987,µm,Spine,Spine Part Max Diameter,9,3,1,100000001,610000004460,
0.34171,µm,Spine,Spine Part Max Diameter,13,4,1,100000001,610000004461,
0.256702,µm,Spine,Spine Part Max Diameter,13,4,1,100000001,610000004462,
0.300095,µm,Spine,Spine Part Max Diameter,13,4,1,100000001,610000004463,
0.456769,µm,Spine,Spine Part Max Diameter,13,3,1,100000001,610000004464,
0.430723,µm,Spine,Spine Part Max Diameter,12,3,1,100000001,610000004465,
0.431641,µm,Spine,Spine Part Max Diameter,9,2,1,100000001,610000004466,
0.429728,µm,Spine,Spine Part Max Diameter,7,2,1,100000001,610000004467,
0.581964,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000004468,
0.336654,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000004469,
0.349571,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000004470,
0.303639,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000004471,
0.318576,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000004472,
0.315474,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004473,
0.435632,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000004474,
