
Soma Center of Image Mass Ch=1 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
606.229,21255.9,1431.85,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000000,800000000,
615.123,21239.6,1431.45,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000001,800000001,
