
Spine Neck Max Diameter
 ==================== 
Spine Neck Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.62555,µm,Spine,7,4,1,100000005,610000011232,
0.833333,µm,Spine,0,1,1,100000006,610000011236,
0.948476,µm,Spine,4,1,1,100000004,610000011248,
0.783807,µm,Spine,7,2,1,100000005,610000011255,
0.998457,µm,Spine,9,5,1,100000006,610000011263,
0.833333,µm,Spine,9,5,1,100000006,610000011268,
0.833333,µm,Spine,6,2,1,100000005,610000011270,
1.01415,µm,Spine,5,2,1,100000001,610000011273,
0.945111,µm,Spine,4,1,1,100000004,610000011281,
1.21016,µm,Spine,4,2,1,100000004,610000011289,
0.994177,µm,Spine,5,4,1,100000004,610000011296,
0.787809,µm,Spine,5,4,1,100000004,610000011298,
0.625,µm,Spine,8,4,1,100000006,610000011300,
0.625,µm,Spine,2,2,1,100000004,610000011304,
0.600317,µm,Spine,7,3,1,100000000,610000011306,
0.625,µm,Spine,0,1,1,100000001,610000011311,
0.945111,µm,Spine,4,1,1,100000004,610000011318,
0.833333,µm,Spine,9,5,1,100000006,610000011320,
0.833333,µm,Spine,13,7,1,100000001,610000011323,
0.934159,µm,Spine,4,2,1,100000003,610000011327,
0.416667,µm,Spine,5,4,1,100000004,610000011329,
1.51042,µm,Spine,9,4,1,100000005,610000011333,
1.09476,µm,Spine,5,3,1,100000001,610000011339,
1.19985,µm,Spine,15,2,1,100000001,610000011343,
0.625,µm,Spine,0,1,1,100000003,610000011347,
0.748634,µm,Spine,5,3,1,100000001,610000011351,
0.989583,µm,Spine,1,1,1,100000003,610000011354,
1.11656,µm,Spine,0,1,1,100000003,610000011357,
0.753665,µm,Spine,3,2,1,100000004,610000011361,
0.644008,µm,Spine,2,1,1,100000004,610000011364,
0.783807,µm,Spine,7,2,1,100000005,610000011368,
0.898438,µm,Spine,1,1,1,100000004,610000011371,
1.21016,µm,Spine,4,2,1,100000004,610000011378,
0.918603,µm,Spine,5,3,1,100000001,610000011383,
0.731583,µm,Spine,3,1,1,100000000,610000011387,
1.21016,µm,Spine,4,2,1,100000004,610000011394,
1.05981,µm,Spine,3,2,1,100000004,610000011400,
1.06494,µm,Spine,2,3,1,100000006,610000011406,
0.515354,µm,Spine,2,1,1,100000006,610000011409,
2.22463,µm,Spine,4,2,1,100000006,610000011412,
0.625,µm,Spine,0,1,1,100000006,610000011415,
0.857637,µm,Spine,0,1,1,100000000,610000011418,
1.25,µm,Spine,4,3,1,100000006,610000011422,
1.45833,µm,Spine,1,1,1,100000000,610000011427,
0.619191,µm,Spine,5,2,1,100000004,610000011429,
1.02568,µm,Spine,1,2,1,100000000,610000011433,
1.21016,µm,Spine,4,2,1,100000004,610000011438,
1.21325,µm,Spine,6,1,1,100000000,610000011441,
1.22833,µm,Spine,5,2,1,100000001,610000011445,
1.48929,µm,Spine,9,4,1,100000002,610000011450,
0.773729,µm,Spine,4,2,1,100000000,610000011453,
0.79984,µm,Spine,1,2,1,100000000,610000011457,
0.947927,µm,Spine,0,1,1,100000002,610000011459,
