
Position Y
 ==================== 
Position Y,Unit,Category,Collection,Time,ID,
21340.9,µm,Surface,Position,1,0,
21387.8,µm,Surface,Position,1,1,
21323.6,µm,Surface,Position,1,2,
21302.7,µm,Surface,Position,1,3,
21320.5,µm,Surface,Position,1,4,
21295.4,µm,Surface,Position,1,5,
21353.5,µm,Surface,Position,1,6,
