
Filament No. Spine Terminal Pts
 ==================== 
Filament No. Spine Terminal Pts,Unit,Category,Time,ID,
31,,Filament,1,100000000,
71,,Filament,1,100000001,
19,,Filament,1,100000002,
39,,Filament,1,100000003,
47,,Filament,1,100000004,
46,,Filament,1,100000005,
70,,Filament,1,100000006,
