
Spine Terminal Pt Intensity Center Ch=1 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
112,,Spine,1,7,Image 1,1,100000005,610000011232,
188,,Spine,1,0,Image 1,1,100000006,610000011236,
73,,Spine,1,4,Image 1,1,100000004,610000011248,
136,,Spine,1,7,Image 1,1,100000005,610000011255,
95,,Spine,1,9,Image 1,1,100000006,610000011263,
96,,Spine,1,9,Image 1,1,100000006,610000011268,
96,,Spine,1,6,Image 1,1,100000005,610000011270,
85,,Spine,1,5,Image 1,1,100000001,610000011273,
78,,Spine,1,4,Image 1,1,100000004,610000011281,
110,,Spine,1,4,Image 1,1,100000004,610000011289,
96,,Spine,1,5,Image 1,1,100000004,610000011296,
79,,Spine,1,5,Image 1,1,100000004,610000011298,
100,,Spine,1,8,Image 1,1,100000006,610000011300,
84,,Spine,1,2,Image 1,1,100000004,610000011304,
103,,Spine,1,7,Image 1,1,100000000,610000011306,
50,,Spine,1,0,Image 1,1,,610000011309,
89,,Spine,1,4,Image 1,1,100000004,610000011318,
96,,Spine,1,9,Image 1,1,100000006,610000011320,
100,,Spine,1,13,Image 1,1,100000001,610000011323,
68,,Spine,1,4,Image 1,1,100000003,610000011327,
70,,Spine,1,5,Image 1,1,100000004,610000011329,
53,,Spine,1,9,Image 1,1,100000005,610000011333,
104,,Spine,1,5,Image 1,1,100000001,610000011339,
64,,Spine,1,15,Image 1,1,100000001,610000011343,
118,,Spine,1,0,Image 1,1,100000003,610000011347,
92,,Spine,1,5,Image 1,1,100000001,610000011351,
71,,Spine,1,1,Image 1,1,100000003,610000011354,
88,,Spine,1,0,Image 1,1,100000003,610000011357,
93,,Spine,1,3,Image 1,1,100000004,610000011361,
80,,Spine,1,2,Image 1,1,100000004,610000011364,
188,,Spine,1,7,Image 1,1,100000005,610000011368,
72,,Spine,1,1,Image 1,1,100000004,610000011371,
156,,Spine,1,4,Image 1,1,100000004,610000011378,
137,,Spine,1,5,Image 1,1,100000001,610000011383,
86,,Spine,1,3,Image 1,1,,610000011385,
117,,Spine,1,4,Image 1,1,100000004,610000011394,
131,,Spine,1,3,Image 1,1,100000004,610000011400,
74,,Spine,1,2,Image 1,1,100000006,610000011406,
76,,Spine,1,2,Image 1,1,100000006,610000011409,
80,,Spine,1,4,Image 1,1,100000006,610000011412,
70,,Spine,1,0,Image 1,1,100000006,610000011415,
87,,Spine,1,0,Image 1,1,100000000,610000011418,
143,,Spine,1,4,Image 1,1,100000006,610000011422,
123,,Spine,1,1,Image 1,1,100000000,610000011427,
132,,Spine,1,5,Image 1,1,100000004,610000011429,
93,,Spine,1,1,Image 1,1,100000000,610000011433,
139,,Spine,1,4,Image 1,1,100000004,610000011438,
76,,Spine,1,6,Image 1,1,100000000,610000011441,
87,,Spine,1,5,Image 1,1,100000001,610000011445,
112,,Spine,1,9,Image 1,1,100000002,610000011450,
93,,Spine,1,4,Image 1,1,100000000,610000011453,
76,,Spine,1,1,Image 1,1,100000000,610000011457,
122,,Spine,1,0,Image 1,1,100000002,610000011459,
172,,Spine,1,5,Image 1,1,100000004,610000011461,
117,,Spine,1,4,Image 1,1,100000004,610000011464,
106,,Spine,1,4,Image 1,1,100000003,610000011466,
98,,Spine,1,2,Image 1,1,,610000011469,
153,,Spine,1,4,Image 1,1,,610000011474,
59,,Spine,1,4,Image 1,1,100000005,610000011480,
71,,Spine,1,0,Image 1,1,100000005,610000011482,
100,,Spine,1,2,Image 1,1,,610000011484,
78,,Spine,1,13,Image 1,1,100000001,610000011489,
107,,Spine,1,3,Image 1,1,100000000,610000011491,
112,,Spine,1,2,Image 1,1,100000003,610000011493,
62,,Spine,1,7,Image 1,1,100000005,610000011495,
154,,Spine,1,0,Image 1,1,100000001,610000011499,
160,,Spine,1,0,Image 1,1,100000001,610000011505,
100,,Spine,1,0,Image 1,1,100000005,610000011508,
72,,Spine,1,7,Image 1,1,100000005,610000011510,
102,,Spine,1,0,Image 1,1,100000001,610000011513,
134,,Spine,1,5,Image 1,1,100000006,610000011516,
84,,Spine,1,0,Image 1,1,100000006,610000011520,
91,,Spine,1,3,Image 1,1,100000002,610000011523,
105,,Spine,1,1,Image 1,1,100000004,610000011528,
94,,Spine,1,9,Image 1,1,100000006,610000011532,
163,,Spine,1,4,Image 1,1,100000006,610000011535,
83,,Spine,1,1,Image 1,1,100000003,610000011538,
81,,Spine,1,10,Image 1,1,100000005,610000011541,
100,,Spine,1,2,Image 1,1,,610000011544,
74,,Spine,1,4,Image 1,1,100000006,610000011548,
100,,Spine,1,5,Image 1,1,100000005,610000011550,
106,,Spine,1,0,Image 1,1,100000001,610000011552,
91,,Spine,1,14,Image 1,1,100000001,610000011555,
98,,Spine,1,5,Image 1,1,100000001,610000011557,
