
Filament Segment Length (sum)
 ==================== 
Filament Segment Length (sum),Unit,Category,Time,ID,
295.492,µm,Filament,1,100000000,
779.011,µm,Filament,1,100000001,
126.098,µm,Filament,1,100000002,
377.536,µm,Filament,1,100000003,
668.967,µm,Filament,1,100000004,
369.683,µm,Filament,1,100000005,
612.903,µm,Filament,1,100000006,
