
Spine Intensity Min Ch=4 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,7,Image 1,4,1,100000005,610000011232,
0,,Spine,4,0,Image 1,1,1,100000006,610000011236,
0,,Spine,4,4,Image 1,1,1,100000004,610000011248,
0,,Spine,4,7,Image 1,2,1,100000005,610000011255,
0,,Spine,4,9,Image 1,5,1,100000006,610000011263,
0,,Spine,4,9,Image 1,5,1,100000006,610000011268,
0,,Spine,4,6,Image 1,2,1,100000005,610000011270,
0,,Spine,4,5,Image 1,2,1,100000001,610000011273,
0,,Spine,4,4,Image 1,1,1,100000004,610000011281,
0,,Spine,4,4,Image 1,2,1,100000004,610000011289,
0,,Spine,4,5,Image 1,4,1,100000004,610000011296,
0,,Spine,4,5,Image 1,4,1,100000004,610000011298,
0,,Spine,4,8,Image 1,4,1,100000006,610000011300,
0,,Spine,4,2,Image 1,2,1,100000004,610000011304,
0,,Spine,4,7,Image 1,3,1,100000000,610000011306,
0,,Spine,4,0,Image 1,1,1,100000001,610000011311,
0,,Spine,4,4,Image 1,1,1,100000004,610000011318,
0,,Spine,4,9,Image 1,5,1,100000006,610000011320,
0,,Spine,4,13,Image 1,7,1,100000001,610000011323,
0,,Spine,4,4,Image 1,2,1,100000003,610000011327,
0,,Spine,4,5,Image 1,4,1,100000004,610000011329,
0,,Spine,4,9,Image 1,4,1,100000005,610000011333,
0,,Spine,4,5,Image 1,3,1,100000001,610000011339,
0,,Spine,4,15,Image 1,2,1,100000001,610000011343,
0,,Spine,4,0,Image 1,1,1,100000003,610000011347,
0,,Spine,4,5,Image 1,3,1,100000001,610000011351,
0,,Spine,4,1,Image 1,1,1,100000003,610000011354,
0,,Spine,4,0,Image 1,1,1,100000003,610000011357,
0,,Spine,4,3,Image 1,2,1,100000004,610000011361,
0,,Spine,4,2,Image 1,1,1,100000004,610000011364,
0,,Spine,4,7,Image 1,2,1,100000005,610000011368,
0,,Spine,4,1,Image 1,1,1,100000004,610000011371,
0,,Spine,4,4,Image 1,2,1,100000004,610000011378,
0,,Spine,4,5,Image 1,3,1,100000001,610000011383,
0,,Spine,4,1,Image 1,2,1,100000000,610000011387,
0,,Spine,4,4,Image 1,2,1,100000004,610000011394,
0,,Spine,4,3,Image 1,2,1,100000004,610000011400,
0,,Spine,4,2,Image 1,3,1,100000006,610000011406,
0,,Spine,4,2,Image 1,1,1,100000006,610000011409,
0,,Spine,4,4,Image 1,2,1,100000006,610000011412,
0,,Spine,4,0,Image 1,1,1,100000006,610000011415,
0,,Spine,4,0,Image 1,1,1,100000000,610000011418,
0,,Spine,4,4,Image 1,3,1,100000006,610000011422,
0,,Spine,4,1,Image 1,1,1,100000000,610000011427,
0,,Spine,4,5,Image 1,2,1,100000004,610000011429,
0,,Spine,4,1,Image 1,2,1,100000000,610000011433,
0,,Spine,4,4,Image 1,2,1,100000004,610000011438,
0,,Spine,4,6,Image 1,1,1,100000000,610000011441,
0,,Spine,4,5,Image 1,2,1,100000001,610000011445,
0,,Spine,4,9,Image 1,4,1,100000002,610000011450,
0,,Spine,4,4,Image 1,2,1,100000000,610000011453,
0,,Spine,4,1,Image 1,2,1,100000000,610000011457,
0,,Spine,4,0,Image 1,1,1,100000002,610000011459,
0,,Spine,4,5,Image 1,5,1,100000004,610000011461,
0,,Spine,4,4,Image 1,1,1,100000004,610000011464,
0,,Spine,4,4,Image 1,3,1,100000003,610000011466,
0,,Spine,4,1,Image 1,1,1,100000006,610000011472,
0,,Spine,4,3,Image 1,1,1,100000003,610000011478,
0,,Spine,4,4,Image 1,2,1,100000005,610000011480,
0,,Spine,4,0,Image 1,1,1,100000005,610000011482,
0,,Spine,4,1,Image 1,1,1,100000006,610000011487,
0,,Spine,4,13,Image 1,5,1,100000001,610000011489,
0,,Spine,4,3,Image 1,1,1,100000000,610000011491,
0,,Spine,4,2,Image 1,2,1,100000003,610000011493,
0,,Spine,4,7,Image 1,3,1,100000005,610000011495,
0,,Spine,4,0,Image 1,1,1,100000001,610000011499,
0,,Spine,4,0,Image 1,1,1,100000001,610000011505,
1,,Spine,4,0,Image 1,1,1,100000005,610000011508,
0,,Spine,4,7,Image 1,2,1,100000005,610000011510,
0,,Spine,4,0,Image 1,1,1,100000001,610000011513,
0,,Spine,4,5,Image 1,1,1,100000006,610000011516,
0,,Spine,4,0,Image 1,1,1,100000006,610000011520,
0,,Spine,4,3,Image 1,1,1,100000002,610000011523,
0,,Spine,4,1,Image 1,1,1,100000004,610000011528,
0,,Spine,4,9,Image 1,4,1,100000006,610000011532,
0,,Spine,4,4,Image 1,3,1,100000006,610000011535,
0,,Spine,4,1,Image 1,1,1,100000003,610000011538,
0,,Spine,4,10,Image 1,3,1,100000005,610000011541,
0,,Spine,4,1,Image 1,1,1,100000006,610000011546,
0,,Spine,4,4,Image 1,1,1,100000006,610000011548,
