
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21352.9,µm,Spine,Spine Attachment Pt Position,0,1,1,100000006,610000011236,
21295,µm,Spine,Spine Attachment Pt Position,6,2,1,100000005,610000011270,
21393.3,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000011273,
21326.7,µm,Spine,Spine Attachment Pt Position,5,4,1,100000004,610000011298,
21326.4,µm,Spine,Spine Attachment Pt Position,2,2,1,100000004,610000011304,
21325.6,µm,Spine,Spine Attachment Pt Position,7,3,1,100000000,610000011306,
21342.8,µm,Spine,Spine Attachment Pt Position,9,5,1,100000006,610000011320,
21400.1,µm,Spine,Spine Attachment Pt Position,13,7,1,100000001,610000011323,
21301.8,µm,Spine,Spine Attachment Pt Position,4,2,1,100000003,610000011327,
21346.6,µm,Spine,Spine Attachment Pt Position,5,4,1,100000004,610000011329,
21296.1,µm,Spine,Spine Attachment Pt Position,9,4,1,100000005,610000011333,
21304,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000011347,
21303.3,µm,Spine,Spine Attachment Pt Position,0,1,1,100000003,610000011357,
21301.8,µm,Spine,Spine Attachment Pt Position,7,2,1,100000005,610000011368,
21313.5,µm,Spine,Spine Attachment Pt Position,1,1,1,100000004,610000011371,
21341.8,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000011418,
21305.9,µm,Spine,Spine Attachment Pt Position,5,2,1,100000004,610000011429,
21329.5,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000011433,
21331.3,µm,Spine,Spine Attachment Pt Position,6,1,1,100000000,610000011441,
21387,µm,Spine,Spine Attachment Pt Position,5,2,1,100000001,610000011445,
21323.6,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000011453,
21347.1,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000011457,
21352.8,µm,Spine,Spine Attachment Pt Position,5,5,1,100000004,610000011461,
21307.4,µm,Spine,Spine Attachment Pt Position,4,3,1,100000003,610000011466,
21289.6,µm,Spine,Spine Attachment Pt Position,4,2,1,100000005,610000011480,
21288.7,µm,Spine,Spine Attachment Pt Position,0,1,1,100000005,610000011482,
21386.2,µm,Spine,Spine Attachment Pt Position,13,5,1,100000001,610000011489,
21351.7,µm,Spine,Spine Attachment Pt Position,3,1,1,100000000,610000011491,
21305.3,µm,Spine,Spine Attachment Pt Position,2,2,1,100000003,610000011493,
21307.6,µm,Spine,Spine Attachment Pt Position,7,3,1,100000005,610000011495,
