
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
7,,Spine,7,4,1,100000005,610000011232,
0,,Spine,0,1,1,100000006,610000011236,
4,,Spine,4,1,1,100000004,610000011248,
7,,Spine,7,2,1,100000005,610000011255,
9,,Spine,9,5,1,100000006,610000011263,
9,,Spine,9,5,1,100000006,610000011268,
6,,Spine,6,2,1,100000005,610000011270,
5,,Spine,5,2,1,100000001,610000011273,
4,,Spine,4,1,1,100000004,610000011281,
4,,Spine,4,2,1,100000004,610000011289,
5,,Spine,5,4,1,100000004,610000011296,
5,,Spine,5,4,1,100000004,610000011298,
8,,Spine,8,4,1,100000006,610000011300,
2,,Spine,2,2,1,100000004,610000011304,
7,,Spine,7,3,1,100000000,610000011306,
-1,,Spine,0,1,1,100000001,610000011311,
4,,Spine,4,1,1,100000004,610000011318,
9,,Spine,9,5,1,100000006,610000011320,
13,,Spine,13,7,1,100000001,610000011323,
4,,Spine,4,2,1,100000003,610000011327,
5,,Spine,5,4,1,100000004,610000011329,
9,,Spine,9,4,1,100000005,610000011333,
5,,Spine,5,3,1,100000001,610000011339,
15,,Spine,15,2,1,100000001,610000011343,
0,,Spine,0,1,1,100000003,610000011347,
5,,Spine,5,3,1,100000001,610000011351,
1,,Spine,1,1,1,100000003,610000011354,
0,,Spine,0,1,1,100000003,610000011357,
3,,Spine,3,2,1,100000004,610000011361,
2,,Spine,2,1,1,100000004,610000011364,
7,,Spine,7,2,1,100000005,610000011368,
1,,Spine,1,1,1,100000004,610000011371,
4,,Spine,4,2,1,100000004,610000011378,
5,,Spine,5,3,1,100000001,610000011383,
-1,,Spine,3,1,1,100000000,610000011387,
4,,Spine,4,2,1,100000004,610000011394,
3,,Spine,3,2,1,100000004,610000011400,
2,,Spine,2,3,1,100000006,610000011406,
2,,Spine,2,1,1,100000006,610000011409,
4,,Spine,4,2,1,100000006,610000011412,
0,,Spine,0,1,1,100000006,610000011415,
0,,Spine,0,1,1,100000000,610000011418,
4,,Spine,4,3,1,100000006,610000011422,
1,,Spine,1,1,1,100000000,610000011427,
5,,Spine,5,2,1,100000004,610000011429,
1,,Spine,1,2,1,100000000,610000011433,
4,,Spine,4,2,1,100000004,610000011438,
6,,Spine,6,1,1,100000000,610000011441,
5,,Spine,5,2,1,100000001,610000011445,
9,,Spine,9,4,1,100000002,610000011450,
4,,Spine,4,2,1,100000000,610000011453,
1,,Spine,1,2,1,100000000,610000011457,
0,,Spine,0,1,1,100000002,610000011459,
5,,Spine,5,5,1,100000004,610000011461,
4,,Spine,4,1,1,100000004,610000011464,
4,,Spine,4,3,1,100000003,610000011466,
-1,,Spine,2,1,1,100000006,610000011472,
-1,,Spine,4,2,1,100000003,610000011478,
4,,Spine,4,2,1,100000005,610000011480,
0,,Spine,0,1,1,100000005,610000011482,
-1,,Spine,2,1,1,100000006,610000011487,
13,,Spine,13,5,1,100000001,610000011489,
3,,Spine,3,1,1,100000000,610000011491,
2,,Spine,2,2,1,100000003,610000011493,
7,,Spine,7,3,1,100000005,610000011495,
0,,Spine,0,1,1,100000001,610000011499,
0,,Spine,0,1,1,100000001,610000011505,
0,,Spine,0,1,1,100000005,610000011508,
7,,Spine,7,2,1,100000005,610000011510,
0,,Spine,0,1,1,100000001,610000011513,
5,,Spine,5,1,1,100000006,610000011516,
0,,Spine,0,1,1,100000006,610000011520,
3,,Spine,3,1,1,100000002,610000011523,
1,,Spine,1,1,1,100000004,610000011528,
9,,Spine,9,4,1,100000006,610000011532,
4,,Spine,4,3,1,100000006,610000011535,
1,,Spine,1,1,1,100000003,610000011538,
10,,Spine,10,3,1,100000005,610000011541,
-1,,Spine,2,1,1,100000006,610000011546,
4,,Spine,4,1,1,100000006,610000011548,
5,,Spine,5,2,1,100000005,610000011550,
0,,Spine,0,1,1,100000001,610000011552,
14,,Spine,14,2,1,100000001,610000011555,
5,,Spine,5,4,1,100000001,610000011557,
13,,Spine,13,5,1,100000005,610000011559,
1,,Spine,1,2,1,100000001,610000011561,
1,,Spine,1,2,1,100000003,610000011563,
-1,,Spine,3,1,1,100000000,610000011569,
1,,Spine,1,1,1,100000005,610000011575,
6,,Spine,6,2,1,100000005,610000011577,
-1,,Spine,4,2,1,100000003,610000011580,
4,,Spine,4,2,1,100000004,610000011584,
6,,Spine,6,2,1,100000005,610000011586,
7,,Spine,7,3,1,100000003,610000011588,
4,,Spine,4,2,1,100000005,610000011591,
-1,,Spine,3,1,1,100000000,610000011593,
1,,Spine,1,1,1,100000001,610000011595,
3,,Spine,3,3,1,100000005,610000011597,
3,,Spine,3,2,1,100000001,610000011602,
-1,,Spine,2,1,1,100000006,610000011608,
2,,Spine,2,1,1,100000001,610000011611,
1,,Spine,1,1,1,100000000,610000011614,
5,,Spine,5,2,1,100000005,610000011617,
-1,,Spine,4,2,1,100000003,610000011620,
-1,,Spine,3,2,1,100000004,610000011622,
2,,Spine,2,3,1,100000000,610000011632,
6,,Spine,6,2,1,100000005,610000011635,
0,,Spine,0,1,1,100000000,610000011637,
3,,Spine,3,2,1,100000001,610000011639,
4,,Spine,4,2,1,100000006,610000011641,
4,,Spine,4,2,1,100000003,610000011645,
-1,,Spine,0,1,1,100000002,610000011648,
5,,Spine,5,4,1,100000005,610000011652,
1,,Spine,1,1,1,100000005,610000011656,
4,,Spine,4,2,1,100000004,610000011659,
2,,Spine,2,1,1,100000006,610000011661,
7,,Spine,7,4,1,100000005,610000011665,
1,,Spine,1,1,1,100000000,610000011670,
