
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,5,4,1,100000001,610000011557,
0,s,Spine,13,5,1,100000005,610000011559,
0,s,Spine,1,2,1,100000001,610000011561,
0,s,Spine,1,2,1,100000003,610000011563,
0,s,Spine,6,2,1,100000005,610000011586,
0,s,Spine,7,3,1,100000003,610000011588,
0,s,Spine,4,2,1,100000005,610000011591,
0,s,Spine,3,3,1,100000005,610000011597,
0,s,Spine,2,1,1,100000001,610000011611,
0,s,Spine,5,2,1,100000005,610000011617,
0,s,Spine,2,3,1,100000000,610000011632,
0,s,Spine,6,2,1,100000005,610000011635,
0,s,Spine,0,1,1,100000000,610000011637,
0,s,Spine,4,2,1,100000003,610000011645,
0,s,Spine,5,4,1,100000005,610000011652,
0,s,Spine,4,2,1,100000004,610000011659,
0,s,Spine,7,4,1,100000005,610000011665,
0,s,Spine,4,2,1,100000005,610000011673,
0,s,Spine,3,2,1,100000004,610000011680,
0,s,Spine,8,4,1,100000001,610000011705,
0,s,Spine,8,3,1,100000006,610000011764,
0,s,Spine,2,2,1,,610000012018,
0,s,Spine,0,1,1,,610000012018,
0,s,Spine,1,1,1,,610000012018,
0,s,Spine,4,2,1,,610000012018,
0,s,Spine,1,2,1,,610000012018,
0,s,Spine,7,2,1,,610000012019,
0,s,Spine,0,1,1,,610000012019,
0,s,Spine,4,2,1,,610000012019,
0,s,Spine,3,1,1,,610000012019,
0,s,Spine,5,4,1,,610000012020,
0,s,Spine,6,2,1,,610000012020,
0,s,Spine,3,2,1,,610000012020,
0,s,Spine,1,1,1,,610000012020,
0,s,Spine,4,2,1,,610000012020,
0,s,Spine,7,3,1,,610000012020,
0,s,Spine,5,4,1,,610000012021,
0,s,Spine,2,2,1,,610000012021,
0,s,Spine,6,2,1,,610000012021,
0,s,Spine,3,2,1,,610000012021,
0,s,Spine,5,3,1,,610000012021,
0,s,Spine,8,2,1,,610000012021,
0,s,Spine,2,2,1,,610000012022,
0,s,Spine,6,3,1,,610000012022,
0,s,Spine,4,4,1,,610000012022,
0,s,Spine,3,3,1,,610000012022,
0,s,Spine,5,3,1,,610000012022,
0,s,Spine,7,2,1,,610000012023,
0,s,Spine,5,4,1,,610000012023,
0,s,Spine,11,3,1,,610000012023,
0,s,Spine,2,2,1,,610000012023,
0,s,Spine,6,3,1,,610000012023,
0,s,Spine,4,1,1,,610000012023,
0,s,Spine,10,5,1,,610000012023,
0,s,Spine,5,2,1,,610000012024,
0,s,Spine,9,3,1,,610000012024,
0,s,Spine,4,1,1,,610000012024,
0,s,Spine,8,5,1,,610000012024,
0,s,Spine,3,1,1,,610000012024,
0,s,Spine,5,1,1,,610000012024,
0,s,Spine,9,4,1,,610000012024,
0,s,Spine,7,2,1,,610000012025,
0,s,Spine,3,3,1,,610000012025,
0,s,Spine,1,2,1,,610000012025,
0,s,Spine,9,4,1,,610000012025,
0,s,Spine,7,1,1,,610000012025,
0,s,Spine,7,2,1,,610000012026,
0,s,Spine,4,4,1,,610000012026,
0,s,Spine,0,1,1,,610000012026,
0,s,Spine,3,3,1,,610000012026,
0,s,Spine,7,1,1,,610000012026,
0,s,Spine,5,4,1,,610000012027,
0,s,Spine,0,1,1,,610000012027,
0,s,Spine,2,1,1,,610000012027,
0,s,Spine,1,2,1,,610000012027,
0,s,Spine,9,4,1,,610000012027,
0,s,Spine,2,2,1,,610000012028,
0,s,Spine,8,3,1,,610000012028,
0,s,Spine,0,1,1,,610000012028,
0,s,Spine,6,1,1,,610000012028,
0,s,Spine,11,4,1,,610000012028,
0,s,Spine,4,5,1,,610000012028,
0,s,Spine,4,3,1,,610000012029,
0,s,Spine,6,2,1,,610000012029,
0,s,Spine,0,1,1,,610000012029,
0,s,Spine,5,1,1,,610000012029,
0,s,Spine,5,5,1,,610000012029,
0,s,Spine,7,2,1,,610000012030,
0,s,Spine,5,2,1,,610000012030,
0,s,Spine,4,2,1,,610000012030,
0,s,Spine,3,1,1,,610000012030,
0,s,Spine,7,3,1,,610000012030,
0,s,Spine,5,1,1,,610000012030,
0,s,Spine,4,1,1,,610000012031,
0,s,Spine,1,1,1,,610000012031,
0,s,Spine,4,2,1,,610000012031,
0,s,Spine,8,4,1,,610000012031,
0,s,Spine,6,3,1,,610000012032,
0,s,Spine,1,1,1,,610000012032,
0,s,Spine,7,3,1,,610000012032,
0,s,Spine,1,2,1,,610000012032,
0,s,Spine,8,4,1,,610000012032,
0,s,Spine,6,3,1,,610000012033,
0,s,Spine,6,2,1,,610000012033,
0,s,Spine,15,5,1,,610000012033,
0,s,Spine,3,2,1,,610000012033,
0,s,Spine,2,3,1,,610000012033,
0,s,Spine,6,2,1,,610000012034,
0,s,Spine,2,1,1,,610000012034,
0,s,Spine,2,3,1,,610000012034,
0,s,Spine,5,5,1,,610000012034,
0,s,Spine,7,2,1,,610000012035,
0,s,Spine,2,2,1,,610000012035,
0,s,Spine,4,4,1,,610000012035,
0,s,Spine,0,1,1,,610000012035,
0,s,Spine,2,1,1,,610000012035,
0,s,Spine,0,1,1,,610000012036,
0,s,Spine,3,2,1,,610000012036,
0,s,Spine,4,2,1,,610000012036,
0,s,Spine,3,3,1,,610000012036,
0,s,Spine,11,3,1,,610000012037,
0,s,Spine,8,3,1,,610000012037,
0,s,Spine,7,4,1,,610000012037,
0,s,Spine,1,1,1,,610000012037,
0,s,Spine,13,5,1,,610000012038,
0,s,Spine,0,1,1,,610000012038,
0,s,Spine,3,2,1,,610000012038,
0,s,Spine,6,1,1,,610000012038,
0,s,Spine,0,1,1,,610000012039,
0,s,Spine,3,2,1,,610000012039,
0,s,Spine,17,6,1,,610000012039,
0,s,Spine,4,3,1,,610000012040,
0,s,Spine,13,5,1,,610000012040,
0,s,Spine,4,3,1,,610000012041,
0,s,Spine,13,4,1,,610000012041,
0,s,Spine,9,3,1,,610000012042,
0,s,Spine,3,3,1,,610000012042,
0,s,Spine,3,3,1,,610000012043,
0,s,Spine,12,5,1,,610000012043,
0,s,Spine,4,3,1,,610000012044,
0,s,Spine,14,7,1,,610000012044,
0,s,Spine,2,1,1,,610000012045,
0,s,Spine,11,6,1,,610000012045,
0,s,Spine,1,2,1,,610000012046,
0,s,Spine,5,3,1,,610000012046,
0,s,Spine,6,3,1,,610000012047,
0,s,Spine,5,3,1,,610000012047,
0,s,Spine,6,3,1,,610000012048,
0,s,Spine,7,4,1,,610000012048,
0,s,Spine,7,3,1,,610000012049,
0,s,Spine,5,3,1,,610000012049,
0,s,Spine,4,3,1,,610000012050,
0,s,Spine,8,3,1,,610000012050,
0,s,Spine,3,2,1,,610000012051,
0,s,Spine,8,4,1,,610000012051,
0,s,Spine,1,2,1,,610000012052,
0,s,Spine,8,4,1,,610000012052,
0,s,Spine,1,2,1,,610000012053,
0,s,Spine,2,2,1,,610000012054,
0,s,Spine,2,3,1,,610000012054,
0,s,Spine,5,4,1,,610000012055,
0,s,Spine,6,3,1,,610000012055,
0,s,Spine,1,1,1,,610000012056,
0,s,Spine,4,2,1,,610000012056,
0,s,Spine,2,1,1,,610000012057,
0,s,Spine,8,4,1,,610000012057,
0,s,Spine,8,5,1,,610000012058,
0,s,Spine,7,4,1,,610000012059,
0,s,Spine,7,4,1,,610000012060,
0,s,Spine,8,5,1,,610000012061,
0,s,Spine,1,1,1,,610000012063,
0,s,Spine,1,1,1,,610000012064,
0,s,Spine,0,1,1,,610000012065,
0,s,Spine,0,1,1,,610000012066,
