
Spine Position X
 ==================== 
Spine Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-7739.5,µm,Spine,Spine Position,1,1,1,100000002,610000006000,
-7649.47,µm,Spine,Spine Position,10,6,1,100000001,610000006003,
-7683.97,µm,Spine,Spine Position,9,4,1,100000003,610000006005,
-7648.3,µm,Spine,Spine Position,10,6,1,100000001,610000006009,
-7740.14,µm,Spine,Spine Position,1,1,1,100000002,610000006021,
-7739.97,µm,Spine,Spine Position,1,1,1,100000002,610000006028,
-7743.3,µm,Spine,Spine Position,1,1,1,100000002,610000006032,
-7722.16,µm,Spine,Spine Position,11,6,1,100000000,610000006061,
-7718.19,µm,Spine,Spine Position,11,6,1,100000000,610000006062,
-7728.95,µm,Spine,Spine Position,5,3,1,100000000,610000006063,
-7730.75,µm,Spine,Spine Position,2,2,1,100000000,610000006064,
-7751.1,µm,Spine,Spine Position,21,11,1,100000000,610000006065,
-7755.75,µm,Spine,Spine Position,21,9,1,100000000,610000006066,
-7752.67,µm,Spine,Spine Position,18,8,1,100000000,610000006067,
-7753.29,µm,Spine,Spine Position,17,7,1,100000000,610000006068,
-7755.92,µm,Spine,Spine Position,16,6,1,100000000,610000006069,
-7755.86,µm,Spine,Spine Position,16,6,1,100000000,610000006070,
-7756.61,µm,Spine,Spine Position,16,6,1,100000000,610000006071,
-7756.32,µm,Spine,Spine Position,16,6,1,100000000,610000006072,
-7755.68,µm,Spine,Spine Position,16,5,1,100000000,610000006073,
-7755.5,µm,Spine,Spine Position,16,5,1,100000000,610000006074,
-7754.69,µm,Spine,Spine Position,14,5,1,100000000,610000006075,
-7756.49,µm,Spine,Spine Position,12,4,1,100000000,610000006076,
-7748.33,µm,Spine,Spine Position,8,4,1,100000000,610000006077,
-7740.68,µm,Spine,Spine Position,14,6,1,100000000,610000006078,
-7741.03,µm,Spine,Spine Position,13,7,1,100000000,610000006079,
-7737.93,µm,Spine,Spine Position,14,7,1,100000000,610000006080,
-7742.76,µm,Spine,Spine Position,11,6,1,100000000,610000006081,
-7743.86,µm,Spine,Spine Position,8,4,1,100000000,610000006082,
-7743.42,µm,Spine,Spine Position,6,4,1,100000000,610000006083,
-7742.4,µm,Spine,Spine Position,6,3,1,100000000,610000006084,
-7742.64,µm,Spine,Spine Position,2,2,1,100000000,610000006085,
-7740.89,µm,Spine,Spine Position,2,2,1,100000000,610000006086,
-7738.79,µm,Spine,Spine Position,1,1,1,100000000,610000006087,
-7736.1,µm,Spine,Spine Position,1,1,1,100000000,610000006088,
-7704.1,µm,Spine,Spine Position,11,8,1,100000000,610000006089,
-7709.17,µm,Spine,Spine Position,9,7,1,100000000,610000006090,
-7714.48,µm,Spine,Spine Position,5,5,1,100000000,610000006091,
-7704.26,µm,Spine,Spine Position,7,3,1,100000000,610000006092,
-7709.76,µm,Spine,Spine Position,5,3,1,100000000,610000006093,
-7710.78,µm,Spine,Spine Position,5,3,1,100000000,610000006094,
-7712.97,µm,Spine,Spine Position,4,3,1,100000000,610000006095,
-7719.3,µm,Spine,Spine Position,3,3,1,100000000,610000006096,
-7729.63,µm,Spine,Spine Position,6,4,1,100000000,610000006097,
-7722.67,µm,Spine,Spine Position,7,4,1,100000000,610000006098,
-7722.52,µm,Spine,Spine Position,7,4,1,100000000,610000006099,
-7721.18,µm,Spine,Spine Position,7,4,1,100000000,610000006100,
-7721.18,µm,Spine,Spine Position,7,4,1,100000000,610000006101,
-7721.06,µm,Spine,Spine Position,7,4,1,100000000,610000006102,
-7720.94,µm,Spine,Spine Position,6,3,1,100000000,610000006103,
-7722.95,µm,Spine,Spine Position,6,3,1,100000000,610000006104,
-7724.37,µm,Spine,Spine Position,6,3,1,100000000,610000006105,
-7724.74,µm,Spine,Spine Position,6,3,1,100000000,610000006106,
-7727.2,µm,Spine,Spine Position,4,3,1,100000000,610000006107,
-7727.46,µm,Spine,Spine Position,4,3,1,100000000,610000006108,
-7727.46,µm,Spine,Spine Position,4,3,1,100000000,610000006109,
-7727.71,µm,Spine,Spine Position,4,3,1,100000000,610000006110,
-7728.39,µm,Spine,Spine Position,3,3,1,100000000,610000006111,
-7661.65,µm,Spine,Spine Position,11,4,1,100000001,610000006112,
-7662.27,µm,Spine,Spine Position,11,3,1,100000001,610000006113,
-7661.97,µm,Spine,Spine Position,10,3,1,100000001,610000006114,
-7664.85,µm,Spine,Spine Position,11,5,1,100000001,610000006115,
-7664.75,µm,Spine,Spine Position,11,5,1,100000001,610000006116,
-7664.21,µm,Spine,Spine Position,11,5,1,100000001,610000006117,
-7660.55,µm,Spine,Spine Position,8,5,1,100000001,610000006118,
-7650.74,µm,Spine,Spine Position,3,2,1,100000001,610000006119,
-7645.75,µm,Spine,Spine Position,0,1,1,100000001,610000006120,
-7646.14,µm,Spine,Spine Position,0,1,1,100000001,610000006121,
-7662.73,µm,Spine,Spine Position,10,6,1,100000001,610000006127,
-7662.34,µm,Spine,Spine Position,10,6,1,100000001,610000006128,
-7656.51,µm,Spine,Spine Position,13,8,1,100000001,610000006129,
-7657.86,µm,Spine,Spine Position,14,9,1,100000001,610000006130,
-7658.27,µm,Spine,Spine Position,11,9,1,100000001,610000006131,
-7658.78,µm,Spine,Spine Position,10,8,1,100000001,610000006132,
-7659.17,µm,Spine,Spine Position,10,8,1,100000001,610000006133,
-7659.17,µm,Spine,Spine Position,10,8,1,100000001,610000006134,
-7659.17,µm,Spine,Spine Position,10,8,1,100000001,610000006135,
-7659.68,µm,Spine,Spine Position,10,7,1,100000001,610000006136,
-7660.96,µm,Spine,Spine Position,9,7,1,100000001,610000006137,
-7662.3,µm,Spine,Spine Position,9,6,1,100000001,610000006138,
-7662.05,µm,Spine,Spine Position,8,5,1,100000001,610000006139,
-7662.17,µm,Spine,Spine Position,8,5,1,100000001,610000006140,
-7764.73,µm,Spine,Spine Position,5,1,1,100000002,610000006144,
-7749.87,µm,Spine,Spine Position,2,2,1,100000002,610000006145,
-7749.58,µm,Spine,Spine Position,2,2,1,100000002,610000006146,
-7745.86,µm,Spine,Spine Position,2,2,1,100000002,610000006147,
-7742.12,µm,Spine,Spine Position,1,2,1,100000002,610000006148,
-7741.37,µm,Spine,Spine Position,0,1,1,100000002,610000006149,
-7726.66,µm,Spine,Spine Position,14,9,1,100000002,610000006152,
-7735.76,µm,Spine,Spine Position,12,9,1,100000002,610000006153,
-7735.08,µm,Spine,Spine Position,12,9,1,100000002,610000006154,
-7734.07,µm,Spine,Spine Position,12,8,1,100000002,610000006155,
-7733.75,µm,Spine,Spine Position,12,8,1,100000002,610000006156,
-7731.37,µm,Spine,Spine Position,13,9,1,100000002,610000006157,
-7743.23,µm,Spine,Spine Position,0,1,1,100000002,610000006158,
-7745.39,µm,Spine,Spine Position,1,1,1,100000002,610000006159,
-7745.14,µm,Spine,Spine Position,1,2,1,100000002,610000006160,
-7744.24,µm,Spine,Spine Position,0,1,1,100000002,610000006161,
-7745.18,µm,Spine,Spine Position,6,2,1,100000002,610000006162,
-7744.74,µm,Spine,Spine Position,0,1,1,100000002,610000006163,
-7723.98,µm,Spine,Spine Position,5,1,1,100000002,610000006164,
-7726.3,µm,Spine,Spine Position,3,1,1,100000002,610000006165,
-7735.6,µm,Spine,Spine Position,0,1,1,100000002,610000006166,
-7726.69,µm,Spine,Spine Position,3,2,1,100000002,610000006172,
-7736.99,µm,Spine,Spine Position,1,1,1,100000002,610000006173,
-7683,µm,Spine,Spine Position,9,4,1,100000003,610000006175,
-7685.96,µm,Spine,Spine Position,7,4,1,100000003,610000006176,
-7685.98,µm,Spine,Spine Position,7,4,1,100000003,610000006177,
-7686.04,µm,Spine,Spine Position,8,4,1,100000003,610000006178,
-7687.45,µm,Spine,Spine Position,7,3,1,100000003,610000006179,
-7686.57,µm,Spine,Spine Position,5,3,1,100000003,610000006180,
-7686.3,µm,Spine,Spine Position,4,3,1,100000003,610000006181,
-7678.17,µm,Spine,Spine Position,6,4,1,100000003,610000006182,
-7680.28,µm,Spine,Spine Position,3,4,1,100000003,610000006183,
-7682.41,µm,Spine,Spine Position,0,1,1,100000003,610000006184,
-7682.62,µm,Spine,Spine Position,0,1,1,100000003,610000006185,
-7682.8,µm,Spine,Spine Position,0,1,1,100000003,610000006186,
-7700.37,µm,Spine,Spine Position,5,2,1,100000003,610000006187,
-7696.91,µm,Spine,Spine Position,4,1,1,100000003,610000006188,
-7680.83,µm,Spine,Spine Position,8,3,1,100000003,610000006189,
-7691.18,µm,Spine,Spine Position,2,1,1,100000003,610000006190,
-7689.74,µm,Spine,Spine Position,1,1,1,100000003,610000006191,
-7689.03,µm,Spine,Spine Position,1,1,1,100000003,610000006192,
-7689.71,µm,Spine,Spine Position,0,1,1,100000003,610000006193,
-7748.87,µm,Spine,Spine Position,4,3,1,100000004,610000006195,
-7749.51,µm,Spine,Spine Position,4,3,1,100000004,610000006196,
-7745.06,µm,Spine,Spine Position,3,4,1,100000004,610000006197,
-7740.03,µm,Spine,Spine Position,1,2,1,100000004,610000006198,
-7740.28,µm,Spine,Spine Position,5,2,1,100000004,610000006199,
-7747.64,µm,Spine,Spine Position,5,2,1,100000004,610000006200,
-7747.43,µm,Spine,Spine Position,6,1,1,100000004,610000006201,
-7730.4,µm,Spine,Spine Position,2,1,1,100000004,610000006204,
-7728.99,µm,Spine,Spine Position,0,1,1,100000004,610000006205,
-7728.99,µm,Spine,Spine Position,0,1,1,100000004,610000006206,
