
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1506.77,µm,Segment,Segment Position,8,5,1,100000002,510000000017,
1510.5,µm,Segment,Segment Position,7,4,1,100000002,510000000020,
1513.35,µm,Segment,Segment Position,6,3,1,100000002,510000000079,
1510.72,µm,Segment,Segment Position,5,2,1,100000002,510000000091,
1503.37,µm,Segment,Segment Position,3,1,1,100000002,510000000186,
1506.87,µm,Segment,Segment Position,2,1,1,100000002,510000000190,
1508.09,µm,Segment,Segment Position,1,1,1,100000002,510000000196,
1508.61,µm,Segment,Segment Position,0,1,1,100000002,510000000214,
1510.34,µm,Segment,Segment Position,7,3,1,100000002,510000000231,
1509.26,µm,Segment,Segment Position,8,4,1,100000002,510000000233,
1518.67,µm,Segment,Segment Position,8,3,1,100000002,510000000249,
1516.42,µm,Segment,Segment Position,7,2,1,100000002,510000000259,
1514.6,µm,Segment,Segment Position,6,2,1,100000002,510000000263,
1517.89,µm,Segment,Segment Position,8,2,1,100000002,510000000270,
1516.15,µm,Segment,Segment Position,7,3,1,100000002,510000000273,
1520.95,µm,Segment,Segment Position,11,6,1,100000000,510000000292,
1517.22,µm,Segment,Segment Position,10,5,1,100000000,510000000295,
1516.28,µm,Segment,Segment Position,9,5,1,100000000,510000000297,
1514.78,µm,Segment,Segment Position,8,5,1,100000000,510000000302,
1512.54,µm,Segment,Segment Position,7,5,1,100000000,510000000305,
1508.34,µm,Segment,Segment Position,5,4,1,100000000,510000000346,
1506.66,µm,Segment,Segment Position,4,3,1,100000000,510000000348,
1506.9,µm,Segment,Segment Position,3,3,1,100000000,510000000355,
1504.26,µm,Segment,Segment Position,2,2,1,100000000,510000000373,
1502.92,µm,Segment,Segment Position,1,2,1,100000000,510000000375,
1502.83,µm,Segment,Segment Position,0,1,1,100000000,510000000392,
1517.59,µm,Segment,Segment Position,11,6,1,100000000,510000000413,
1518.96,µm,Segment,Segment Position,10,6,1,100000000,510000000421,
1512.67,µm,Segment,Segment Position,9,7,1,100000000,510000000428,
1514.06,µm,Segment,Segment Position,8,6,1,100000000,510000000430,
1522.23,µm,Segment,Segment Position,11,7,1,100000000,510000000433,
1517.88,µm,Segment,Segment Position,11,6,1,100000000,510000000435,
1515.12,µm,Segment,Segment Position,9,6,1,100000000,510000000439,
1516.07,µm,Segment,Segment Position,10,6,1,100000000,510000000444,
1516.14,µm,Segment,Segment Position,9,6,1,100000000,510000000446,
1518.24,µm,Segment,Segment Position,11,5,1,100000000,510000000448,
1515.28,µm,Segment,Segment Position,10,7,1,100000000,510000000452,
1510.99,µm,Segment,Segment Position,6,4,1,100000000,510000000459,
