
Soma BoundingBoxAA Length
 ==================== 
Soma BoundingBoxAA Length X,Soma BoundingBoxAA Length Y,Soma BoundingBoxAA Length Z,Unit,Category,Collection,Time,FilamentID,ID,
6.83301,5.33398,4,µm,Soma,Soma BoundingBoxAA Length,1,100000000,800000000,
6.3335,10.498,9.5,µm,Soma,Soma BoundingBoxAA Length,1,100000001,800000001,
9.1665,6.49805,8,µm,Soma,Soma BoundingBoxAA Length,1,100000002,800000002,
6.3335,7.66602,5.5,µm,Soma,Soma BoundingBoxAA Length,1,100000003,800000003,
10.3335,6,8,µm,Soma,Soma BoundingBoxAA Length,1,100000004,800000004,
