
Spine Center Number of Voxel Ch=3 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
13,,Spine,3,7,Image 1,2,1,100000002,610000005272,
16,,Spine,3,1,Image 1,1,1,100000003,610000005287,
12,,Spine,3,7,Image 1,2,1,100000002,610000005298,
13,,Spine,3,1,Image 1,1,1,100000003,610000005310,
7,,Spine,3,9,Image 1,5,1,100000001,610000005316,
19,,Spine,3,0,Image 1,1,1,100000003,610000005334,
5,,Spine,3,5,Image 1,1,1,100000002,610000005338,
18,,Spine,3,0,Image 1,1,1,100000003,610000005355,
11,,Spine,3,1,Image 1,1,1,100000003,610000005365,
15,,Spine,3,0,Image 1,1,1,100000003,610000005379,
4,,Spine,3,16,Image 1,6,1,100000000,610000005382,
5,,Spine,3,8,Image 1,5,1,100000002,610000005386,
6,,Spine,3,10,Image 1,8,1,100000001,610000005391,
3,,Spine,3,8,Image 1,3,1,100000002,610000005394,
4,,Spine,3,3,Image 1,3,1,100000002,610000005397,
3,,Spine,3,10,Image 1,4,1,100000000,610000005399,
3,,Spine,3,6,Image 1,2,1,100000002,610000005401,
5,,Spine,3,2,Image 1,1,1,100000004,610000005405,
5,,Spine,3,1,Image 1,1,1,100000001,610000005409,
3,,Spine,3,3,Image 1,3,1,100000002,610000005411,
7,,Spine,3,0,Image 1,1,1,100000004,610000005418,
3,,Spine,3,6,Image 1,2,1,100000002,610000005420,
18,,Spine,3,1,Image 1,1,1,100000001,610000005438,
3,,Spine,3,7,Image 1,4,1,100000000,610000005441,
15,,Spine,3,1,Image 1,1,1,100000001,610000005456,
15,,Spine,3,1,Image 1,1,1,100000001,610000005474,
7,,Spine,3,0,Image 1,1,1,100000003,610000005480,
4,,Spine,3,10,Image 1,8,1,100000001,610000005485,
15,,Spine,3,1,Image 1,1,1,100000001,610000005504,
3,,Spine,3,5,Image 1,1,1,100000002,610000005506,
3,,Spine,3,7,Image 1,5,1,100000000,610000005508,
9,,Spine,3,6,Image 1,4,1,100000003,610000005517,
8,,Spine,3,0,Image 1,1,1,100000004,610000005525,
5,,Spine,3,1,Image 1,1,1,100000001,610000005530,
3,,Spine,3,18,Image 1,8,1,100000000,610000005533,
5,,Spine,3,1,Image 1,1,1,100000001,610000005538,
5,,Spine,3,7,Image 1,4,1,100000000,610000005543,
7,,Spine,3,1,Image 1,1,1,100000001,610000005550,
6,,Spine,3,2,Image 1,3,1,100000003,610000005558,
10,,Spine,3,1,Image 1,1,1,100000001,610000005569,
4,,Spine,3,6,Image 1,2,1,100000002,610000005573,
3,,Spine,3,10,Image 1,8,1,100000001,610000005575,
3,,Spine,3,5,Image 1,1,1,100000002,610000005578,
7,,Spine,3,1,Image 1,1,1,100000001,610000005585,
10,,Spine,3,1,Image 1,1,1,100000001,610000005596,
6,,Spine,3,0,Image 1,1,1,100000004,610000005602,
4,,Spine,3,1,Image 1,1,1,100000001,610000005606,
5,,Spine,3,0,Image 1,1,1,100000003,610000005611,
7,,Spine,3,0,Image 1,1,1,100000004,610000005618,
4,,Spine,3,0,Image 1,1,1,100000002,610000005624,
5,,Spine,3,0,Image 1,1,1,100000003,610000005628,
5,,Spine,3,1,Image 1,1,1,100000000,610000005633,
3,,Spine,3,18,Image 1,8,1,100000000,610000005637,
5,,Spine,3,5,Image 1,2,1,100000004,610000005641,
9,,Spine,3,3,Image 1,1,1,100000002,610000005650,
6,,Spine,3,1,Image 1,1,1,100000001,610000005658,
7,,Spine,3,1,Image 1,1,1,100000001,610000005666,
3,,Spine,3,2,Image 1,3,1,100000004,610000005668,
7,,Spine,3,0,Image 1,1,1,100000004,610000005675,
