
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
-7732.41,µm,Filament,Filament Position,1,100000000,
-7654.13,µm,Filament,Filament Position,1,100000001,
-7744.28,µm,Filament,Filament Position,1,100000002,
-7685.16,µm,Filament,Filament Position,1,100000003,
-7738.1,µm,Filament,Filament Position,1,100000004,
