
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1503.15,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005480,
1510.15,µm,Spine,Spine Terminal Pt Position,10,8,1,100000001,610000005485,
1525.1,µm,Spine,Spine Terminal Pt Position,5,1,1,100000002,610000005506,
1515.15,µm,Spine,Spine Terminal Pt Position,7,5,1,100000000,610000005508,
1508.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005510,
1516.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005519,
1506.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005527,
1508.65,µm,Spine,Spine Terminal Pt Position,18,8,1,100000000,610000005533,
1515.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005535,
1524.65,µm,Spine,Spine Terminal Pt Position,7,4,1,100000000,610000005543,
1513.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005545,
1506.65,µm,Spine,Spine Terminal Pt Position,2,3,1,100000003,610000005558,
1526.15,µm,Spine,Spine Terminal Pt Position,6,2,1,100000002,610000005573,
1511.65,µm,Spine,Spine Terminal Pt Position,10,8,1,100000001,610000005575,
1514.65,µm,Spine,Spine Terminal Pt Position,5,1,1,100000002,610000005578,
1516.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005580,
1510.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005598,
1507.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005604,
1504.65,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005611,
1507.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005622,
1505.15,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005628,
1505.15,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000005633,
1508.65,µm,Spine,Spine Terminal Pt Position,18,8,1,100000000,610000005637,
1525.65,µm,Spine,Spine Terminal Pt Position,5,2,1,100000004,610000005641,
1503.15,µm,Spine,Spine Terminal Pt Position,3,1,1,100000002,610000005650,
1510.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005661,
1509.65,µm,Spine,Spine Terminal Pt Position,2,3,1,100000004,610000005668,
1512.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005670,
1524.83,µm,Spine,Spine Terminal Pt Position,7,4,1,100000000,610000005678,
1510.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005680,
1526.15,µm,Spine,Spine Terminal Pt Position,7,4,1,100000000,610000005688,
1507.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005690,
1505.22,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000005699,
1515.65,µm,Spine,Spine Terminal Pt Position,6,2,1,100000002,610000005702,
1503.65,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005709,
1509.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005711,
1506.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005722,
1521.65,µm,Spine,Spine Terminal Pt Position,6,2,1,100000002,610000005733,
1508.65,µm,Spine,Spine Terminal Pt Position,3,4,1,100000003,610000005736,
1504.36,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000005738,
1509.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005741,
1507.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005749,
1508.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005753,
1518.15,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000005758,
1514.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000005760,
1507.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005776,
1507.65,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000005781,
1505.65,µm,Spine,Spine Terminal Pt Position,8,5,1,100000001,610000005786,
1511.24,µm,Spine,Spine Terminal Pt Position,,,1,,610000005794,
1527.15,µm,Spine,Spine Terminal Pt Position,6,1,1,100000004,610000005802,
1525.15,µm,Spine,Spine Terminal Pt Position,7,4,1,100000000,610000005812,
1503.65,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000005814,
1515.15,µm,Spine,Spine Terminal Pt Position,8,5,1,100000000,610000005816,
1521.15,µm,Spine,Spine Terminal Pt Position,8,3,1,100000000,610000005830,
1511.65,µm,Spine,Spine Terminal Pt Position,7,3,1,100000002,610000005842,
1503.65,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000005844,
1508.65,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000005855,
1508.15,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000005865,
1503.15,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005868,
1508.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005874,
1527.65,µm,Spine,Spine Terminal Pt Position,5,2,1,100000004,610000005881,
1519.15,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000005883,
1506.11,µm,Spine,Spine Terminal Pt Position,,,1,,610000005885,
1511.05,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000005890,
1506.15,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005893,
1521.15,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000005904,
1503.15,µm,Spine,Spine Terminal Pt Position,3,1,1,100000002,610000005909,
1509.15,µm,Spine,Spine Terminal Pt Position,7,3,1,100000002,610000005923,
1517.15,µm,Spine,Spine Terminal Pt Position,0,1,1,100000004,610000005925,
1509.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000005963,
1508.15,µm,Spine,Spine Terminal Pt Position,1,1,1,100000003,610000005966,
1507.65,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000005977,
1526.65,µm,Spine,Spine Terminal Pt Position,5,2,1,100000004,610000005982,
1505.15,µm,Spine,Spine Terminal Pt Position,12,8,1,100000001,610000005990,
1510.15,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000005997,
1525.42,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000006260,
1509.65,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000006260,
1516.15,µm,Spine,Spine Terminal Pt Position,21,11,1,,610000006260,
1527.15,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000006261,
1508.12,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000006261,
1510.29,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000006261,
1508.65,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000006261,
1512.93,µm,Spine,Spine Terminal Pt Position,21,9,1,,610000006261,
1509.26,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000006262,
1505.24,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000006262,
1508.56,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000006262,
1526.65,µm,Spine,Spine Terminal Pt Position,6,1,1,,610000006262,
1508.65,µm,Spine,Spine Terminal Pt Position,18,8,1,,610000006262,
1507.49,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000006263,
1513.15,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000006263,
1505.15,µm,Spine,Spine Terminal Pt Position,8,5,1,,610000006263,
1510.15,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000006263,
1512.65,µm,Spine,Spine Terminal Pt Position,17,7,1,,610000006263,
1512.15,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000006264,
1507.65,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000006264,
1508.65,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000006264,
1509.15,µm,Spine,Spine Terminal Pt Position,3,4,1,,610000006264,
1515.65,µm,Spine,Spine Terminal Pt Position,16,6,1,,610000006264,
1503.15,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000006265,
1511.65,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000006265,
1513.65,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000006265,
1509.65,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000006265,
1514.65,µm,Spine,Spine Terminal Pt Position,16,6,1,,610000006265,
1504.55,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000006266,
1509.65,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000006266,
1514.65,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000006266,
1513.65,µm,Spine,Spine Terminal Pt Position,16,6,1,,610000006266,
1506.15,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000006267,
1513.15,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000006267,
1509.15,µm,Spine,Spine Terminal Pt Position,10,3,1,,610000006267,
1511.15,µm,Spine,Spine Terminal Pt Position,16,6,1,,610000006267,
1512.15,µm,Spine,Spine Terminal Pt Position,14,9,1,,610000006267,
1509.65,µm,Spine,Spine Terminal Pt Position,11,3,1,,610000006268,
1507.15,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000006268,
1510.69,µm,Spine,Spine Terminal Pt Position,16,5,1,,610000006268,
1507,µm,Spine,Spine Terminal Pt Position,12,9,1,,610000006268,
1509.65,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000006269,
1510.65,µm,Spine,Spine Terminal Pt Position,16,5,1,,610000006269,
1507.15,µm,Spine,Spine Terminal Pt Position,11,4,1,,610000006269,
1509.15,µm,Spine,Spine Terminal Pt Position,12,9,1,,610000006269,
1512.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000006270,
1515.65,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000006270,
1514.65,µm,Spine,Spine Terminal Pt Position,14,5,1,,610000006270,
1507.41,µm,Spine,Spine Terminal Pt Position,9,6,1,,610000006270,
1510.15,µm,Spine,Spine Terminal Pt Position,12,8,1,,610000006270,
1515.65,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000006271,
1505.65,µm,Spine,Spine Terminal Pt Position,8,5,1,,610000006271,
1506.65,µm,Spine,Spine Terminal Pt Position,3,4,1,,610000006271,
1508.65,µm,Spine,Spine Terminal Pt Position,12,8,1,,610000006271,
1515.4,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000006272,
1506.15,µm,Spine,Spine Terminal Pt Position,8,5,1,,610000006272,
1512.18,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000006272,
1508.65,µm,Spine,Spine Terminal Pt Position,13,9,1,,610000006272,
1511.15,µm,Spine,Spine Terminal Pt Position,14,6,1,,610000006273,
1508.15,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000006273,
1515.15,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000006273,
1508.15,µm,Spine,Spine Terminal Pt Position,13,8,1,,610000006273,
1523.05,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000006274,
1523.65,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000006274,
1510.15,µm,Spine,Spine Terminal Pt Position,13,7,1,,610000006274,
1512.15,µm,Spine,Spine Terminal Pt Position,14,9,1,,610000006274,
1505.15,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000006275,
1516.65,µm,Spine,Spine Terminal Pt Position,14,7,1,,610000006275,
1520.39,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000006275,
1509.9,µm,Spine,Spine Terminal Pt Position,11,9,1,,610000006275,
1514.02,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000006276,
1508.53,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000006276,
1517.19,µm,Spine,Spine Terminal Pt Position,11,6,1,,610000006276,
1509.65,µm,Spine,Spine Terminal Pt Position,10,8,1,,610000006276,
1516.65,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000006277,
1511.15,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000006277,
1512.15,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000006277,
1510.65,µm,Spine,Spine Terminal Pt Position,10,8,1,,610000006277,
1513.15,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000006278,
1508.15,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000006278,
1511.76,µm,Spine,Spine Terminal Pt Position,9,4,1,,610000006278,
1510.65,µm,Spine,Spine Terminal Pt Position,10,8,1,,610000006278,
1507.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000006279,
1515.15,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000006279,
1510.15,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000006279,
1510.65,µm,Spine,Spine Terminal Pt Position,10,8,1,,610000006279,
1506.08,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000006280,
1505.65,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000006280,
1510.65,µm,Spine,Spine Terminal Pt Position,10,7,1,,610000006280,
1506.14,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000006281,
1508.19,µm,Spine,Spine Terminal Pt Position,9,7,1,,610000006281,
1504.15,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000006282,
1508.65,µm,Spine,Spine Terminal Pt Position,10,6,1,,610000006282,
1504.15,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000006283,
1509.15,µm,Spine,Spine Terminal Pt Position,10,6,1,,610000006283,
1507.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000006284,
1504.15,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000006284,
1508.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000006285,
1505.15,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000006285,
1520.15,µm,Spine,Spine Terminal Pt Position,11,6,1,,610000006286,
1519.06,µm,Spine,Spine Terminal Pt Position,11,6,1,,610000006287,
1508.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000006288,
1505.65,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000006288,
1509.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000006289,
1525.44,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000006289,
1506.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000006290,
1524.65,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000006290,
1507.65,µm,Spine,Spine Terminal Pt Position,,,1,,610000006291,
1523.65,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000006291,
1523.32,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000006292,
1522.16,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000006293,
1520.65,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000006294,
1513.63,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000006295,
1510.15,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000006296,
1511.15,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000006297,
1508.15,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000006298,
1507.65,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000006299,
1507.65,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000006300,
1505.65,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000006301,
1503.65,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000006302,
1505.15,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000006303,
1504.15,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000006304,
1507.65,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000006305,
1507.15,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000006306,
1509.15,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000006307,
1506.65,µm,Spine,Spine Terminal Pt Position,5,5,1,,610000006308,
1514.23,µm,Spine,Spine Terminal Pt Position,9,7,1,,610000006309,
1521.65,µm,Spine,Spine Terminal Pt Position,11,8,1,,610000006310,
