
Soma Intensity Sum Ch=4 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
2978,,Soma,4,Image 1,1,100000000,800000000,
40465,,Soma,4,Image 1,1,100000001,800000001,
26196,,Soma,4,Image 1,1,100000002,800000002,
8946,,Soma,4,Image 1,1,100000003,800000003,
62367,,Soma,4,Image 1,1,100000004,800000004,
