
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
186,,Segment,2,8,Image 1,5,1,100000002,510000000017,
107,,Segment,2,7,Image 1,4,1,100000002,510000000020,
130,,Segment,2,6,Image 1,3,1,100000002,510000000079,
154,,Segment,2,5,Image 1,2,1,100000002,510000000091,
197,,Segment,2,3,Image 1,1,1,100000002,510000000186,
188,,Segment,2,2,Image 1,1,1,100000002,510000000190,
186,,Segment,2,1,Image 1,1,1,100000002,510000000196,
181,,Segment,2,0,Image 1,1,1,100000002,510000000214,
144,,Segment,2,7,Image 1,3,1,100000002,510000000231,
65,,Segment,2,8,Image 1,4,1,100000002,510000000233,
103,,Segment,2,8,Image 1,3,1,100000002,510000000249,
107,,Segment,2,7,Image 1,2,1,100000002,510000000259,
114,,Segment,2,6,Image 1,2,1,100000002,510000000263,
124,,Segment,2,8,Image 1,2,1,100000002,510000000270,
107,,Segment,2,7,Image 1,3,1,100000002,510000000273,
150,,Segment,2,11,Image 1,6,1,100000000,510000000292,
200,,Segment,2,10,Image 1,5,1,100000000,510000000295,
200,,Segment,2,9,Image 1,5,1,100000000,510000000297,
199,,Segment,2,8,Image 1,5,1,100000000,510000000302,
199,,Segment,2,7,Image 1,5,1,100000000,510000000305,
129,,Segment,2,5,Image 1,4,1,100000000,510000000346,
129,,Segment,2,4,Image 1,3,1,100000000,510000000348,
116,,Segment,2,3,Image 1,3,1,100000000,510000000355,
180,,Segment,2,2,Image 1,2,1,100000000,510000000373,
142,,Segment,2,1,Image 1,2,1,100000000,510000000375,
153,,Segment,2,0,Image 1,1,1,100000000,510000000392,
200,,Segment,2,11,Image 1,6,1,100000000,510000000413,
200,,Segment,2,10,Image 1,6,1,100000000,510000000421,
193,,Segment,2,9,Image 1,7,1,100000000,510000000428,
199,,Segment,2,8,Image 1,6,1,100000000,510000000430,
42,,Segment,2,11,Image 1,7,1,100000000,510000000433,
87,,Segment,2,11,Image 1,6,1,100000000,510000000435,
71,,Segment,2,9,Image 1,6,1,100000000,510000000439,
132,,Segment,2,10,Image 1,6,1,100000000,510000000444,
196,,Segment,2,9,Image 1,6,1,100000000,510000000446,
87,,Segment,2,11,Image 1,5,1,100000000,510000000448,
177,,Segment,2,10,Image 1,7,1,100000000,510000000452,
120,,Segment,2,6,Image 1,4,1,100000000,510000000459,
47,,Segment,2,8,Image 1,3,1,100000002,510000000465,
47,,Segment,2,7,Image 1,2,1,100000002,510000000468,
52,,Segment,2,6,Image 1,2,1,100000002,510000000474,
46,,Segment,2,5,Image 1,2,1,100000002,510000000480,
48,,Segment,2,4,Image 1,2,1,100000002,510000000482,
168,,Segment,2,3,Image 1,2,1,100000002,510000000542,
144,,Segment,2,2,Image 1,1,1,100000002,510000000554,
174,,Segment,2,1,Image 1,1,1,100000002,510000000565,
193,,Segment,2,0,Image 1,1,1,100000002,510000000592,
196,,Segment,2,8,Image 1,4,1,100000002,510000000611,
63,,Segment,2,7,Image 1,3,1,100000002,510000000618,
51,,Segment,2,6,Image 1,3,1,100000002,510000000620,
41,,Segment,2,5,Image 1,3,1,100000002,510000000622,
