
Spine Intensity Max Ch=2 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
88,,Spine,2,7,Image 1,2,1,100000002,610000005272,
149,,Spine,2,1,Image 1,1,1,100000003,610000005287,
85,,Spine,2,7,Image 1,2,1,100000002,610000005298,
123,,Spine,2,1,Image 1,1,1,100000003,610000005310,
80,,Spine,2,9,Image 1,5,1,100000001,610000005316,
162,,Spine,2,0,Image 1,1,1,100000003,610000005334,
97,,Spine,2,5,Image 1,1,1,100000002,610000005338,
162,,Spine,2,0,Image 1,1,1,100000003,610000005355,
123,,Spine,2,1,Image 1,1,1,100000003,610000005365,
162,,Spine,2,0,Image 1,1,1,100000003,610000005379,
72,,Spine,2,16,Image 1,6,1,100000000,610000005382,
69,,Spine,2,8,Image 1,5,1,100000002,610000005386,
65,,Spine,2,10,Image 1,8,1,100000001,610000005391,
109,,Spine,2,8,Image 1,3,1,100000002,610000005394,
76,,Spine,2,3,Image 1,3,1,100000002,610000005397,
84,,Spine,2,10,Image 1,4,1,100000000,610000005399,
71,,Spine,2,6,Image 1,2,1,100000002,610000005401,
147,,Spine,2,2,Image 1,1,1,100000004,610000005405,
120,,Spine,2,1,Image 1,1,1,100000001,610000005409,
76,,Spine,2,3,Image 1,3,1,100000002,610000005411,
152,,Spine,2,0,Image 1,1,1,100000004,610000005418,
73,,Spine,2,6,Image 1,2,1,100000002,610000005420,
196,,Spine,2,1,Image 1,1,1,100000001,610000005438,
86,,Spine,2,7,Image 1,4,1,100000000,610000005441,
196,,Spine,2,1,Image 1,1,1,100000001,610000005456,
174,,Spine,2,1,Image 1,1,1,100000001,610000005474,
162,,Spine,2,0,Image 1,1,1,100000003,610000005480,
61,,Spine,2,10,Image 1,8,1,100000001,610000005485,
174,,Spine,2,1,Image 1,1,1,100000001,610000005504,
71,,Spine,2,5,Image 1,1,1,100000002,610000005506,
76,,Spine,2,7,Image 1,5,1,100000000,610000005508,
157,,Spine,2,6,Image 1,4,1,100000003,610000005517,
149,,Spine,2,0,Image 1,1,1,100000004,610000005525,
177,,Spine,2,1,Image 1,1,1,100000001,610000005530,
89,,Spine,2,18,Image 1,8,1,100000000,610000005533,
156,,Spine,2,1,Image 1,1,1,100000001,610000005538,
196,,Spine,2,7,Image 1,4,1,100000000,610000005543,
189,,Spine,2,1,Image 1,1,1,100000001,610000005550,
161,,Spine,2,2,Image 1,3,1,100000003,610000005558,
172,,Spine,2,1,Image 1,1,1,100000001,610000005569,
136,,Spine,2,6,Image 1,2,1,100000002,610000005573,
76,,Spine,2,10,Image 1,8,1,100000001,610000005575,
113,,Spine,2,5,Image 1,1,1,100000002,610000005578,
