
Segment Center Intensity Min Ch=4 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,8,Image 1,5,1,100000002,510000000017,
0,,Segment,4,7,Image 1,4,1,100000002,510000000020,
0,,Segment,4,6,Image 1,3,1,100000002,510000000079,
0,,Segment,4,5,Image 1,2,1,100000002,510000000091,
0,,Segment,4,3,Image 1,1,1,100000002,510000000186,
0,,Segment,4,2,Image 1,1,1,100000002,510000000190,
1,,Segment,4,1,Image 1,1,1,100000002,510000000196,
0,,Segment,4,0,Image 1,1,1,100000002,510000000214,
0,,Segment,4,7,Image 1,3,1,100000002,510000000231,
0,,Segment,4,8,Image 1,4,1,100000002,510000000233,
0,,Segment,4,8,Image 1,3,1,100000002,510000000249,
0,,Segment,4,7,Image 1,2,1,100000002,510000000259,
0,,Segment,4,6,Image 1,2,1,100000002,510000000263,
0,,Segment,4,8,Image 1,2,1,100000002,510000000270,
0,,Segment,4,7,Image 1,3,1,100000002,510000000273,
0,,Segment,4,11,Image 1,6,1,100000000,510000000292,
0,,Segment,4,10,Image 1,5,1,100000000,510000000295,
0,,Segment,4,9,Image 1,5,1,100000000,510000000297,
0,,Segment,4,8,Image 1,5,1,100000000,510000000302,
0,,Segment,4,7,Image 1,5,1,100000000,510000000305,
0,,Segment,4,5,Image 1,4,1,100000000,510000000346,
1,,Segment,4,4,Image 1,3,1,100000000,510000000348,
0,,Segment,4,3,Image 1,3,1,100000000,510000000355,
0,,Segment,4,2,Image 1,2,1,100000000,510000000373,
0,,Segment,4,1,Image 1,2,1,100000000,510000000375,
0,,Segment,4,0,Image 1,1,1,100000000,510000000392,
0,,Segment,4,11,Image 1,6,1,100000000,510000000413,
0,,Segment,4,10,Image 1,6,1,100000000,510000000421,
0,,Segment,4,9,Image 1,7,1,100000000,510000000428,
0,,Segment,4,8,Image 1,6,1,100000000,510000000430,
0,,Segment,4,11,Image 1,7,1,100000000,510000000433,
0,,Segment,4,11,Image 1,6,1,100000000,510000000435,
0,,Segment,4,9,Image 1,6,1,100000000,510000000439,
0,,Segment,4,10,Image 1,6,1,100000000,510000000444,
0,,Segment,4,9,Image 1,6,1,100000000,510000000446,
0,,Segment,4,11,Image 1,5,1,100000000,510000000448,
0,,Segment,4,10,Image 1,7,1,100000000,510000000452,
0,,Segment,4,6,Image 1,4,1,100000000,510000000459,
0,,Segment,4,8,Image 1,3,1,100000002,510000000465,
3,,Segment,4,7,Image 1,2,1,100000002,510000000468,
0,,Segment,4,6,Image 1,2,1,100000002,510000000474,
1,,Segment,4,5,Image 1,2,1,100000002,510000000480,
1,,Segment,4,4,Image 1,2,1,100000002,510000000482,
0,,Segment,4,3,Image 1,2,1,100000002,510000000542,
0,,Segment,4,2,Image 1,1,1,100000002,510000000554,
0,,Segment,4,1,Image 1,1,1,100000002,510000000565,
0,,Segment,4,0,Image 1,1,1,100000002,510000000592,
1,,Segment,4,8,Image 1,4,1,100000002,510000000611,
2,,Segment,4,7,Image 1,3,1,100000002,510000000618,
0,,Segment,4,6,Image 1,3,1,100000002,510000000620,
2,,Segment,4,5,Image 1,3,1,100000002,510000000622,
1,,Segment,4,8,Image 1,2,1,100000002,510000000625,
1,,Segment,4,7,Image 1,3,1,100000002,510000000627,
0,,Segment,4,8,Image 1,3,1,100000002,510000000632,
1,,Segment,4,6,Image 1,3,1,100000002,510000000635,
2,,Segment,4,7,Image 1,4,1,100000002,510000000637,
1,,Segment,4,5,Image 1,3,1,100000002,510000000643,
0,,Segment,4,6,Image 1,4,1,100000002,510000000647,
1,,Segment,4,4,Image 1,3,1,100000002,510000000653,
0,,Segment,4,7,Image 1,3,1,100000002,510000000661,
0,,Segment,4,6,Image 1,2,1,100000002,510000000747,
0,,Segment,4,5,Image 1,1,1,100000002,510000000766,
0,,Segment,4,4,Image 1,1,1,100000002,510000000774,
1,,Segment,4,3,Image 1,1,1,100000002,510000000776,
0,,Segment,4,2,Image 1,1,1,100000002,510000000785,
0,,Segment,4,0,Image 1,1,1,100000002,510000000803,
0,,Segment,4,8,Image 1,3,1,100000002,510000000806,
0,,Segment,4,7,Image 1,2,1,100000002,510000000809,
1,,Segment,4,8,Image 1,2,1,100000002,510000000814,
0,,Segment,4,16,Image 1,10,1,100000002,510000000825,
0,,Segment,4,14,Image 1,8,1,100000002,510000000830,
0,,Segment,4,12,Image 1,7,1,100000002,510000000841,
0,,Segment,4,11,Image 1,7,1,100000002,510000000844,
0,,Segment,4,10,Image 1,7,1,100000002,510000000851,
0,,Segment,4,8,Image 1,6,1,100000002,510000000854,
0,,Segment,4,7,Image 1,5,1,100000002,510000000859,
1,,Segment,4,6,Image 1,4,1,100000002,510000000864,
1,,Segment,4,5,Image 1,3,1,100000002,510000000866,
0,,Segment,4,4,Image 1,3,1,100000002,510000000899,
0,,Segment,4,3,Image 1,2,1,100000002,510000000906,
0,,Segment,4,2,Image 1,2,1,100000002,510000000911,
0,,Segment,4,1,Image 1,2,1,100000002,510000000920,
0,,Segment,4,12,Image 1,9,1,100000002,510000000937,
0,,Segment,4,16,Image 1,9,1,100000002,510000000947,
1,,Segment,4,14,Image 1,9,1,100000002,510000000957,
0,,Segment,4,13,Image 1,7,1,100000002,510000000961,
2,,Segment,4,14,Image 1,10,1,100000002,510000000964,
1,,Segment,4,13,Image 1,9,1,100000002,510000000968,
1,,Segment,4,12,Image 1,9,1,100000002,510000000970,
1,,Segment,4,11,Image 1,9,1,100000002,510000000975,
3,,Segment,4,12,Image 1,8,1,100000002,510000000982,
2,,Segment,4,14,Image 1,9,1,100000002,510000000985,
1,,Segment,4,13,Image 1,10,1,100000002,510000000989,
0,,Segment,4,12,Image 1,10,1,100000002,510000000993,
1,,Segment,4,12,Image 1,8,1,100000002,510000001002,
0,,Segment,4,9,Image 1,6,1,100000002,510000001008,
0,,Segment,4,8,Image 1,5,1,100000002,510000001012,
0,,Segment,4,11,Image 1,8,1,100000002,510000001016,
1,,Segment,4,9,Image 1,5,1,100000002,510000001022,
1,,Segment,4,9,Image 1,6,1,100000002,510000001025,
0,,Segment,4,7,Image 1,4,1,100000002,510000001027,
0,,Segment,4,5,Image 1,4,1,100000002,510000001030,
0,,Segment,4,2,Image 1,3,1,100000003,510000001036,
0,,Segment,4,1,Image 1,2,1,100000003,510000001049,
0,,Segment,4,0,Image 1,1,1,100000003,510000001116,
1,,Segment,4,2,Image 1,2,1,100000003,510000001132,
0,,Segment,4,1,Image 1,1,1,100000003,510000001136,
0,,Segment,4,21,Image 1,11,1,100000000,510000001141,
0,,Segment,4,20,Image 1,10,1,100000000,510000001150,
0,,Segment,4,19,Image 1,10,1,100000000,510000001153,
0,,Segment,4,18,Image 1,9,1,100000000,510000001159,
3,,Segment,4,17,Image 1,8,1,100000000,510000001161,
0,,Segment,4,16,Image 1,7,1,100000000,510000001167,
0,,Segment,4,14,Image 1,5,1,100000000,510000001199,
0,,Segment,4,12,Image 1,5,1,100000000,510000001205,
0,,Segment,4,11,Image 1,4,1,100000000,510000001216,
0,,Segment,4,10,Image 1,3,1,100000000,510000001222,
0,,Segment,4,9,Image 1,3,1,100000000,510000001225,
0,,Segment,4,8,Image 1,3,1,100000000,510000001239,
0,,Segment,4,5,Image 1,2,1,100000000,510000001243,
0,,Segment,4,4,Image 1,2,1,100000000,510000001247,
0,,Segment,4,3,Image 1,2,1,100000000,510000001249,
0,,Segment,4,2,Image 1,2,1,100000000,510000001262,
0,,Segment,4,1,Image 1,1,1,100000000,510000001303,
0,,Segment,4,21,Image 1,10,1,100000000,510000001305,
0,,Segment,4,20,Image 1,11,1,100000000,510000001311,
2,,Segment,4,19,Image 1,9,1,100000000,510000001313,
0,,Segment,4,23,Image 1,9,1,100000000,510000001320,
0,,Segment,4,22,Image 1,9,1,100000000,510000001325,
1,,Segment,4,21,Image 1,8,1,100000000,510000001327,
1,,Segment,4,19,Image 1,7,1,100000000,510000001331,
1,,Segment,4,18,Image 1,7,1,100000000,510000001337,
0,,Segment,4,17,Image 1,7,1,100000000,510000001342,
2,,Segment,4,23,Image 1,10,1,100000000,510000001344,
0,,Segment,4,21,Image 1,9,1,100000000,510000001350,
0,,Segment,4,18,Image 1,8,1,100000000,510000001366,
1,,Segment,4,20,Image 1,7,1,100000000,510000001368,
0,,Segment,4,16,Image 1,6,1,100000000,510000001391,
0,,Segment,4,19,Image 1,8,1,100000000,510000001395,
0,,Segment,4,18,Image 1,8,1,100000000,510000001407,
0,,Segment,4,17,Image 1,6,1,100000000,510000001413,
0,,Segment,4,16,Image 1,5,1,100000000,510000001416,
0,,Segment,4,16,Image 1,6,1,100000000,510000001422,
0,,Segment,4,15,Image 1,7,1,100000000,510000001428,
0,,Segment,4,14,Image 1,6,1,100000000,510000001442,
0,,Segment,4,12,Image 1,6,1,100000000,510000001447,
1,,Segment,4,10,Image 1,6,1,100000000,510000001451,
0,,Segment,4,9,Image 1,5,1,100000000,510000001455,
0,,Segment,4,8,Image 1,4,1,100000000,510000001459,
1,,Segment,4,7,Image 1,4,1,100000000,510000001464,
1,,Segment,4,6,Image 1,4,1,100000000,510000001468,
0,,Segment,4,5,Image 1,3,1,100000000,510000001501,
2,,Segment,4,15,Image 1,6,1,100000000,510000001504,
0,,Segment,4,13,Image 1,4,1,100000000,510000001512,
0,,Segment,4,12,Image 1,4,1,100000000,510000001517,
0,,Segment,4,11,Image 1,4,1,100000000,510000001520,
0,,Segment,4,10,Image 1,4,1,100000000,510000001524,
0,,Segment,4,9,Image 1,4,1,100000000,510000001530,
0,,Segment,4,13,Image 1,5,1,100000000,510000001536,
0,,Segment,4,14,Image 1,7,1,100000000,510000001542,
1,,Segment,4,13,Image 1,7,1,100000000,510000001544,
0,,Segment,4,12,Image 1,7,1,100000000,510000001549,
0,,Segment,4,11,Image 1,7,1,100000000,510000001563,
0,,Segment,4,12,Image 1,5,1,100000000,510000001566,
0,,Segment,4,14,Image 1,8,1,100000000,510000001573,
0,,Segment,4,8,Image 1,4,1,100000000,510000001584,
1,,Segment,4,7,Image 1,3,1,100000000,510000001587,
0,,Segment,4,6,Image 1,3,1,100000000,510000001591,
0,,Segment,4,13,Image 1,8,1,100000000,510000001593,
1,,Segment,4,11,Image 1,5,1,100000000,510000001597,
0,,Segment,4,14,Image 1,7,1,100000000,510000001604,
0,,Segment,4,11,Image 1,5,1,100000000,510000001608,
0,,Segment,4,10,Image 1,5,1,100000000,510000001610,
0,,Segment,4,13,Image 1,7,1,100000000,510000001613,
0,,Segment,4,11,Image 1,6,1,100000000,510000001619,
0,,Segment,4,10,Image 1,5,1,100000000,510000001625,
0,,Segment,4,11,Image 1,6,1,100000000,510000001628,
0,,Segment,4,8,Image 1,3,1,100000000,510000001645,
0,,Segment,4,8,Image 1,5,1,100000000,510000001650,
0,,Segment,4,7,Image 1,5,1,100000000,510000001657,
0,,Segment,4,5,Image 1,1,1,100000002,510000001708,
1,,Segment,4,4,Image 1,1,1,100000002,510000001711,
1,,Segment,4,3,Image 1,1,1,100000002,510000001716,
2,,Segment,4,2,Image 1,1,1,100000002,510000001722,
0,,Segment,4,1,Image 1,1,1,100000002,510000001728,
