
Soma Ellipsoid Axis B Y
 ==================== 
Soma Ellipsoid Axis B Y,Unit,Category,Collection,Time,FilamentID,ID,
-0.917013,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
0.29855,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
-0.39308,µm,Soma,Soma Ellipsoid Axis B,1,100000002,800000002,
-0.0173328,µm,Soma,Soma Ellipsoid Axis B,1,100000003,800000003,
0.277865,µm,Soma,Soma Ellipsoid Axis B,1,100000004,800000004,
