
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
14,,Segment,2,8,Image 1,5,1,100000002,510000000017,
4,,Segment,2,7,Image 1,4,1,100000002,510000000020,
60,,Segment,2,6,Image 1,3,1,100000002,510000000079,
13,,Segment,2,5,Image 1,2,1,100000002,510000000091,
95,,Segment,2,3,Image 1,1,1,100000002,510000000186,
5,,Segment,2,2,Image 1,1,1,100000002,510000000190,
7,,Segment,2,1,Image 1,1,1,100000002,510000000196,
5,,Segment,2,0,Image 1,1,1,100000002,510000000214,
17,,Segment,2,7,Image 1,3,1,100000002,510000000231,
3,,Segment,2,8,Image 1,4,1,100000002,510000000233,
16,,Segment,2,8,Image 1,3,1,100000002,510000000249,
11,,Segment,2,7,Image 1,2,1,100000002,510000000259,
5,,Segment,2,6,Image 1,2,1,100000002,510000000263,
8,,Segment,2,8,Image 1,2,1,100000002,510000000270,
4,,Segment,2,7,Image 1,3,1,100000002,510000000273,
20,,Segment,2,11,Image 1,6,1,100000000,510000000292,
4,,Segment,2,10,Image 1,5,1,100000000,510000000295,
3,,Segment,2,9,Image 1,5,1,100000000,510000000297,
6,,Segment,2,8,Image 1,5,1,100000000,510000000302,
4,,Segment,2,7,Image 1,5,1,100000000,510000000305,
41,,Segment,2,5,Image 1,4,1,100000000,510000000346,
3,,Segment,2,4,Image 1,3,1,100000000,510000000348,
8,,Segment,2,3,Image 1,3,1,100000000,510000000355,
19,,Segment,2,2,Image 1,2,1,100000000,510000000373,
3,,Segment,2,1,Image 1,2,1,100000000,510000000375,
14,,Segment,2,0,Image 1,1,1,100000000,510000000392,
22,,Segment,2,11,Image 1,6,1,100000000,510000000413,
9,,Segment,2,10,Image 1,6,1,100000000,510000000421,
8,,Segment,2,9,Image 1,7,1,100000000,510000000428,
3,,Segment,2,8,Image 1,6,1,100000000,510000000430,
4,,Segment,2,11,Image 1,7,1,100000000,510000000433,
3,,Segment,2,11,Image 1,6,1,100000000,510000000435,
5,,Segment,2,9,Image 1,6,1,100000000,510000000439,
6,,Segment,2,10,Image 1,6,1,100000000,510000000444,
3,,Segment,2,9,Image 1,6,1,100000000,510000000446,
3,,Segment,2,11,Image 1,5,1,100000000,510000000448,
5,,Segment,2,10,Image 1,7,1,100000000,510000000452,
7,,Segment,2,6,Image 1,4,1,100000000,510000000459,
7,,Segment,2,8,Image 1,3,1,100000002,510000000465,
4,,Segment,2,7,Image 1,2,1,100000002,510000000468,
7,,Segment,2,6,Image 1,2,1,100000002,510000000474,
7,,Segment,2,5,Image 1,2,1,100000002,510000000480,
3,,Segment,2,4,Image 1,2,1,100000002,510000000482,
61,,Segment,2,3,Image 1,2,1,100000002,510000000542,
13,,Segment,2,2,Image 1,1,1,100000002,510000000554,
12,,Segment,2,1,Image 1,1,1,100000002,510000000565,
25,,Segment,2,0,Image 1,1,1,100000002,510000000592,
12,,Segment,2,8,Image 1,4,1,100000002,510000000611,
8,,Segment,2,7,Image 1,3,1,100000002,510000000618,
3,,Segment,2,6,Image 1,3,1,100000002,510000000620,
3,,Segment,2,5,Image 1,3,1,100000002,510000000622,
4,,Segment,2,8,Image 1,2,1,100000002,510000000625,
3,,Segment,2,7,Image 1,3,1,100000002,510000000627,
4,,Segment,2,8,Image 1,3,1,100000002,510000000632,
