
Soma Intensity Median Ch=2 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
112.062,,Soma,2,Image 1,1,100000000,800000000,
107.062,,Soma,2,Image 1,1,100000001,800000001,
115.062,,Soma,2,Image 1,1,100000002,800000002,
94.0625,,Soma,2,Image 1,1,100000003,800000003,
92.0625,,Soma,2,Image 1,1,100000004,800000004,
