
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,7,2,1,100000002,610000005298,
0,s,Spine,9,5,1,100000001,610000005316,
0,s,Spine,5,1,1,100000002,610000005338,
0,s,Spine,1,1,1,100000003,610000005365,
0,s,Spine,16,6,1,100000000,610000005382,
0,s,Spine,8,5,1,100000002,610000005386,
0,s,Spine,8,3,1,100000002,610000005394,
0,s,Spine,10,4,1,100000000,610000005399,
0,s,Spine,6,2,1,100000002,610000005401,
0,s,Spine,1,1,1,100000001,610000005409,
0,s,Spine,3,3,1,100000002,610000005411,
0,s,Spine,6,2,1,100000002,610000005420,
0,s,Spine,7,4,1,100000000,610000005441,
0,s,Spine,5,1,1,100000002,610000005506,
0,s,Spine,7,5,1,100000000,610000005508,
0,s,Spine,2,3,1,100000003,610000005558,
0,s,Spine,6,2,1,100000002,610000005573,
0,s,Spine,5,1,1,100000002,610000005578,
0,s,Spine,5,2,1,100000004,610000005641,
0,s,Spine,2,3,1,100000004,610000005668,
0,s,Spine,4,3,1,100000001,610000005699,
0,s,Spine,6,2,1,100000002,610000005733,
0,s,Spine,3,4,1,100000003,610000005736,
0,s,Spine,8,5,1,100000001,610000005786,
0,s,Spine,8,3,1,100000000,610000005830,
0,s,Spine,7,3,1,100000002,610000005842,
0,s,Spine,2,2,1,100000003,610000005844,
0,s,Spine,0,1,1,100000002,610000005855,
0,s,Spine,2,2,1,100000003,610000005865,
0,s,Spine,6,3,1,100000000,610000005883,
0,s,Spine,6,3,1,100000000,610000005890,
0,s,Spine,7,3,1,100000000,610000005904,
0,s,Spine,3,1,1,100000002,610000005909,
0,s,Spine,7,3,1,100000002,610000005923,
0,s,Spine,0,1,1,100000004,610000005925,
0,s,Spine,5,2,1,100000004,610000005982,
0,s,Spine,12,8,1,100000001,610000005990,
0,s,Spine,2,3,1,100000002,610000005997,
0,s,Spine,5,2,1,,610000006260,
0,s,Spine,0,1,1,,610000006260,
0,s,Spine,21,11,1,,610000006260,
0,s,Spine,5,2,1,,610000006261,
0,s,Spine,0,1,1,,610000006261,
0,s,Spine,1,1,1,,610000006261,
0,s,Spine,1,2,1,,610000006261,
0,s,Spine,21,9,1,,610000006261,
0,s,Spine,2,2,1,,610000006262,
0,s,Spine,3,2,1,,610000006262,
0,s,Spine,1,1,1,,610000006262,
0,s,Spine,6,1,1,,610000006262,
0,s,Spine,18,8,1,,610000006262,
0,s,Spine,2,2,1,,610000006263,
0,s,Spine,2,1,1,,610000006263,
0,s,Spine,8,5,1,,610000006263,
0,s,Spine,1,2,1,,610000006263,
0,s,Spine,17,7,1,,610000006263,
0,s,Spine,11,5,1,,610000006264,
0,s,Spine,2,2,1,,610000006264,
0,s,Spine,8,3,1,,610000006264,
0,s,Spine,3,4,1,,610000006264,
0,s,Spine,16,6,1,,610000006264,
0,s,Spine,11,5,1,,610000006265,
0,s,Spine,4,3,1,,610000006265,
0,s,Spine,4,1,1,,610000006265,
0,s,Spine,5,1,1,,610000006265,
0,s,Spine,16,6,1,,610000006265,
0,s,Spine,5,2,1,,610000006266,
0,s,Spine,11,5,1,,610000006266,
0,s,Spine,4,3,1,,610000006266,
0,s,Spine,16,6,1,,610000006266,
0,s,Spine,2,1,1,,610000006267,
0,s,Spine,10,3,1,,610000006267,
0,s,Spine,16,6,1,,610000006267,
0,s,Spine,14,9,1,,610000006267,
0,s,Spine,11,3,1,,610000006268,
0,s,Spine,0,1,1,,610000006268,
0,s,Spine,16,5,1,,610000006268,
0,s,Spine,12,9,1,,610000006268,
0,s,Spine,0,1,1,,610000006269,
0,s,Spine,16,5,1,,610000006269,
