
Segment Intensity Min Ch=3 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,8,Image 1,5,1,100000002,510000000017,
7,,Segment,3,7,Image 1,4,1,100000002,510000000020,
0,,Segment,3,6,Image 1,3,1,100000002,510000000079,
0,,Segment,3,5,Image 1,2,1,100000002,510000000091,
0,,Segment,3,3,Image 1,1,1,100000002,510000000186,
0,,Segment,3,2,Image 1,1,1,100000002,510000000190,
0,,Segment,3,1,Image 1,1,1,100000002,510000000196,
0,,Segment,3,0,Image 1,1,1,100000002,510000000214,
0,,Segment,3,7,Image 1,3,1,100000002,510000000231,
0,,Segment,3,8,Image 1,4,1,100000002,510000000233,
0,,Segment,3,8,Image 1,3,1,100000002,510000000249,
0,,Segment,3,7,Image 1,2,1,100000002,510000000259,
6,,Segment,3,6,Image 1,2,1,100000002,510000000263,
0,,Segment,3,8,Image 1,2,1,100000002,510000000270,
0,,Segment,3,7,Image 1,3,1,100000002,510000000273,
0,,Segment,3,11,Image 1,6,1,100000000,510000000292,
0,,Segment,3,10,Image 1,5,1,100000000,510000000295,
0,,Segment,3,9,Image 1,5,1,100000000,510000000297,
0,,Segment,3,8,Image 1,5,1,100000000,510000000302,
0,,Segment,3,7,Image 1,5,1,100000000,510000000305,
0,,Segment,3,5,Image 1,4,1,100000000,510000000346,
0,,Segment,3,4,Image 1,3,1,100000000,510000000348,
0,,Segment,3,3,Image 1,3,1,100000000,510000000355,
0,,Segment,3,2,Image 1,2,1,100000000,510000000373,
0,,Segment,3,1,Image 1,2,1,100000000,510000000375,
0,,Segment,3,0,Image 1,1,1,100000000,510000000392,
0,,Segment,3,11,Image 1,6,1,100000000,510000000413,
0,,Segment,3,10,Image 1,6,1,100000000,510000000421,
0,,Segment,3,9,Image 1,7,1,100000000,510000000428,
0,,Segment,3,8,Image 1,6,1,100000000,510000000430,
0,,Segment,3,11,Image 1,7,1,100000000,510000000433,
