
Spine Time Index
 ==================== 
Spine Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,7,2,1,100000002,610000005272,
1,,Spine,1,1,1,100000003,610000005287,
1,,Spine,7,2,1,100000002,610000005298,
1,,Spine,1,1,1,100000003,610000005310,
1,,Spine,9,5,1,100000001,610000005316,
1,,Spine,0,1,1,100000003,610000005334,
1,,Spine,5,1,1,100000002,610000005338,
1,,Spine,0,1,1,100000003,610000005355,
1,,Spine,1,1,1,100000003,610000005365,
1,,Spine,0,1,1,100000003,610000005379,
1,,Spine,16,6,1,100000000,610000005382,
1,,Spine,8,5,1,100000002,610000005386,
1,,Spine,10,8,1,100000001,610000005391,
1,,Spine,8,3,1,100000002,610000005394,
1,,Spine,3,3,1,100000002,610000005397,
1,,Spine,10,4,1,100000000,610000005399,
1,,Spine,6,2,1,100000002,610000005401,
1,,Spine,2,1,1,100000004,610000005405,
1,,Spine,1,1,1,100000001,610000005409,
1,,Spine,3,3,1,100000002,610000005411,
1,,Spine,0,1,1,100000004,610000005418,
1,,Spine,6,2,1,100000002,610000005420,
1,,Spine,10,6,1,100000001,610000005438,
1,,Spine,7,4,1,100000000,610000005441,
1,,Spine,10,6,1,100000001,610000005456,
1,,Spine,10,6,1,100000001,610000005474,
1,,Spine,0,1,1,100000003,610000005480,
1,,Spine,10,8,1,100000001,610000005485,
1,,Spine,10,6,1,100000001,610000005504,
1,,Spine,5,1,1,100000002,610000005506,
1,,Spine,7,5,1,100000000,610000005508,
1,,Spine,9,4,1,100000003,610000005517,
1,,Spine,0,1,1,100000004,610000005525,
1,,Spine,10,6,1,100000001,610000005530,
1,,Spine,18,8,1,100000000,610000005533,
1,,Spine,10,6,1,100000001,610000005538,
1,,Spine,7,4,1,100000000,610000005543,
1,,Spine,10,6,1,100000001,610000005550,
1,,Spine,2,3,1,100000003,610000005558,
1,,Spine,10,6,1,100000001,610000005569,
1,,Spine,6,2,1,100000002,610000005573,
1,,Spine,10,8,1,100000001,610000005575,
1,,Spine,5,1,1,100000002,610000005578,
1,,Spine,10,6,1,100000001,610000005585,
1,,Spine,10,6,1,100000001,610000005596,
1,,Spine,0,1,1,100000004,610000005602,
1,,Spine,10,6,1,100000001,610000005606,
1,,Spine,0,1,1,100000003,610000005611,
1,,Spine,0,1,1,100000004,610000005618,
1,,Spine,1,1,1,100000002,610000005624,
1,,Spine,0,1,1,100000003,610000005628,
1,,Spine,1,1,1,100000000,610000005633,
1,,Spine,18,8,1,100000000,610000005637,
1,,Spine,5,2,1,100000004,610000005641,
1,,Spine,3,1,1,100000002,610000005650,
1,,Spine,10,6,1,100000001,610000005658,
1,,Spine,10,6,1,100000001,610000005666,
1,,Spine,2,3,1,100000004,610000005668,
1,,Spine,0,1,1,100000004,610000005675,
1,,Spine,7,4,1,100000000,610000005678,
1,,Spine,0,1,1,100000004,610000005681,
1,,Spine,7,4,1,100000000,610000005688,
1,,Spine,9,4,1,100000003,610000005695,
1,,Spine,4,3,1,100000001,610000005699,
1,,Spine,6,2,1,100000002,610000005702,
1,,Spine,0,1,1,100000003,610000005709,
1,,Spine,1,1,1,100000002,610000005713,
1,,Spine,0,1,1,100000004,610000005720,
1,,Spine,10,6,1,100000001,610000005725,
1,,Spine,0,1,1,100000004,610000005728,
1,,Spine,6,2,1,100000002,610000005733,
1,,Spine,3,4,1,100000003,610000005736,
1,,Spine,2,2,1,100000002,610000005738,
1,,Spine,0,1,1,100000004,610000005745,
1,,Spine,10,6,1,100000001,610000005750,
1,,Spine,1,1,1,100000002,610000005755,
1,,Spine,6,3,1,100000000,610000005758,
1,,Spine,10,6,1,100000001,610000005762,
1,,Spine,10,6,1,100000001,610000005767,
