
Segment Intensity Mean Ch=1 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.11194,,Segment,1,8,Image 1,5,1,100000002,510000000017,
1.14655,,Segment,1,7,Image 1,4,1,100000002,510000000020,
1.27893,,Segment,1,6,Image 1,3,1,100000002,510000000079,
1.55882,,Segment,1,5,Image 1,2,1,100000002,510000000091,
4.01803,,Segment,1,3,Image 1,1,1,100000002,510000000186,
1.75934,,Segment,1,2,Image 1,1,1,100000002,510000000190,
1.64217,,Segment,1,1,Image 1,1,1,100000002,510000000196,
2.41379,,Segment,1,0,Image 1,1,1,100000002,510000000214,
1.23134,,Segment,1,7,Image 1,3,1,100000002,510000000231,
1.68,,Segment,1,8,Image 1,4,1,100000002,510000000233,
1.26552,,Segment,1,8,Image 1,3,1,100000002,510000000249,
2.78421,,Segment,1,7,Image 1,2,1,100000002,510000000259,
3.47531,,Segment,1,6,Image 1,2,1,100000002,510000000263,
2.13202,,Segment,1,8,Image 1,2,1,100000002,510000000270,
4.30488,,Segment,1,7,Image 1,3,1,100000002,510000000273,
0.215686,,Segment,1,11,Image 1,6,1,100000000,510000000292,
0.232323,,Segment,1,10,Image 1,5,1,100000000,510000000295,
0.202532,,Segment,1,9,Image 1,5,1,100000000,510000000297,
0.243243,,Segment,1,8,Image 1,5,1,100000000,510000000302,
0.246154,,Segment,1,7,Image 1,5,1,100000000,510000000305,
1.80233,,Segment,1,5,Image 1,4,1,100000000,510000000346,
2.08333,,Segment,1,4,Image 1,3,1,100000000,510000000348,
1.90345,,Segment,1,3,Image 1,3,1,100000000,510000000355,
2.48712,,Segment,1,2,Image 1,2,1,100000000,510000000373,
1.66667,,Segment,1,1,Image 1,2,1,100000000,510000000375,
1.04,,Segment,1,0,Image 1,1,1,100000000,510000000392,
0.301176,,Segment,1,11,Image 1,6,1,100000000,510000000413,
0.284483,,Segment,1,10,Image 1,6,1,100000000,510000000421,
0.40367,,Segment,1,9,Image 1,7,1,100000000,510000000428,
0.222222,,Segment,1,8,Image 1,6,1,100000000,510000000430,
0.214286,,Segment,1,11,Image 1,7,1,100000000,510000000433,
0.1875,,Segment,1,11,Image 1,6,1,100000000,510000000435,
0.278846,,Segment,1,9,Image 1,6,1,100000000,510000000439,
0.2625,,Segment,1,10,Image 1,6,1,100000000,510000000444,
0.257576,,Segment,1,9,Image 1,6,1,100000000,510000000446,
0.246753,,Segment,1,11,Image 1,5,1,100000000,510000000448,
0.377049,,Segment,1,10,Image 1,7,1,100000000,510000000452,
0.459016,,Segment,1,6,Image 1,4,1,100000000,510000000459,
1.88235,,Segment,1,8,Image 1,3,1,100000002,510000000465,
1.96023,,Segment,1,7,Image 1,2,1,100000002,510000000468,
2.12222,,Segment,1,6,Image 1,2,1,100000002,510000000474,
2.13014,,Segment,1,5,Image 1,2,1,100000002,510000000480,
2.34286,,Segment,1,4,Image 1,2,1,100000002,510000000482,
3.04703,,Segment,1,3,Image 1,2,1,100000002,510000000542,
1.49765,,Segment,1,2,Image 1,1,1,100000002,510000000554,
1.70673,,Segment,1,1,Image 1,1,1,100000002,510000000565,
1.50321,,Segment,1,0,Image 1,1,1,100000002,510000000592,
1.51813,,Segment,1,8,Image 1,4,1,100000002,510000000611,
