
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,3,3,1,100000003,610000006993,
0,s,Spine,3,3,1,100000003,610000007011,
0,s,Spine,4,3,1,100000003,610000007026,
0,s,Spine,,,1,,610000007028,
0,s,Spine,3,2,1,100000003,610000007044,
0,s,Spine,1,1,1,100000000,610000007053,
0,s,Spine,1,1,1,100000000,610000007061,
0,s,Spine,1,1,1,100000000,610000007067,
0,s,Spine,2,2,1,100000001,610000007076,
0,s,Spine,2,2,1,100000001,610000007084,
0,s,Spine,1,2,1,100000001,610000007088,
0,s,Spine,2,2,1,100000003,610000007094,
0,s,Spine,1,2,1,100000003,610000007100,
0,s,Spine,7,3,1,100000002,610000007107,
0,s,Spine,7,3,1,100000002,610000007113,
0,s,Spine,7,3,1,100000002,610000007118,
0,s,Spine,2,2,1,100000003,610000007122,
0,s,Spine,2,3,1,100000001,610000007126,
0,s,Spine,2,3,1,100000003,610000007130,
0,s,Spine,4,2,1,100000001,610000007132,
0,s,Spine,3,2,1,100000001,610000007137,
0,s,Spine,,,1,,610000007139,
0,s,Spine,3,2,1,100000001,610000007146,
0,s,Spine,1,1,1,100000000,610000007151,
0,s,Spine,4,2,1,100000002,610000007159,
0,s,Spine,4,2,1,100000001,610000007164,
0,s,Spine,3,1,1,100000003,610000007166,
0,s,Spine,4,2,1,100000002,610000007175,
0,s,Spine,6,4,1,100000001,610000007178,
0,s,Spine,3,1,1,100000002,610000007180,
0,s,Spine,3,2,1,100000002,610000007182,
0,s,Spine,6,4,1,100000003,610000007184,
0,s,Spine,0,1,1,100000003,610000007186,
0,s,Spine,3,2,1,100000002,610000007190,
0,s,Spine,7,1,1,100000001,610000007193,
0,s,Spine,3,2,1,100000002,610000007198,
0,s,Spine,4,2,1,100000001,610000007203,
0,s,Spine,6,5,1,100000003,610000007206,
0,s,Spine,1,2,1,100000003,610000007209,
0,s,Spine,3,1,1,100000002,610000007212,
0,s,Spine,,,1,,610000007214,
0,s,Spine,4,3,1,100000003,610000007220,
0,s,Spine,7,2,1,100000000,610000007225,
0,s,Spine,1,1,1,100000001,610000007227,
0,s,Spine,1,1,1,100000000,610000007229,
0,s,Spine,0,1,1,100000000,610000007232,
0,s,Spine,3,2,1,100000001,610000007234,
0,s,Spine,5,2,1,100000001,610000007236,
0,s,Spine,5,2,1,100000002,610000007239,
0,s,Spine,4,2,1,100000002,610000007242,
0,s,Spine,0,1,1,100000001,610000007245,
0,s,Spine,2,3,1,100000000,610000007247,
0,s,Spine,0,1,1,100000002,610000007254,
0,s,Spine,4,2,1,100000001,610000007257,
0,s,Spine,,,1,,610000007259,
0,s,Spine,5,3,1,100000001,610000007262,
0,s,Spine,1,2,1,100000000,610000007267,
0,s,Spine,3,1,1,100000002,610000007270,
0,s,Spine,7,2,1,100000000,610000007272,
0,s,Spine,4,2,1,100000002,610000007274,
0,s,Spine,,,1,,610000007282,
0,s,Spine,2,3,1,100000000,610000007288,
0,s,Spine,1,2,1,100000000,610000007295,
0,s,Spine,3,3,1,100000000,610000007300,
0,s,Spine,2,3,1,100000000,610000007303,
0,s,Spine,2,1,1,100000003,610000007305,
0,s,Spine,3,1,1,100000002,610000007308,
0,s,Spine,5,3,1,100000000,610000007312,
0,s,Spine,6,5,1,100000003,610000007314,
0,s,Spine,5,3,1,100000000,610000007317,
0,s,Spine,2,3,1,100000000,610000007319,
0,s,Spine,1,1,1,100000000,610000007323,
0,s,Spine,0,1,1,100000000,610000007326,
0,s,Spine,,,1,,610000007328,
0,s,Spine,4,3,1,100000003,610000007333,
0,s,Spine,0,1,1,100000001,610000007335,
0,s,Spine,0,1,1,100000001,610000007340,
0,s,Spine,2,2,1,100000002,610000007347,
0,s,Spine,6,3,1,100000002,610000007353,
0,s,Spine,5,4,1,100000003,610000007358,
0,s,Spine,1,2,1,100000000,610000007361,
0,s,Spine,3,1,1,100000002,610000007366,
0,s,Spine,6,2,1,100000002,610000007369,
0,s,Spine,3,1,1,100000001,610000007376,
0,s,Spine,3,1,1,100000002,610000007387,
0,s,Spine,3,3,1,100000000,610000007398,
0,s,Spine,0,1,1,100000000,610000007400,
0,s,Spine,5,2,1,100000000,610000007404,
0,s,Spine,,,1,,610000007407,
0,s,Spine,4,2,1,100000000,610000007426,
0,s,Spine,0,1,1,100000000,610000007438,
0,s,Spine,5,3,1,100000000,610000007447,
0,s,Spine,3,1,1,100000002,610000007458,
0,s,Spine,3,3,1,100000002,610000007491,
0,s,Spine,0,1,1,,610000007629,
0,s,Spine,1,1,1,,610000007629,
0,s,Spine,4,3,1,,610000007630,
0,s,Spine,6,2,1,,610000007630,
0,s,Spine,5,1,1,,610000007630,
0,s,Spine,1,1,1,,610000007630,
0,s,Spine,3,2,1,,610000007631,
0,s,Spine,1,2,1,,610000007631,
0,s,Spine,4,2,1,,610000007631,
