
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,1.04167,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007142,
0.645297,0.676836,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007186,
1.05531,0.416667,1.09659,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007216,
0.416667,0.507812,1.23698,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007232,
0.927774,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007245,
1.08913,0.823524,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007254,
0.901693,0.991057,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007260,
0.416667,1.16307,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007279,
0.625,0.991057,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007283,
0.901693,0.991057,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007321,
0.85841,0.899724,0.8562,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007326,
0.703125,1.20535,1.22604,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007330,
1.38283,1.15079,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007335,
1.13688,1.18652,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007338,
0.931058,1.04886,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007340,
0.751953,0.892944,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007344,
0.600586,1.02675,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007351,
0.481771,0.677083,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007373,
1.13688,1.18652,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007391,
0.896681,2.33469,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007395,
0.416667,0.792579,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007400,
0.833333,1.20535,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007408,
0.85841,0.8562,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007438,
1.74587,1.74587,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007471,
0.855091,1.0473,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007516,
0.855091,0.986072,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007517,
0.416667,1.28275,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007518,
0.833333,0.833333,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007537,
0.539396,0.539396,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007538,
1.18894,1.18894,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007539,
0.891113,0.891113,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007555,
0.931016,1.02784,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007556,
1.15234,1.15234,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007557,
0.664334,0.664334,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007558,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007559,
1.1189,2.16146,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007573,
1.08913,1.08913,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007598,
1.01116,1.3596,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007600,
1.02471,1.02471,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007617,
0.788016,0.788016,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007620,
1.01086,1.01086,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007621,
1.34549,1.34549,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007622,
0.416667,0.461442,0.417073,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007053,
0.416667,0.426874,0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007061,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007067,
0.889456,0.872605,0.895333,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007151,
0.625,0.416667,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000007227,
0.667689,0.674049,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007229,
1.22824,1.25165,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007323,
0.5468,0.5468,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007498,
0.773528,0.773528,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007499,
0.756222,0.756222,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007515,
0.889456,0.889456,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007519,
1.15618,1.15618,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007520,
0.471844,1.03143,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000007522,
1.17531,1.17531,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000007563,
1.01634,1.01634,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000007589,
0.571181,0.571181,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007616,
0.835025,0.835025,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007619,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007035,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000007088,
0.416667,0.572881,0.416667,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007100,
1.19049,0.872396,1.16536,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007209,
1.57302,2.12491,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007250,
0.955501,0.677083,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007267,
0.422344,0.431239,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007295,
0.955501,1.07031,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007361,
0.943448,1.46403,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007454,
0.992579,0.994318,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007497,
0.517297,0.517297,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007521,
0.833333,0.833333,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007529,
1.25,1.25,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007530,
0.554019,0.554019,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007531,
0.694341,0.694341,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007532,
0.966456,0.966456,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007533,
0.517618,0.517618,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000007567,
0.732639,0.732639,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007627,
0.933454,0.651042,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000007305,
0.854753,0.854753,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000007571,
0.903501,0.903501,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000007572,
1.5062,1.5062,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000007593,
0.625,0.625,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000007594,
0.926213,0.926213,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000007618,
0.78863,0.78863,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000007628,
0.416667,0.51404,0.430028,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000007076,
0.416667,0.594042,0.430028,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000007084,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000007094,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000007122,
0.869141,0.694786,0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000007347,
0.625,0.625,0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000007575,
0.624847,0.624847,0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000007582,
0.661098,0.661098,0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000007595,
0.705566,0.705566,0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000007596,
0.869141,0.869141,0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000007597,
0.732422,0.732422,0,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000007613,
0.416667,0.548448,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000007126,
0.738723,0.625,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000003,610000007130,
0.783905,0.520833,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000007247,
0.903206,0.833333,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000007288,
0.856359,0.857048,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000007303,
0.762076,0.611979,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000007319,
0.656178,0.656178,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000007500,
0.416667,0.416667,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000007501,
0.903206,1.06893,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000007502,
0.686849,0.686849,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000007503,
0.90666,0.976116,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000003,610000007611,
0.927734,0.927734,0,µm,Spine,Spine Part Min Diameter,2,3,1,100000003,610000007612,
0.614873,0.47526,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000007166,
0.731367,0.648608,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007180,
0.703125,0.416667,0.625,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007212,
0.703125,0.487882,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007270,
0.701963,0.625,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007308,
0.892671,0.874517,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007366,
1.02508,1.02277,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000007376,
1.15263,0.625,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007387,
0.96681,0.892671,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007458,
0.912272,0.912272,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000007554,
0.553838,0.553838,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000007570,
1.15263,1.23563,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007590,
0.701963,0.701963,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007591,
1.02649,1.02649,0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007592,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000007044,
0.698242,0.540485,0.699689,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000007137,
0.698242,0.624096,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000007146,
0.555601,0.452023,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000007182,
0.749337,1.16327,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000007190,
0.749337,0.794663,0.873033,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000007198,
0.719401,0.698242,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000007234,
0.611979,0.611979,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000007507,
0.703125,0.703125,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000007549,
0.873033,0.873033,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000007586,
0.651042,0.651042,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000007587,
0.929476,1.07242,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000007588,
0.811898,0.811898,0,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000007615,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,3,3,1,100000003,610000006993,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Min Diameter,3,3,1,100000003,610000007011,
0.992374,0.689923,1.17181,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000007300,
0.992374,1.17181,0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000007398,
0.702084,0.833333,0,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000007491,
0.465438,0.465438,0,µm,Spine,Spine Part Min Diameter,3,4,1,100000003,610000007604,
0.625,0.625,0,µm,Spine,Spine Part Min Diameter,3,4,1,100000003,610000007605,
0.924011,1.07003,0,µm,Spine,Spine Part Min Diameter,3,4,1,100000003,610000007606,
1.03525,1.03525,0,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000007553,
1.05834,1.27331,0,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000007569,
0.559896,0.559896,0,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000007585,
0.833333,0.651042,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007132,
0.833333,0.522528,0.700029,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000007159,
0.858549,0.416667,1.02788,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007164,
0.500941,0.625,0.614616,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000007175,
0.858549,0.887046,1.02788,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007203,
0.833333,0.833333,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000007242,
0.552438,0.61849,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007257,
0.625,0.416667,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000007274,
0.868424,0.724905,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000007426,
0.960577,1.194,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000007506,
0.985199,0.985199,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000007513,
0.552869,0.552869,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000007514,
0.858549,0.858549,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007547,
0.926661,0.985618,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007548,
1.15766,1.263,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007560,
0.833333,0.833333,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007561,
0.552438,0.668945,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007562,
0.833333,0.833333,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007568,
0.625,0.625,0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000007584,
0.592448,0.520499,0.416667,µm,Spine,Spine Part Min Diameter,4,3,1,100000003,610000007026,
0.592448,0.741091,0.784231,µm,Spine,Spine Part Min Diameter,4,3,1,100000003,610000007220,
0.592448,0.784231,0,µm,Spine,Spine Part Min Diameter,4,3,1,100000003,610000007333,
0.586199,0.725199,0,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000007580,
0.923289,1.03526,0,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000007581,
0.507732,0.507732,0,µm,Spine,Spine Part Min Diameter,4,3,1,100000003,610000007614,
0.807292,0.807292,0,µm,Spine,Spine Part Min Diameter,4,4,1,100000003,610000007603,
0.859264,0.872878,0,µm,Spine,Spine Part Min Diameter,5,1,1,100000001,610000007551,
0.712337,0.783405,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000007236,
1.14037,0.926889,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000007239,
0.836498,0.766421,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000007404,
0.807292,0.807292,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000007504,
0.67548,0.67548,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000007512,
0.641493,0.641493,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000007525,
0.712337,0.746062,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000007544,
0.806146,0.806146,0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000007578,
0.792671,1.04167,0,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000007262,
1.09524,0.88261,1.02679,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000007312,
0.824631,0.768229,0,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000007317,
0.565358,0.985645,0,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000007447,
0.899338,1.1612,0,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000007505,
0.792671,1.12567,0,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000007545,
0.772922,0.834775,0,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000007546,
0.588286,0.464222,0,µm,Spine,Spine Part Min Diameter,5,4,1,100000003,610000007358,
0.662514,0.662514,0,µm,Spine,Spine Part Min Diameter,5,5,1,100000003,610000007602,
0.83679,0.83679,0,µm,Spine,Spine Part Min Diameter,6,1,1,100000000,610000007528,
1.09986,0.757829,0,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000007369,
0.922969,1.14278,0,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000007577,
0.612984,0.612984,0,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000007583,
0.950779,0.833333,0,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000007353,
0.808549,0.93742,0,µm,Spine,Spine Part Min Diameter,6,3,1,100000003,610000007607,
0.808549,0.944011,0,µm,Spine,Spine Part Min Diameter,6,3,1,100000003,610000007608,
0.691615,0.520833,0.678639,µm,Spine,Spine Part Min Diameter,6,4,1,100000001,610000007178,
0.571068,0.448458,0,µm,Spine,Spine Part Min Diameter,6,4,1,100000003,610000007184,
0.857574,0.857574,0,µm,Spine,Spine Part Min Diameter,6,4,1,100000003,610000007609,
0.643945,0.643945,0,µm,Spine,Spine Part Min Diameter,6,4,1,100000003,610000007610,
0.730834,0.545507,0.859375,µm,Spine,Spine Part Min Diameter,6,5,1,100000003,610000007206,
0.730834,0.793179,0,µm,Spine,Spine Part Min Diameter,6,5,1,100000003,610000007314,
0.46875,0.46875,0,µm,Spine,Spine Part Min Diameter,6,5,1,100000001,610000007550,
0.730834,0.730834,0,µm,Spine,Spine Part Min Diameter,6,5,1,100000003,610000007601,
1.02645,0.70595,0.933558,µm,Spine,Spine Part Min Diameter,7,1,1,100000001,610000007193,
1.38706,1.38706,0,µm,Spine,Spine Part Min Diameter,7,1,1,100000000,610000007527,
0.796349,0.625,0.833333,µm,Spine,Spine Part Min Diameter,7,2,1,100000000,610000007225,
0.796349,1.04167,0,µm,Spine,Spine Part Min Diameter,7,2,1,100000000,610000007272,
0.92141,0.92141,0,µm,Spine,Spine Part Min Diameter,7,2,1,100000000,610000007508,
0.870755,0.963441,0,µm,Spine,Spine Part Min Diameter,7,2,1,100000000,610000007523,
0.732924,0.80906,0,µm,Spine,Spine Part Min Diameter,7,2,1,100000000,610000007524,
0.912438,1.04694,0,µm,Spine,Spine Part Min Diameter,7,2,1,100000000,610000007526,
0.42102,0.625,0.524476,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000007107,
0.42102,0.625,0.524476,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000007113,
0.42102,0.69448,0.524476,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000007118,
0.801939,0.828384,0,µm,Spine,Spine Part Min Diameter,7,3,1,100000001,610000007552,
0.586379,0.586379,0,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000007576,
0.480661,0.480661,0,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000007579,
0.57326,0.57326,0,µm,Spine,Spine Part Min Diameter,8,5,1,100000000,610000007511,
0.89476,0.89476,0,µm,Spine,Spine Part Min Diameter,9,5,1,100000000,610000007510,
0.520833,0.520833,0,µm,Spine,Spine Part Min Diameter,9,6,1,100000000,610000007509,
