
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.466093,µm,Spine,3,3,1,100000003,610000006993,
0.716821,µm,Spine,3,3,1,100000003,610000007011,
0.79515,µm,Spine,4,3,1,100000003,610000007026,
0.416667,µm,Spine,1,2,1,100000003,610000007035,
0.657552,µm,Spine,3,2,1,100000003,610000007044,
0.479492,µm,Spine,1,1,1,100000000,610000007053,
0.426874,µm,Spine,1,1,1,100000000,610000007061,
0.530599,µm,Spine,1,1,1,100000000,610000007067,
0.605706,µm,Spine,2,2,1,100000001,610000007076,
0.652589,µm,Spine,2,2,1,100000001,610000007084,
0.771208,µm,Spine,1,2,1,100000001,610000007088,
0.498264,µm,Spine,2,2,1,100000003,610000007094,
0.572881,µm,Spine,1,2,1,100000003,610000007100,
0.625,µm,Spine,7,3,1,100000002,610000007107,
0.625,µm,Spine,7,3,1,100000002,610000007113,
0.817871,µm,Spine,7,3,1,100000002,610000007118,
0.572049,µm,Spine,2,2,1,100000003,610000007122,
0.647079,µm,Spine,2,3,1,100000001,610000007126,
0.625,µm,Spine,2,3,1,100000003,610000007130,
0.651042,µm,Spine,4,2,1,100000001,610000007132,
0.540485,µm,Spine,3,2,1,100000001,610000007137,
1.04167,µm,Spine,0,1,1,100000000,610000007142,
0.624096,µm,Spine,3,2,1,100000001,610000007146,
0.927701,µm,Spine,1,1,1,100000000,610000007151,
0.522528,µm,Spine,4,2,1,100000002,610000007159,
0.416667,µm,Spine,4,2,1,100000001,610000007164,
0.47526,µm,Spine,3,1,1,100000003,610000007166,
0.625,µm,Spine,4,2,1,100000002,610000007175,
0.520833,µm,Spine,6,4,1,100000001,610000007178,
0.648608,µm,Spine,3,1,1,100000002,610000007180,
0.452023,µm,Spine,3,2,1,100000002,610000007182,
0.448458,µm,Spine,6,4,1,100000003,610000007184,
0.676836,µm,Spine,0,1,1,100000003,610000007186,
1.16327,µm,Spine,3,2,1,100000002,610000007190,
0.70595,µm,Spine,7,1,1,100000001,610000007193,
0.794663,µm,Spine,3,2,1,100000002,610000007198,
0.887046,µm,Spine,4,2,1,100000001,610000007203,
0.545507,µm,Spine,6,5,1,100000003,610000007206,
0.872396,µm,Spine,1,2,1,100000003,610000007209,
0.416667,µm,Spine,3,1,1,100000002,610000007212,
0.416667,µm,Spine,0,1,1,100000000,610000007216,
0.741091,µm,Spine,4,3,1,100000003,610000007220,
0.625,µm,Spine,7,2,1,100000000,610000007225,
0.416667,µm,Spine,1,1,1,100000001,610000007227,
0.674049,µm,Spine,1,1,1,100000000,610000007229,
0.507812,µm,Spine,0,1,1,100000000,610000007232,
0.698242,µm,Spine,3,2,1,100000001,610000007234,
0.783405,µm,Spine,5,2,1,100000001,610000007236,
0.926889,µm,Spine,5,2,1,100000002,610000007239,
0.833333,µm,Spine,4,2,1,100000002,610000007242,
0.416667,µm,Spine,0,1,1,100000001,610000007245,
0.520833,µm,Spine,2,3,1,100000000,610000007247,
2.12491,µm,Spine,1,2,1,100000003,610000007250,
0.823524,µm,Spine,0,1,1,100000002,610000007254,
0.61849,µm,Spine,4,2,1,100000001,610000007257,
0.991057,µm,Spine,0,1,1,100000000,610000007260,
1.04167,µm,Spine,5,3,1,100000001,610000007262,
0.677083,µm,Spine,1,2,1,100000000,610000007267,
0.487882,µm,Spine,3,1,1,100000002,610000007270,
1.04167,µm,Spine,7,2,1,100000000,610000007272,
0.416667,µm,Spine,4,2,1,100000002,610000007274,
1.16307,µm,Spine,0,1,1,100000001,610000007279,
0.991057,µm,Spine,0,1,1,100000000,610000007283,
0.833333,µm,Spine,2,3,1,100000000,610000007288,
0.445964,µm,Spine,1,2,1,100000000,610000007295,
0.689923,µm,Spine,3,3,1,100000000,610000007300,
0.857048,µm,Spine,2,3,1,100000000,610000007303,
0.651042,µm,Spine,2,1,1,100000003,610000007305,
0.625,µm,Spine,3,1,1,100000002,610000007308,
0.88261,µm,Spine,5,3,1,100000000,610000007312,
0.793179,µm,Spine,6,5,1,100000003,610000007314,
0.768229,µm,Spine,5,3,1,100000000,610000007317,
0.611979,µm,Spine,2,3,1,100000000,610000007319,
0.991057,µm,Spine,0,1,1,100000000,610000007321,
1.25165,µm,Spine,1,1,1,100000000,610000007323,
0.899724,µm,Spine,0,1,1,100000000,610000007326,
1.20535,µm,Spine,0,1,1,100000000,610000007330,
0.784231,µm,Spine,4,3,1,100000003,610000007333,
1.15079,µm,Spine,0,1,1,100000001,610000007335,
1.18652,µm,Spine,0,1,1,100000000,610000007338,
1.04886,µm,Spine,0,1,1,100000001,610000007340,
0.892944,µm,Spine,0,1,1,100000000,610000007344,
0.694786,µm,Spine,2,2,1,100000002,610000007347,
1.02675,µm,Spine,0,1,1,100000000,610000007351,
0.833333,µm,Spine,6,3,1,100000002,610000007353,
0.464222,µm,Spine,5,4,1,100000003,610000007358,
1.07031,µm,Spine,1,2,1,100000000,610000007361,
0.874517,µm,Spine,3,1,1,100000002,610000007366,
0.757829,µm,Spine,6,2,1,100000002,610000007369,
0.677083,µm,Spine,0,1,1,100000000,610000007373,
1.02277,µm,Spine,3,1,1,100000001,610000007376,
0.625,µm,Spine,3,1,1,100000002,610000007387,
1.18652,µm,Spine,0,1,1,100000000,610000007391,
2.33469,µm,Spine,0,1,1,100000001,610000007395,
1.17181,µm,Spine,3,3,1,100000000,610000007398,
0.792579,µm,Spine,0,1,1,100000000,610000007400,
0.766421,µm,Spine,5,2,1,100000000,610000007404,
1.20535,µm,Spine,0,1,1,100000000,610000007408,
0.724905,µm,Spine,4,2,1,100000000,610000007426,
0.8562,µm,Spine,0,1,1,100000000,610000007438,
0.985645,µm,Spine,5,3,1,100000000,610000007447,
1.46403,µm,Spine,1,2,1,100000003,610000007454,
0.892671,µm,Spine,3,1,1,100000002,610000007458,
1.74587,µm,Spine,0,1,1,100000000,610000007471,
0.833333,µm,Spine,3,3,1,100000002,610000007491,
0.994318,µm,Spine,1,2,1,100000000,610000007497,
0.5468,µm,Spine,1,1,1,100000000,610000007498,
0.773528,µm,Spine,1,1,1,100000000,610000007499,
0.656178,µm,Spine,2,3,1,100000000,610000007500,
0.416667,µm,Spine,2,3,1,100000000,610000007501,
1.06893,µm,Spine,2,3,1,100000000,610000007502,
0.686849,µm,Spine,2,3,1,100000000,610000007503,
0.807292,µm,Spine,5,2,1,100000000,610000007504,
1.1612,µm,Spine,5,3,1,100000000,610000007505,
1.194,µm,Spine,4,2,1,100000000,610000007506,
0.611979,µm,Spine,3,2,1,100000000,610000007507,
0.92141,µm,Spine,7,2,1,100000000,610000007508,
0.520833,µm,Spine,9,6,1,100000000,610000007509,
0.89476,µm,Spine,9,5,1,100000000,610000007510,
0.57326,µm,Spine,8,5,1,100000000,610000007511,
0.67548,µm,Spine,5,2,1,100000000,610000007512,
0.985199,µm,Spine,4,2,1,100000000,610000007513,
0.552869,µm,Spine,4,2,1,100000000,610000007514,
0.756222,µm,Spine,1,1,1,100000000,610000007515,
1.0473,µm,Spine,0,1,1,100000000,610000007516,
0.986072,µm,Spine,0,1,1,100000000,610000007517,
1.28275,µm,Spine,0,1,1,100000000,610000007518,
0.889456,µm,Spine,1,1,1,100000000,610000007519,
1.15618,µm,Spine,1,1,1,100000000,610000007520,
0.517297,µm,Spine,1,2,1,100000000,610000007521,
1.03143,µm,Spine,1,1,1,100000000,610000007522,
0.963441,µm,Spine,7,2,1,100000000,610000007523,
0.80906,µm,Spine,7,2,1,100000000,610000007524,
0.641493,µm,Spine,5,2,1,100000000,610000007525,
1.04694,µm,Spine,7,2,1,100000000,610000007526,
1.38706,µm,Spine,7,1,1,100000000,610000007527,
0.83679,µm,Spine,6,1,1,100000000,610000007528,
0.833333,µm,Spine,1,2,1,100000000,610000007529,
1.25,µm,Spine,1,2,1,100000000,610000007530,
0.554019,µm,Spine,1,2,1,100000000,610000007531,
0.694341,µm,Spine,1,2,1,100000000,610000007532,
0.966456,µm,Spine,1,2,1,100000000,610000007533,
0.833333,µm,Spine,0,1,1,100000000,610000007537,
0.539396,µm,Spine,0,1,1,100000000,610000007538,
1.18894,µm,Spine,0,1,1,100000000,610000007539,
0.746062,µm,Spine,5,2,1,100000001,610000007544,
1.12567,µm,Spine,5,3,1,100000001,610000007545,
0.834775,µm,Spine,5,3,1,100000001,610000007546,
0.858549,µm,Spine,4,2,1,100000001,610000007547,
0.985618,µm,Spine,4,2,1,100000001,610000007548,
0.703125,µm,Spine,3,2,1,100000001,610000007549,
0.46875,µm,Spine,6,5,1,100000001,610000007550,
0.872878,µm,Spine,5,1,1,100000001,610000007551,
0.828384,µm,Spine,7,3,1,100000001,610000007552,
1.03525,µm,Spine,4,1,1,100000001,610000007553,
0.912272,µm,Spine,3,1,1,100000001,610000007554,
0.891113,µm,Spine,0,1,1,100000001,610000007555,
1.02784,µm,Spine,0,1,1,100000001,610000007556,
1.15234,µm,Spine,0,1,1,100000001,610000007557,
0.664334,µm,Spine,0,1,1,100000001,610000007558,
0.416667,µm,Spine,0,1,1,100000001,610000007559,
1.263,µm,Spine,4,2,1,100000001,610000007560,
0.833333,µm,Spine,4,2,1,100000001,610000007561,
0.668945,µm,Spine,4,2,1,100000001,610000007562,
1.17531,µm,Spine,1,1,1,100000001,610000007563,
0.517618,µm,Spine,1,2,1,100000001,610000007567,
0.833333,µm,Spine,4,2,1,100000001,610000007568,
1.27331,µm,Spine,4,1,1,100000001,610000007569,
0.553838,µm,Spine,3,1,1,100000001,610000007570,
0.854753,µm,Spine,2,1,1,100000001,610000007571,
0.903501,µm,Spine,2,1,1,100000001,610000007572,
2.16146,µm,Spine,0,1,1,100000001,610000007573,
0.625,µm,Spine,2,2,1,100000001,610000007575,
0.586379,µm,Spine,7,3,1,100000002,610000007576,
1.14278,µm,Spine,6,2,1,100000002,610000007577,
0.806146,µm,Spine,5,2,1,100000002,610000007578,
0.480661,µm,Spine,7,3,1,100000002,610000007579,
0.725199,µm,Spine,4,3,1,100000002,610000007580,
1.03526,µm,Spine,4,3,1,100000002,610000007581,
0.624847,µm,Spine,2,2,1,100000002,610000007582,
0.612984,µm,Spine,6,2,1,100000002,610000007583,
0.625,µm,Spine,4,2,1,100000002,610000007584,
0.559896,µm,Spine,4,1,1,100000002,610000007585,
0.873033,µm,Spine,3,2,1,100000002,610000007586,
0.651042,µm,Spine,3,2,1,100000002,610000007587,
1.07242,µm,Spine,3,2,1,100000002,610000007588,
1.01634,µm,Spine,1,1,1,100000002,610000007589,
1.23563,µm,Spine,3,1,1,100000002,610000007590,
0.701963,µm,Spine,3,1,1,100000002,610000007591,
1.02649,µm,Spine,3,1,1,100000002,610000007592,
1.5062,µm,Spine,2,1,1,100000002,610000007593,
0.625,µm,Spine,2,1,1,100000002,610000007594,
0.661098,µm,Spine,2,2,1,100000002,610000007595,
0.705566,µm,Spine,2,2,1,100000002,610000007596,
0.869141,µm,Spine,2,2,1,100000002,610000007597,
1.08913,µm,Spine,0,1,1,100000002,610000007598,
1.3596,µm,Spine,0,1,1,100000002,610000007600,
0.730834,µm,Spine,6,5,1,100000003,610000007601,
0.662514,µm,Spine,5,5,1,100000003,610000007602,
0.807292,µm,Spine,4,4,1,100000003,610000007603,
0.465438,µm,Spine,3,4,1,100000003,610000007604,
0.625,µm,Spine,3,4,1,100000003,610000007605,
1.07003,µm,Spine,3,4,1,100000003,610000007606,
0.93742,µm,Spine,6,3,1,100000003,610000007607,
0.944011,µm,Spine,6,3,1,100000003,610000007608,
0.857574,µm,Spine,6,4,1,100000003,610000007609,
0.643945,µm,Spine,6,4,1,100000003,610000007610,
0.976116,µm,Spine,2,3,1,100000003,610000007611,
0.927734,µm,Spine,2,3,1,100000003,610000007612,
0.732422,µm,Spine,2,2,1,100000003,610000007613,
0.507732,µm,Spine,4,3,1,100000003,610000007614,
0.811898,µm,Spine,3,2,1,100000003,610000007615,
0.571181,µm,Spine,1,1,1,100000003,610000007616,
1.02471,µm,Spine,0,1,1,100000003,610000007617,
0.926213,µm,Spine,2,1,1,100000003,610000007618,
0.835025,µm,Spine,1,1,1,100000003,610000007619,
0.788016,µm,Spine,0,1,1,100000003,610000007620,
1.01086,µm,Spine,0,1,1,100000003,610000007621,
1.34549,µm,Spine,0,1,1,100000003,610000007622,
0.732639,µm,Spine,1,2,1,100000003,610000007627,
0.78863,µm,Spine,2,1,1,100000003,610000007628,
