
Segment Number of Voxel Ch=1 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
816,,Segment,1,1,Image 1,2,1,100000000,510000000132,
253,,Segment,1,0,Image 1,1,1,100000000,510000000157,
295,,Segment,1,7,Image 1,7,1,100000003,510000000178,
633,,Segment,1,6,Image 1,6,1,100000003,510000000227,
222,,Segment,1,5,Image 1,5,1,100000003,510000000236,
671,,Segment,1,4,Image 1,5,1,100000003,510000000333,
771,,Segment,1,3,Image 1,4,1,100000003,510000000395,
760,,Segment,1,2,Image 1,3,1,100000003,510000000428,
182,,Segment,1,1,Image 1,2,1,100000003,510000000437,
304,,Segment,1,0,Image 1,1,1,100000003,510000000440,
651,,Segment,1,5,Image 1,2,1,100000001,510000000558,
581,,Segment,1,4,Image 1,2,1,100000001,510000000625,
382,,Segment,1,3,Image 1,2,1,100000001,510000000645,
376,,Segment,1,2,Image 1,2,1,100000001,510000000654,
475,,Segment,1,1,Image 1,2,1,100000001,510000000673,
588,,Segment,1,0,Image 1,1,1,100000001,510000000682,
215,,Segment,1,7,Image 1,4,1,100000001,510000000707,
117,,Segment,1,6,Image 1,4,1,100000001,510000000733,
83,,Segment,1,5,Image 1,3,1,100000001,510000000758,
100,,Segment,1,7,Image 1,5,1,100000001,510000000767,
63,,Segment,1,6,Image 1,3,1,100000001,510000000772,
789,,Segment,1,2,Image 1,2,1,100000003,510000000963,
489,,Segment,1,1,Image 1,1,1,100000003,510000000977,
173,,Segment,1,7,Image 1,6,1,100000003,510000000991,
147,,Segment,1,3,Image 1,3,1,100000000,510000001000,
2001,,Segment,1,2,Image 1,3,1,100000000,510000001198,
265,,Segment,1,1,Image 1,2,1,100000000,510000001202,
61,,Segment,1,0,Image 1,1,1,100000000,510000001215,
115,,Segment,1,3,Image 1,4,1,100000000,510000001218,
91,,Segment,1,4,Image 1,3,1,100000000,510000001232,
1024,,Segment,1,3,Image 1,2,1,100000000,510000001271,
352,,Segment,1,2,Image 1,1,1,100000000,510000001277,
424,,Segment,1,1,Image 1,1,1,100000000,510000001283,
310,,Segment,1,0,Image 1,1,1,100000000,510000001302,
396,,Segment,1,6,Image 1,5,1,100000003,510000001316,
407,,Segment,1,5,Image 1,6,1,100000003,510000001336,
430,,Segment,1,7,Image 1,3,1,100000002,510000001378,
249,,Segment,1,6,Image 1,2,1,100000002,510000001392,
441,,Segment,1,5,Image 1,2,1,100000002,510000001408,
