
Soma BoundingBoxOO Length A
 ==================== 
Soma BoundingBoxOO Length A,Unit,Category,Collection,Time,FilamentID,ID,
6.36035,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
5.84326,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
4.05042,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
6.76562,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
