
Spine Center Intensity Sum Ch=2 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
447,,Spine,2,3,Image 1,3,1,100000003,610000006993,
416,,Spine,2,3,Image 1,3,1,100000003,610000007011,
18,,Spine,2,4,Image 1,3,1,100000003,610000007026,
27,,Spine,2,1,Image 1,2,1,100000003,610000007035,
23,,Spine,2,3,Image 1,2,1,100000003,610000007044,
58,,Spine,2,1,Image 1,1,1,100000000,610000007053,
5,,Spine,2,1,Image 1,1,1,100000000,610000007061,
5,,Spine,2,1,Image 1,1,1,100000000,610000007067,
22,,Spine,2,2,Image 1,2,1,100000001,610000007076,
21,,Spine,2,2,Image 1,2,1,100000001,610000007084,
14,,Spine,2,1,Image 1,2,1,100000001,610000007088,
4,,Spine,2,2,Image 1,2,1,100000003,610000007094,
6,,Spine,2,1,Image 1,2,1,100000003,610000007100,
29,,Spine,2,7,Image 1,3,1,100000002,610000007107,
25,,Spine,2,7,Image 1,3,1,100000002,610000007113,
20,,Spine,2,7,Image 1,3,1,100000002,610000007118,
14,,Spine,2,2,Image 1,2,1,100000003,610000007122,
17,,Spine,2,2,Image 1,3,1,100000001,610000007126,
9,,Spine,2,2,Image 1,3,1,100000003,610000007130,
8,,Spine,2,4,Image 1,2,1,100000001,610000007132,
7,,Spine,2,3,Image 1,2,1,100000001,610000007137,
4,,Spine,2,0,Image 1,1,1,100000000,610000007142,
8,,Spine,2,3,Image 1,2,1,100000001,610000007146,
96,,Spine,2,1,Image 1,1,1,100000000,610000007151,
34,,Spine,2,4,Image 1,2,1,100000002,610000007159,
7,,Spine,2,4,Image 1,2,1,100000001,610000007164,
10,,Spine,2,3,Image 1,1,1,100000003,610000007166,
42,,Spine,2,4,Image 1,2,1,100000002,610000007175,
4,,Spine,2,6,Image 1,4,1,100000001,610000007178,
5,,Spine,2,3,Image 1,1,1,100000002,610000007180,
0,,Spine,2,3,Image 1,2,1,100000002,610000007182,
4,,Spine,2,6,Image 1,4,1,100000003,610000007184,
9,,Spine,2,0,Image 1,1,1,100000003,610000007186,
9,,Spine,2,3,Image 1,2,1,100000002,610000007190,
66,,Spine,2,7,Image 1,1,1,100000001,610000007193,
1,,Spine,2,3,Image 1,2,1,100000002,610000007198,
8,,Spine,2,4,Image 1,2,1,100000001,610000007203,
12,,Spine,2,6,Image 1,5,1,100000003,610000007206,
3,,Spine,2,1,Image 1,2,1,100000003,610000007209,
5,,Spine,2,3,Image 1,1,1,100000002,610000007212,
5,,Spine,2,0,Image 1,1,1,100000000,610000007216,
11,,Spine,2,4,Image 1,3,1,100000003,610000007220,
5,,Spine,2,7,Image 1,2,1,100000000,610000007225,
8,,Spine,2,1,Image 1,1,1,100000001,610000007227,
9,,Spine,2,1,Image 1,1,1,100000000,610000007229,
0,,Spine,2,0,Image 1,1,1,100000000,610000007232,
6,,Spine,2,3,Image 1,2,1,100000001,610000007234,
