
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
18956.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000003,610000006993,
18956,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000003,610000007011,
18961.3,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000003,610000007026,
18972.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000007028,
18962.2,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000003,610000007044,
18915.6,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000007053,
18905.4,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000007061,
18905.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000007067,
19003.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000001,610000007076,
19003.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000001,610000007084,
19001.9,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000001,610000007088,
18981.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000003,610000007094,
18975.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000003,610000007100,
18922.8,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000002,610000007107,
18923.5,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000002,610000007113,
18923.3,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000002,610000007118,
18979.3,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000003,610000007122,
18987.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,100000001,610000007126,
18979.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,100000003,610000007130,
18973.5,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000001,610000007132,
18985.2,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000001,610000007137,
18908.6,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000007139,
18985.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000001,610000007146,
18924.7,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000007151,
