
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
730.853,µm,Filament,Filament Position,1,100000000,
727.126,µm,Filament,Filament Position,1,100000001,
665.966,µm,Filament,Filament Position,1,100000002,
667.907,µm,Filament,Filament Position,1,100000003,
