
Soma Intensity StdDev Ch=4 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
25.6672,,Soma,4,Image 1,1,100000000,800000000,
19.0236,,Soma,4,Image 1,1,100000001,800000001,
15.689,,Soma,4,Image 1,1,100000002,800000002,
17.1781,,Soma,4,Image 1,1,100000003,800000003,
