
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
74,,Segment,2,1,Image 1,2,1,100000000,510000000132,
8,,Segment,2,0,Image 1,1,1,100000000,510000000157,
24,,Segment,2,7,Image 1,7,1,100000003,510000000178,
11,,Segment,2,6,Image 1,6,1,100000003,510000000227,
9,,Segment,2,5,Image 1,5,1,100000003,510000000236,
12,,Segment,2,4,Image 1,5,1,100000003,510000000333,
24,,Segment,2,3,Image 1,4,1,100000003,510000000395,
139,,Segment,2,2,Image 1,3,1,100000003,510000000428,
3,,Segment,2,1,Image 1,2,1,100000003,510000000437,
7,,Segment,2,0,Image 1,1,1,100000003,510000000440,
174,,Segment,2,5,Image 1,2,1,100000001,510000000558,
21,,Segment,2,4,Image 1,2,1,100000001,510000000625,
133,,Segment,2,3,Image 1,2,1,100000001,510000000645,
159,,Segment,2,2,Image 1,2,1,100000001,510000000654,
58,,Segment,2,1,Image 1,2,1,100000001,510000000673,
58,,Segment,2,0,Image 1,1,1,100000001,510000000682,
18,,Segment,2,7,Image 1,4,1,100000001,510000000707,
6,,Segment,2,6,Image 1,4,1,100000001,510000000733,
10,,Segment,2,5,Image 1,3,1,100000001,510000000758,
5,,Segment,2,7,Image 1,5,1,100000001,510000000767,
5,,Segment,2,6,Image 1,3,1,100000001,510000000772,
30,,Segment,2,2,Image 1,2,1,100000003,510000000963,
5,,Segment,2,1,Image 1,1,1,100000003,510000000977,
7,,Segment,2,7,Image 1,6,1,100000003,510000000991,
5,,Segment,2,3,Image 1,3,1,100000000,510000001000,
60,,Segment,2,2,Image 1,3,1,100000000,510000001198,
6,,Segment,2,1,Image 1,2,1,100000000,510000001202,
5,,Segment,2,0,Image 1,1,1,100000000,510000001215,
6,,Segment,2,3,Image 1,4,1,100000000,510000001218,
5,,Segment,2,4,Image 1,3,1,100000000,510000001232,
87,,Segment,2,3,Image 1,2,1,100000000,510000001271,
101,,Segment,2,2,Image 1,1,1,100000000,510000001277,
26,,Segment,2,1,Image 1,1,1,100000000,510000001283,
15,,Segment,2,0,Image 1,1,1,100000000,510000001302,
7,,Segment,2,6,Image 1,5,1,100000003,510000001316,
52,,Segment,2,5,Image 1,6,1,100000003,510000001336,
18,,Segment,2,7,Image 1,3,1,100000002,510000001378,
18,,Segment,2,6,Image 1,2,1,100000002,510000001392,
5,,Segment,2,5,Image 1,2,1,100000002,510000001408,
7,,Segment,2,3,Image 1,2,1,100000002,510000001411,
6,,Segment,2,2,Image 1,2,1,100000002,510000001432,
6,,Segment,2,1,Image 1,1,1,100000002,510000001441,
