
Segment Intensity Min Ch=3 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,1,Image 1,2,1,100000000,510000000132,
0,,Segment,3,0,Image 1,1,1,100000000,510000000157,
0,,Segment,3,7,Image 1,7,1,100000003,510000000178,
0,,Segment,3,6,Image 1,6,1,100000003,510000000227,
0,,Segment,3,5,Image 1,5,1,100000003,510000000236,
0,,Segment,3,4,Image 1,5,1,100000003,510000000333,
0,,Segment,3,3,Image 1,4,1,100000003,510000000395,
0,,Segment,3,2,Image 1,3,1,100000003,510000000428,
0,,Segment,3,1,Image 1,2,1,100000003,510000000437,
0,,Segment,3,0,Image 1,1,1,100000003,510000000440,
0,,Segment,3,5,Image 1,2,1,100000001,510000000558,
0,,Segment,3,4,Image 1,2,1,100000001,510000000625,
0,,Segment,3,3,Image 1,2,1,100000001,510000000645,
0,,Segment,3,2,Image 1,2,1,100000001,510000000654,
0,,Segment,3,1,Image 1,2,1,100000001,510000000673,
0,,Segment,3,0,Image 1,1,1,100000001,510000000682,
0,,Segment,3,7,Image 1,4,1,100000001,510000000707,
0,,Segment,3,6,Image 1,4,1,100000001,510000000733,
0,,Segment,3,5,Image 1,3,1,100000001,510000000758,
0,,Segment,3,7,Image 1,5,1,100000001,510000000767,
0,,Segment,3,6,Image 1,3,1,100000001,510000000772,
0,,Segment,3,2,Image 1,2,1,100000003,510000000963,
0,,Segment,3,1,Image 1,1,1,100000003,510000000977,
0,,Segment,3,7,Image 1,6,1,100000003,510000000991,
0,,Segment,3,3,Image 1,3,1,100000000,510000001000,
0,,Segment,3,2,Image 1,3,1,100000000,510000001198,
0,,Segment,3,1,Image 1,2,1,100000000,510000001202,
0,,Segment,3,0,Image 1,1,1,100000000,510000001215,
0,,Segment,3,3,Image 1,4,1,100000000,510000001218,
0,,Segment,3,4,Image 1,3,1,100000000,510000001232,
0,,Segment,3,3,Image 1,2,1,100000000,510000001271,
0,,Segment,3,2,Image 1,1,1,100000000,510000001277,
