
Segment Center Intensity Min Ch=4 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
50,,Segment,4,7,Image 1,5,1,100000002,510000000200,
0,,Segment,4,6,Image 1,4,1,100000002,510000000228,
43,,Segment,4,4,Image 1,3,1,100000002,510000000236,
9,,Segment,4,3,Image 1,2,1,100000002,510000000250,
41,,Segment,4,2,Image 1,2,1,100000002,510000000253,
0,,Segment,4,1,Image 1,2,1,100000002,510000000269,
23,,Segment,4,0,Image 1,1,1,100000002,510000000284,
0,,Segment,4,15,Image 1,8,1,100000000,510000000320,
0,,Segment,4,14,Image 1,7,1,100000000,510000000343,
0,,Segment,4,13,Image 1,6,1,100000000,510000000359,
0,,Segment,4,10,Image 1,4,1,100000000,510000000388,
44,,Segment,4,9,Image 1,3,1,100000000,510000000396,
82,,Segment,4,8,Image 1,3,1,100000000,510000000398,
49,,Segment,4,7,Image 1,3,1,100000000,510000000401,
28,,Segment,4,6,Image 1,3,1,100000000,510000000430,
28,,Segment,4,5,Image 1,3,1,100000000,510000000435,
0,,Segment,4,4,Image 1,3,1,100000000,510000000493,
0,,Segment,4,3,Image 1,3,1,100000000,510000000498,
0,,Segment,4,2,Image 1,2,1,100000000,510000000501,
23,,Segment,4,1,Image 1,2,1,100000000,510000000520,
63,,Segment,4,0,Image 1,1,1,100000000,510000000543,
0,,Segment,4,15,Image 1,7,1,100000000,510000000598,
0,,Segment,4,8,Image 1,5,1,100000001,510000000633,
0,,Segment,4,7,Image 1,4,1,100000001,510000000639,
0,,Segment,4,6,Image 1,4,1,100000001,510000000643,
73,,Segment,4,5,Image 1,3,1,100000001,510000000645,
39,,Segment,4,4,Image 1,3,1,100000001,510000000648,
59,,Segment,4,3,Image 1,2,1,100000001,510000000650,
0,,Segment,4,1,Image 1,2,1,100000001,510000000696,
37,,Segment,4,0,Image 1,1,1,100000001,510000000710,
0,,Segment,4,15,Image 1,7,1,100000000,510000000778,
11,,Segment,4,14,Image 1,6,1,100000000,510000000788,
10,,Segment,4,12,Image 1,6,1,100000000,510000000792,
0,,Segment,4,12,Image 1,6,1,100000000,510000000795,
14,,Segment,4,12,Image 1,5,1,100000000,510000000797,
0,,Segment,4,13,Image 1,5,1,100000000,510000000799,
51,,Segment,4,11,Image 1,4,1,100000000,510000000801,
0,,Segment,4,0,Image 1,1,1,100000002,510000000819,
0,,Segment,4,9,Image 1,4,1,100000000,510000000851,
55,,Segment,4,11,Image 1,3,1,100000000,510000000854,
63,,Segment,4,11,Image 1,4,1,100000000,510000000859,
27,,Segment,4,8,Image 1,4,1,100000000,510000000862,
40,,Segment,4,7,Image 1,4,1,100000000,510000000864,
0,,Segment,4,6,Image 1,4,1,100000000,510000000868,
23,,Segment,4,5,Image 1,4,1,100000000,510000000872,
0,,Segment,4,7,Image 1,5,1,100000001,510000000891,
0,,Segment,4,2,Image 1,3,1,100000001,510000000917,
0,,Segment,4,6,Image 1,3,1,100000000,510000000942,
8,,Segment,4,5,Image 1,3,1,100000000,510000000979,
0,,Segment,4,4,Image 1,3,1,100000000,510000001025,
0,,Segment,4,3,Image 1,3,1,100000000,510000001047,
0,,Segment,4,2,Image 1,3,1,100000000,510000001051,
0,,Segment,4,6,Image 1,4,1,100000000,510000001053,
0,,Segment,4,5,Image 1,4,1,100000000,510000001067,
0,,Segment,4,8,Image 1,4,1,100000001,510000001077,
0,,Segment,4,2,Image 1,2,1,100000000,510000001091,
49,,Segment,4,1,Image 1,1,1,100000000,510000001105,
0,,Segment,4,3,Image 1,3,1,100000001,510000001123,
0,,Segment,4,4,Image 1,4,1,100000000,510000001129,
0,,Segment,4,1,Image 1,1,1,100000002,510000001151,
0,,Segment,4,0,Image 1,1,1,100000002,510000001166,
0,,Segment,4,1,Image 1,2,1,100000002,510000001193,
0,,Segment,4,3,Image 1,4,1,100000000,510000001221,
12,,Segment,4,6,Image 1,5,1,100000001,510000001225,
15,,Segment,4,5,Image 1,4,1,100000001,510000001233,
15,,Segment,4,6,Image 1,4,1,100000001,510000001239,
3,,Segment,4,6,Image 1,3,1,100000001,510000001247,
13,,Segment,4,4,Image 1,2,1,100000001,510000001257,
0,,Segment,4,4,Image 1,4,1,100000000,510000001277,
0,,Segment,4,3,Image 1,2,1,100000000,510000001297,
8,,Segment,4,6,Image 1,3,1,100000001,510000001304,
53,,Segment,4,5,Image 1,2,1,100000001,510000001308,
0,,Segment,4,4,Image 1,2,1,100000001,510000001345,
10,,Segment,4,3,Image 1,1,1,100000001,510000001371,
20,,Segment,4,2,Image 1,1,1,100000001,510000001423,
37,,Segment,4,1,Image 1,1,1,100000001,510000001446,
27,,Segment,4,6,Image 1,2,1,100000001,510000001457,
26,,Segment,4,6,Image 1,4,1,100000001,510000001468,
27,,Segment,4,6,Image 1,3,1,100000001,510000001473,
56,,Segment,4,5,Image 1,3,1,100000001,510000001476,
10,,Segment,4,7,Image 1,4,1,100000001,510000001491,
22,,Segment,4,6,Image 1,4,1,100000001,510000001502,
65,,Segment,4,5,Image 1,3,1,100000001,510000001504,
59,,Segment,4,4,Image 1,3,1,100000001,510000001506,
