
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
4732.29,µm,Spine,Spine Terminal Pt Position,10,4,1,100000000,610000002522,
4698.49,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002525,
4698.17,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002530,
4693.16,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002532,
4698.23,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002539,
4694.27,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000002545,
4698.23,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002553,
4698.56,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002558,
4698.88,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002564,
4698.82,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002567,
4735.15,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000002572,
4698.51,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002575,
4698.36,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002582,
4730.41,µm,Spine,Spine Terminal Pt Position,14,7,1,100000000,610000002586,
4735.35,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000002592,
4740.35,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002598,
4724.36,µm,Spine,Spine Terminal Pt Position,,,1,,610000002600,
4698.3,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002609,
4698.65,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002614,
4719.68,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000002628,
4732.66,µm,Spine,Spine Terminal Pt Position,9,4,1,100000000,610000002630,
4694.53,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002636,
4732.24,µm,Spine,Spine Terminal Pt Position,10,4,1,100000000,610000002638,
4740.61,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002657,
4693.55,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000002659,
4694.53,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000002684,
4698.49,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002686,
4738.08,µm,Spine,Spine Terminal Pt Position,,,1,,610000002688,
4698.53,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002691,
4698.88,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002700,
4725.27,µm,Spine,Spine Terminal Pt Position,,,1,,610000002702,
4740.16,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002714,
4726.18,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000002727,
4693.68,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000002729,
4734.11,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000002731,
4720.03,µm,Spine,Spine Terminal Pt Position,4,4,1,100000002,610000002742,
4718.34,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000002745,
4734.24,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000002747,
4719.49,µm,Spine,Spine Terminal Pt Position,6,6,1,100000002,610000002749,
