
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.808766,µm^2,Spine,10,4,1,100000000,610000002522,
0.304276,µm^2,Spine,2,2,1,100000001,610000002525,
1.1447,µm^2,Spine,1,1,1,100000001,610000002530,
0.241563,µm^2,Spine,4,2,1,100000001,610000002532,
1.42739,µm^2,Spine,1,1,1,100000001,610000002539,
0.580469,µm^2,Spine,2,1,1,100000001,610000002545,
0.810682,µm^2,Spine,1,1,1,100000001,610000002553,
0.687745,µm^2,Spine,2,2,1,100000001,610000002558,
0.775501,µm^2,Spine,0,1,1,100000001,610000002564,
0.481731,µm^2,Spine,2,2,1,100000001,610000002567,
0.643819,µm^2,Spine,6,3,1,100000000,610000002572,
0.500904,µm^2,Spine,2,2,1,100000001,610000002575,
0.826637,µm^2,Spine,1,1,1,100000001,610000002582,
0.356037,µm^2,Spine,14,7,1,100000000,610000002586,
0.765173,µm^2,Spine,6,3,1,100000000,610000002592,
0.611413,µm^2,Spine,2,2,1,100000000,610000002598,
1.75886,µm^2,Spine,2,2,1,100000002,610000002603,
0.788277,µm^2,Spine,1,1,1,100000001,610000002609,
0.873484,µm^2,Spine,1,1,1,100000001,610000002614,
1.00615,µm^2,Spine,1,2,1,100000000,610000002624,
0.34181,µm^2,Spine,3,2,1,100000002,610000002628,
0.308029,µm^2,Spine,9,4,1,100000000,610000002630,
1.17117,µm^2,Spine,2,2,1,100000002,610000002634,
0.341453,µm^2,Spine,4,2,1,100000001,610000002636,
0.268977,µm^2,Spine,10,4,1,100000000,610000002638,
1.07611,µm^2,Spine,0,1,1,100000000,610000002645,
1.17899,µm^2,Spine,1,2,1,100000000,610000002654,
0.540304,µm^2,Spine,2,2,1,100000000,610000002657,
0.307404,µm^2,Spine,4,2,1,100000001,610000002659,
1.25853,µm^2,Spine,1,2,1,100000000,610000002668,
0.963196,µm^2,Spine,1,2,1,100000000,610000002676,
0.08785,µm^2,Spine,0,1,1,100000001,610000002679,
0.212175,µm^2,Spine,0,1,1,100000001,610000002681,
0.46118,µm^2,Spine,2,1,1,100000001,610000002684,
0.627555,µm^2,Spine,1,1,1,100000001,610000002686,
0.410362,µm^2,Spine,14,7,1,100000000,610000002689,
0.406237,µm^2,Spine,2,2,1,100000001,610000002691,
1.05958,µm^2,Spine,0,1,1,100000000,610000002697,
0.613221,µm^2,Spine,1,1,1,100000001,610000002700,
1.77049,µm^2,Spine,2,2,1,100000002,610000002704,
0.782591,µm^2,Spine,1,2,1,100000000,610000002710,
0.417406,µm^2,Spine,2,2,1,100000000,610000002714,
1.01232,µm^2,Spine,1,2,1,100000000,610000002722,
0.388651,µm^2,Spine,2,2,1,100000002,610000002725,
0.411152,µm^2,Spine,0,1,1,100000002,610000002727,
0.192913,µm^2,Spine,5,3,1,100000001,610000002729,
0.241101,µm^2,Spine,5,3,1,100000000,610000002731,
0.794953,µm^2,Spine,1,2,1,100000000,610000002736,
0.828551,µm^2,Spine,2,2,1,100000002,610000002740,
0.516219,µm^2,Spine,4,4,1,100000002,610000002742,
0.503695,µm^2,Spine,5,4,1,100000002,610000002745,
0.353961,µm^2,Spine,6,3,1,100000000,610000002747,
0.406444,µm^2,Spine,6,6,1,100000002,610000002749,
0.407182,µm^2,Spine,0,1,1,100000001,610000002752,
0.43146,µm^2,Spine,6,3,1,100000000,610000002755,
0.542913,µm^2,Spine,1,2,1,100000000,610000002760,
0.249273,µm^2,Spine,14,7,1,100000000,610000002763,
0.933072,µm^2,Spine,0,1,1,100000000,610000002767,
1.42125,µm^2,Spine,2,2,1,100000002,610000002771,
1.12932,µm^2,Spine,2,2,1,100000002,610000002774,
0.307451,µm^2,Spine,2,1,1,100000001,610000002777,
0.390225,µm^2,Spine,14,6,1,100000000,610000002779,
0.645955,µm^2,Spine,0,1,1,100000000,610000002783,
0.362751,µm^2,Spine,14,6,1,100000000,610000002785,
0.761658,µm^2,Spine,2,2,1,100000002,610000002791,
0.758989,µm^2,Spine,0,1,1,100000000,610000002793,
0.404645,µm^2,Spine,1,2,1,100000000,610000002797,
0.476398,µm^2,Spine,2,2,1,100000002,610000002800,
0.342567,µm^2,Spine,2,2,1,100000002,610000002807,
0.313815,µm^2,Spine,2,2,1,100000002,610000002810,
0.43656,µm^2,Spine,0,1,1,100000000,610000002812,
0.262927,µm^2,Spine,8,5,1,100000002,610000002816,
