
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
15.1915,µm,Spine,10,4,1,100000000,610000002522,
6.1968,µm,Spine,2,2,1,100000001,610000002525,
1.17519,µm,Spine,1,1,1,100000001,610000002530,
8.5697,µm,Spine,4,2,1,100000001,610000002532,
3.54424,µm,Spine,1,1,1,100000001,610000002539,
1.64321,µm,Spine,2,1,1,100000001,610000002545,
1.17519,µm,Spine,1,1,1,100000001,610000002553,
6.40275,µm,Spine,2,2,1,100000001,610000002558,
1.1997,µm,Spine,0,1,1,100000001,610000002564,
4.63756,µm,Spine,2,2,1,100000001,610000002567,
12.035,µm,Spine,6,3,1,100000000,610000002572,
4.63756,µm,Spine,2,2,1,100000001,610000002575,
1.17519,µm,Spine,1,1,1,100000001,610000002582,
20.2797,µm,Spine,14,7,1,100000000,610000002586,
12.035,µm,Spine,6,3,1,100000000,610000002592,
3.52294,µm,Spine,2,2,1,100000000,610000002598,
1.17519,µm,Spine,1,1,1,100000001,610000002609,
3.54424,µm,Spine,1,1,1,100000001,610000002614,
2.2359,µm,Spine,1,2,1,100000000,610000002624,
3.41596,µm,Spine,3,2,1,100000002,610000002628,
14.6997,µm,Spine,9,4,1,100000000,610000002630,
5.5376,µm,Spine,4,2,1,100000001,610000002636,
15.1915,µm,Spine,10,4,1,100000000,610000002638,
0,µm,Spine,0,1,1,100000000,610000002645,
2.2359,µm,Spine,1,2,1,100000000,610000002654,
3.52294,µm,Spine,2,2,1,100000000,610000002657,
6.26596,µm,Spine,4,2,1,100000001,610000002659,
2.2359,µm,Spine,1,2,1,100000000,610000002668,
2.2359,µm,Spine,1,2,1,100000000,610000002676,
1.64321,µm,Spine,2,1,1,100000001,610000002684,
3.54424,µm,Spine,1,1,1,100000001,610000002686,
4.63756,µm,Spine,2,2,1,100000001,610000002691,
0,µm,Spine,0,1,1,100000000,610000002697,
3.54424,µm,Spine,1,1,1,100000001,610000002700,
2.2359,µm,Spine,1,2,1,100000000,610000002710,
3.52294,µm,Spine,2,2,1,100000000,610000002714,
2.2359,µm,Spine,1,2,1,100000000,610000002722,
0.776555,µm,Spine,0,1,1,100000002,610000002727,
8.44156,µm,Spine,5,3,1,100000001,610000002729,
10.5714,µm,Spine,5,3,1,100000000,610000002731,
2.2359,µm,Spine,1,2,1,100000000,610000002736,
5.74824,µm,Spine,4,4,1,100000002,610000002742,
5.07573,µm,Spine,5,4,1,100000002,610000002745,
12.36,µm,Spine,6,3,1,100000000,610000002747,
7.17123,µm,Spine,6,6,1,100000002,610000002749,
12.035,µm,Spine,6,3,1,100000000,610000002755,
2.2359,µm,Spine,1,2,1,100000000,610000002760,
0,µm,Spine,0,1,1,100000000,610000002767,
1.64321,µm,Spine,2,1,1,100000001,610000002777,
19.9943,µm,Spine,14,6,1,100000000,610000002779,
0,µm,Spine,0,1,1,100000000,610000002783,
19.9943,µm,Spine,14,6,1,100000000,610000002785,
0,µm,Spine,0,1,1,100000000,610000002793,
2.2359,µm,Spine,1,2,1,100000000,610000002797,
0,µm,Spine,0,1,1,100000000,610000002812,
8.92091,µm,Spine,8,5,1,100000002,610000002816,
0,µm,Spine,0,1,1,100000001,610000002818,
2.2359,µm,Spine,1,2,1,100000000,610000002825,
20.6441,µm,Spine,14,7,1,100000000,610000002855,
20.3871,µm,Spine,14,6,1,100000000,610000002856,
19.7484,µm,Spine,14,6,1,100000000,610000002857,
19.439,µm,Spine,13,6,1,100000000,610000002858,
19.0916,µm,Spine,13,6,1,100000000,610000002859,
18.4008,µm,Spine,12,5,1,100000000,610000002860,
15.9682,µm,Spine,10,4,1,100000000,610000002861,
15.743,µm,Spine,10,4,1,100000000,610000002862,
14.9531,µm,Spine,9,3,1,100000000,610000002863,
14.0365,µm,Spine,7,3,1,100000000,610000002864,
12.9072,µm,Spine,6,3,1,100000000,610000002865,
12.36,µm,Spine,6,3,1,100000000,610000002866,
12.145,µm,Spine,6,3,1,100000000,610000002867,
11.2984,µm,Spine,6,4,1,100000000,610000002868,
10.7448,µm,Spine,5,4,1,100000000,610000002869,
10.7448,µm,Spine,5,4,1,100000000,610000002870,
12.9057,µm,Spine,5,3,1,100000000,610000002871,
10.8641,µm,Spine,5,3,1,100000000,610000002872,
3.77504,µm,Spine,3,1,1,100000000,610000002873,
6.80786,µm,Spine,6,3,1,100000001,610000002878,
7.16501,µm,Spine,6,5,1,100000001,610000002879,
14.8344,µm,Spine,6,2,1,100000001,610000002880,
6.40275,µm,Spine,2,2,1,100000001,610000002881,
6.1968,µm,Spine,2,2,1,100000001,610000002882,
3.54424,µm,Spine,1,1,1,100000001,610000002883,
9.20945,µm,Spine,5,4,1,100000001,610000002888,
3.5877,µm,Spine,2,1,1,100000001,610000002889,
2.7105,µm,Spine,2,1,1,100000001,610000002890,
0.403745,µm,Spine,1,2,1,100000001,610000002891,
0.99603,µm,Spine,0,1,1,100000001,610000002892,
0.99603,µm,Spine,0,1,1,100000001,610000002893,
0,µm,Spine,0,1,1,100000001,610000002894,
0,µm,Spine,0,1,1,100000001,610000002895,
0,µm,Spine,0,1,1,100000001,610000002896,
8.40656,µm,Spine,8,5,1,100000002,610000002898,
8.18257,µm,Spine,7,4,1,100000002,610000002899,
5.62727,µm,Spine,6,3,1,100000002,610000002900,
5.34828,µm,Spine,6,3,1,100000002,610000002901,
5.74824,µm,Spine,4,4,1,100000002,610000002902,
3.04382,µm,Spine,2,3,1,100000002,610000002903,
2.83718,µm,Spine,2,3,1,100000002,610000002904,
6.04891,µm,Spine,2,2,1,100000002,610000002908,
