
Soma Ellipticity (oblate)
 ==================== 
Soma Ellipticity (oblate),Unit,Category,Time,FilamentID,ID,
0.14434,,Soma,1,100000000,800000000,
0.65838,,Soma,1,100000001,800000001,
0.215229,,Soma,1,100000002,800000002,
