
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.268871,µm,Spine,2,2,1,100000000,610000002714,
0.370488,µm,Spine,1,2,1,100000000,610000002722,
0.484023,µm,Spine,2,2,1,100000002,610000002725,
0.310386,µm,Spine,0,1,1,100000002,610000002727,
0.1625,µm,Spine,5,3,1,100000001,610000002729,
0.1625,µm,Spine,5,3,1,100000000,610000002731,
0.337201,µm,Spine,1,2,1,100000000,610000002736,
0.550713,µm,Spine,2,2,1,100000002,610000002740,
0.311063,µm,Spine,4,4,1,100000002,610000002742,
0.295707,µm,Spine,5,4,1,100000002,610000002745,
0.1625,µm,Spine,6,3,1,100000000,610000002747,
0.325,µm,Spine,6,6,1,100000002,610000002749,
0.509137,µm,Spine,0,1,1,100000001,610000002752,
0.260259,µm,Spine,6,3,1,100000000,610000002755,
0.205905,µm,Spine,1,2,1,100000000,610000002760,
0.398362,µm,Spine,14,7,1,100000000,610000002763,
0.446778,µm,Spine,0,1,1,100000000,610000002767,
0.889628,µm,Spine,2,2,1,100000002,610000002771,
0.744468,µm,Spine,2,2,1,100000002,610000002774,
0.235145,µm,Spine,2,1,1,100000001,610000002777,
0.249908,µm,Spine,14,6,1,100000000,610000002779,
0.366434,µm,Spine,0,1,1,100000000,610000002783,
0.219582,µm,Spine,14,6,1,100000000,610000002785,
0.696338,µm,Spine,2,2,1,100000002,610000002791,
0.501456,µm,Spine,0,1,1,100000000,610000002793,
0.245715,µm,Spine,1,2,1,100000000,610000002797,
0.550713,µm,Spine,2,2,1,100000002,610000002800,
0.454567,µm,Spine,2,2,1,100000002,610000002807,
0.390598,µm,Spine,2,2,1,100000002,610000002810,
0.371317,µm,Spine,0,1,1,100000000,610000002812,
0.24375,µm,Spine,8,5,1,100000002,610000002816,
0.248428,µm,Spine,0,1,1,100000001,610000002818,
0.276126,µm,Spine,1,2,1,100000000,610000002825,
0.322762,µm,Spine,14,7,1,100000000,610000002855,
0.340088,µm,Spine,14,6,1,100000000,610000002856,
0.384343,µm,Spine,14,6,1,100000000,610000002857,
0.358008,µm,Spine,13,6,1,100000000,610000002858,
0.335881,µm,Spine,13,6,1,100000000,610000002859,
0.624557,µm,Spine,12,5,1,100000000,610000002860,
0.24375,µm,Spine,10,4,1,100000000,610000002861,
0.348236,µm,Spine,10,4,1,100000000,610000002862,
0.228437,µm,Spine,9,3,1,100000000,610000002863,
0.492523,µm,Spine,7,3,1,100000000,610000002864,
0.347176,µm,Spine,6,3,1,100000000,610000002865,
0.216842,µm,Spine,6,3,1,100000000,610000002866,
0.390193,µm,Spine,6,3,1,100000000,610000002867,
0.237797,µm,Spine,6,4,1,100000000,610000002868,
0.240796,µm,Spine,5,4,1,100000000,610000002869,
0.266991,µm,Spine,5,4,1,100000000,610000002870,
0.210335,µm,Spine,5,3,1,100000000,610000002871,
0.182812,µm,Spine,5,3,1,100000000,610000002872,
0.309288,µm,Spine,3,1,1,100000000,610000002873,
0.220867,µm,Spine,6,3,1,100000001,610000002878,
0.1625,µm,Spine,6,5,1,100000001,610000002879,
0.245161,µm,Spine,6,2,1,100000001,610000002880,
0.342903,µm,Spine,2,2,1,100000001,610000002881,
0.24375,µm,Spine,2,2,1,100000001,610000002882,
0.412936,µm,Spine,1,1,1,100000001,610000002883,
0.425699,µm,Spine,5,4,1,100000001,610000002888,
0.24375,µm,Spine,2,1,1,100000001,610000002889,
0.242238,µm,Spine,2,1,1,100000001,610000002890,
0.271442,µm,Spine,1,2,1,100000001,610000002891,
0.299609,µm,Spine,0,1,1,100000001,610000002892,
0.213377,µm,Spine,0,1,1,100000001,610000002893,
0.259732,µm,Spine,0,1,1,100000001,610000002894,
0.299554,µm,Spine,0,1,1,100000001,610000002895,
0.422119,µm,Spine,0,1,1,100000001,610000002896,
0.233594,µm,Spine,8,5,1,100000002,610000002898,
0.276758,µm,Spine,7,4,1,100000002,610000002899,
0.26362,µm,Spine,6,3,1,100000002,610000002900,
0.354227,µm,Spine,6,3,1,100000002,610000002901,
0.387531,µm,Spine,4,4,1,100000002,610000002902,
0.185728,µm,Spine,2,3,1,100000002,610000002903,
0.237402,µm,Spine,2,3,1,100000002,610000002904,
0.177734,µm,Spine,2,2,1,100000002,610000002908,
