
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.195002,0.23011,0.238646,µm,Spine,Spine Part Length,0,1,1,100000001,610000002564,
0.24526,0.270986,0.368349,µm,Spine,Spine Part Length,0,1,1,100000000,610000002645,
0.263489,0.08125,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002679,
0.32313,0.155738,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002681,
0.237736,0.341821,0.236807,µm,Spine,Spine Part Length,0,1,1,100000000,610000002697,
0.287189,0.155193,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000002727,
0.390645,0.254568,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002752,
0.238922,0.377727,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000002767,
0.184035,0.183217,0.151646,µm,Spine,Spine Part Length,0,1,1,100000000,610000002783,
0.210028,0.250728,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000002793,
0.156983,0.185658,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000002812,
0.178506,0.124214,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002818,
0.352508,0.149805,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002892,
0.210659,0.106688,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002893,
0.293153,0.129866,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002894,
0.247178,0.149777,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002895,
0.290982,0.21106,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002896,
0.458175,0.278535,0.154865,µm,Spine,Spine Part Length,1,1,1,100000001,610000002530,
0.350219,0.284853,0.377508,µm,Spine,Spine Part Length,1,1,1,100000001,610000002539,
0.360883,0.280943,0.160437,µm,Spine,Spine Part Length,1,1,1,100000001,610000002553,
0.289348,0.208594,0.312672,µm,Spine,Spine Part Length,1,1,1,100000001,610000002582,
0.303767,0.224337,0.199383,µm,Spine,Spine Part Length,1,1,1,100000001,610000002609,
0.177787,0.370914,0.113946,µm,Spine,Spine Part Length,1,1,1,100000001,610000002614,
0.285892,0.166309,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000002686,
0.127558,0.135646,0.134936,µm,Spine,Spine Part Length,1,1,1,100000001,610000002700,
0.227381,0.206468,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000002883,
0.418286,0.302247,0.396395,µm,Spine,Spine Part Length,1,2,1,100000000,610000002624,
0.439488,0.446647,0.386184,µm,Spine,Spine Part Length,1,2,1,100000000,610000002654,
0.430796,0.455444,0.348897,µm,Spine,Spine Part Length,1,2,1,100000000,610000002668,
0.33511,0.284127,0.304831,µm,Spine,Spine Part Length,1,2,1,100000000,610000002676,
0.31822,0.245118,0.183784,µm,Spine,Spine Part Length,1,2,1,100000000,610000002710,
0.438937,0.404846,0.234939,µm,Spine,Spine Part Length,1,2,1,100000000,610000002722,
0.365055,0.302612,0.122145,µm,Spine,Spine Part Length,1,2,1,100000000,610000002736,
0.302155,0.256698,0.138239,µm,Spine,Spine Part Length,1,2,1,100000000,610000002760,
0.253869,0.239359,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000002797,
0.214204,0.138063,0.101292,µm,Spine,Spine Part Length,1,2,1,100000000,610000002825,
0.249471,0.135721,0,µm,Spine,Spine Part Length,1,2,1,100000001,610000002891,
0.411551,0.185576,0.355882,µm,Spine,Spine Part Length,10,4,1,100000000,610000002522,
0.231896,0.08125,0,µm,Spine,Spine Part Length,10,4,1,100000000,610000002638,
0.246029,0.121875,0,µm,Spine,Spine Part Length,10,4,1,100000000,610000002861,
0.315868,0.174118,0,µm,Spine,Spine Part Length,10,4,1,100000000,610000002862,
0.373631,0.312279,0,µm,Spine,Spine Part Length,12,5,1,100000000,610000002860,
0.369058,0.179004,0,µm,Spine,Spine Part Length,13,6,1,100000000,610000002858,
0.257419,0.16794,0,µm,Spine,Spine Part Length,13,6,1,100000000,610000002859,
0.284431,0.124954,0,µm,Spine,Spine Part Length,14,6,1,100000000,610000002779,
0.294918,0.109791,0,µm,Spine,Spine Part Length,14,6,1,100000000,610000002785,
0.358556,0.170044,0,µm,Spine,Spine Part Length,14,6,1,100000000,610000002856,
0.307671,0.192172,0,µm,Spine,Spine Part Length,14,6,1,100000000,610000002857,
0.310156,0.17212,0,µm,Spine,Spine Part Length,14,7,1,100000000,610000002586,
0.23146,0.197165,0,µm,Spine,Spine Part Length,14,7,1,100000000,610000002689,
0.335565,0.199181,0,µm,Spine,Spine Part Length,14,7,1,100000000,610000002763,
0.226138,0.161381,0,µm,Spine,Spine Part Length,14,7,1,100000000,610000002855,
0.29548,0.185019,0.235575,µm,Spine,Spine Part Length,2,1,1,100000001,610000002545,
0.196656,0.103794,0.171029,µm,Spine,Spine Part Length,2,1,1,100000001,610000002684,
0.150243,0.117573,0,µm,Spine,Spine Part Length,2,1,1,100000001,610000002777,
0.236813,0.121875,0,µm,Spine,Spine Part Length,2,1,1,100000001,610000002889,
0.18097,0.121119,0,µm,Spine,Spine Part Length,2,1,1,100000001,610000002890,
0.217443,0.0955157,0.0773833,µm,Spine,Spine Part Length,2,2,1,100000001,610000002525,
0.412282,0.201343,0.121693,µm,Spine,Spine Part Length,2,2,1,100000001,610000002558,
0.357368,0.0875703,0.204589,µm,Spine,Spine Part Length,2,2,1,100000001,610000002567,
0.376729,0.0851561,0.216794,µm,Spine,Spine Part Length,2,2,1,100000001,610000002575,
0.417454,0.234741,0.181254,µm,Spine,Spine Part Length,2,2,1,100000000,610000002598,
0.324902,0.52954,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002603,
0.292468,0.345313,0.139088,µm,Spine,Spine Part Length,2,2,1,100000002,610000002634,
0.362107,0.0864956,0.147248,µm,Spine,Spine Part Length,2,2,1,100000000,610000002657,
0.377242,0.121306,0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002691,
0.38458,0.372234,0.170796,µm,Spine,Spine Part Length,2,2,1,100000002,610000002704,
0.340374,0.134435,0.148308,µm,Spine,Spine Part Length,2,2,1,100000000,610000002714,
0.208459,0.242011,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002725,
0.221991,0.275356,0.108227,µm,Spine,Spine Part Length,2,2,1,100000002,610000002740,
0.264333,0.444814,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002771,
0.293261,0.372234,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002774,
0.505021,0.348169,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002791,
0.40447,0.275356,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002800,
0.387297,0.227283,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002807,
0.400464,0.195299,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002810,
0.387713,0.171451,0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002881,
0.359899,0.121875,0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002882,
0.270047,0.0888672,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002908,
0.261459,0.0928638,0,µm,Spine,Spine Part Length,2,3,1,100000002,610000002903,
0.282169,0.118701,0,µm,Spine,Spine Part Length,2,3,1,100000002,610000002904,
0.211423,0.154644,0,µm,Spine,Spine Part Length,3,1,1,100000000,610000002873,
0.205399,0.0867356,0.145678,µm,Spine,Spine Part Length,3,2,1,100000002,610000002628,
0.31104,0.08125,0,µm,Spine,Spine Part Length,4,2,1,100000001,610000002532,
0.271325,0.112988,0,µm,Spine,Spine Part Length,4,2,1,100000001,610000002636,
0.22364,0.145996,0,µm,Spine,Spine Part Length,4,2,1,100000001,610000002659,
0.314254,0.155531,0,µm,Spine,Spine Part Length,4,4,1,100000002,610000002742,
0.334728,0.193766,0,µm,Spine,Spine Part Length,4,4,1,100000002,610000002902,
0.296634,0.08125,0,µm,Spine,Spine Part Length,5,3,1,100000001,610000002729,
0.236373,0.08125,0,µm,Spine,Spine Part Length,5,3,1,100000000,610000002731,
0.263091,0.105167,0,µm,Spine,Spine Part Length,5,3,1,100000000,610000002871,
0.332645,0.0914062,0,µm,Spine,Spine Part Length,5,3,1,100000000,610000002872,
0.248694,0.147853,0,µm,Spine,Spine Part Length,5,4,1,100000002,610000002745,
0.271671,0.120398,0,µm,Spine,Spine Part Length,5,4,1,100000000,610000002869,
0.301117,0.133496,0,µm,Spine,Spine Part Length,5,4,1,100000000,610000002870,
0.383393,0.212849,0,µm,Spine,Spine Part Length,5,4,1,100000001,610000002888,
0.194516,0.12258,0,µm,Spine,Spine Part Length,6,2,1,100000001,610000002880,
0.317023,0.22088,0.105219,µm,Spine,Spine Part Length,6,3,1,100000000,610000002572,
0.327762,0.233526,0.213716,µm,Spine,Spine Part Length,6,3,1,100000000,610000002592,
0.490678,0.08125,0,µm,Spine,Spine Part Length,6,3,1,100000000,610000002747,
0.215296,0.130129,0.101986,µm,Spine,Spine Part Length,6,3,1,100000000,610000002755,
0.305947,0.173588,0,µm,Spine,Spine Part Length,6,3,1,100000000,610000002865,
0.303875,0.108421,0,µm,Spine,Spine Part Length,6,3,1,100000000,610000002866,
0.25993,0.195096,0,µm,Spine,Spine Part Length,6,3,1,100000000,610000002867,
0.31551,0.110434,0,µm,Spine,Spine Part Length,6,3,1,100000001,610000002878,
0.258209,0.13181,0,µm,Spine,Spine Part Length,6,3,1,100000002,610000002900,
0.261188,0.177114,0,µm,Spine,Spine Part Length,6,3,1,100000002,610000002901,
0.266477,0.118898,0,µm,Spine,Spine Part Length,6,4,1,100000000,610000002868,
0.283592,0.08125,0,µm,Spine,Spine Part Length,6,5,1,100000001,610000002879,
0.185377,0.1625,0,µm,Spine,Spine Part Length,6,6,1,100000002,610000002749,
0.27611,0.246261,0,µm,Spine,Spine Part Length,7,3,1,100000000,610000002864,
0.245428,0.138379,0,µm,Spine,Spine Part Length,7,4,1,100000002,610000002899,
0.193173,0.121875,0,µm,Spine,Spine Part Length,8,5,1,100000002,610000002816,
0.208864,0.116797,0,µm,Spine,Spine Part Length,8,5,1,100000002,610000002898,
0.218304,0.114219,0,µm,Spine,Spine Part Length,9,3,1,100000000,610000002863,
0.265392,0.115116,0,µm,Spine,Spine Part Length,9,4,1,100000000,610000002630,
