
Spine Center Intensity Mean Ch=1 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
5.25,,Spine,1,10,Image 1,4,1,100000000,610000002522,
6.25,,Spine,1,2,Image 1,2,1,100000001,610000002525,
14.5,,Spine,1,1,Image 1,1,1,100000001,610000002530,
1,,Spine,1,4,Image 1,2,1,100000001,610000002532,
3.75,,Spine,1,1,Image 1,1,1,100000001,610000002539,
9,,Spine,1,2,Image 1,1,1,100000001,610000002545,
12.3333,,Spine,1,1,Image 1,1,1,100000001,610000002553,
3.5,,Spine,1,2,Image 1,2,1,100000001,610000002558,
1.14286,,Spine,1,0,Image 1,1,1,100000001,610000002564,
10.25,,Spine,1,2,Image 1,2,1,100000001,610000002567,
1.16667,,Spine,1,6,Image 1,3,1,100000000,610000002572,
26.5,,Spine,1,2,Image 1,2,1,100000001,610000002575,
10.375,,Spine,1,1,Image 1,1,1,100000001,610000002582,
4.2,,Spine,1,14,Image 1,7,1,100000000,610000002586,
1.42857,,Spine,1,6,Image 1,3,1,100000000,610000002592,
5.14286,,Spine,1,2,Image 1,2,1,100000000,610000002598,
1.6,,Spine,1,2,Image 1,2,1,100000002,610000002603,
8.85714,,Spine,1,1,Image 1,1,1,100000001,610000002609,
6.33333,,Spine,1,1,Image 1,1,1,100000001,610000002614,
6.81818,,Spine,1,1,Image 1,2,1,100000000,610000002624,
2,,Spine,1,3,Image 1,2,1,100000002,610000002628,
4,,Spine,1,9,Image 1,4,1,100000000,610000002630,
2,,Spine,1,2,Image 1,2,1,100000002,610000002634,
10.3333,,Spine,1,4,Image 1,2,1,100000001,610000002636,
2,,Spine,1,10,Image 1,4,1,100000000,610000002638,
5.125,,Spine,1,0,Image 1,1,1,100000000,610000002645,
5.7,,Spine,1,1,Image 1,2,1,100000000,610000002654,
6.25,,Spine,1,2,Image 1,2,1,100000000,610000002657,
12,,Spine,1,4,Image 1,2,1,100000001,610000002659,
7.2,,Spine,1,1,Image 1,2,1,100000000,610000002668,
6.625,,Spine,1,1,Image 1,2,1,100000000,610000002676,
2.5,,Spine,1,0,Image 1,1,1,100000001,610000002679,
2.5,,Spine,1,0,Image 1,1,1,100000001,610000002681,
11.75,,Spine,1,2,Image 1,1,1,100000001,610000002684,
4.33333,,Spine,1,1,Image 1,1,1,100000001,610000002686,
4.66667,,Spine,1,3,Image 1,1,1,100000000,610000002689,
25,,Spine,1,2,Image 1,2,1,100000001,610000002691,
4.71429,,Spine,1,0,Image 1,1,1,100000000,610000002697,
5.5,,Spine,1,1,Image 1,1,1,100000001,610000002700,
2,,Spine,1,2,Image 1,2,1,100000002,610000002704,
6.85714,,Spine,1,1,Image 1,2,1,100000000,610000002710,
4.75,,Spine,1,2,Image 1,2,1,100000000,610000002714,
6.33333,,Spine,1,1,Image 1,2,1,100000000,610000002722,
2.66667,,Spine,1,2,Image 1,2,1,100000002,610000002725,
3,,Spine,1,0,Image 1,1,1,100000002,610000002727,
2.33333,,Spine,1,5,Image 1,3,1,100000001,610000002729,
1,,Spine,1,5,Image 1,3,1,100000000,610000002731,
7.33333,,Spine,1,1,Image 1,2,1,100000000,610000002736,
1.5,,Spine,1,2,Image 1,2,1,100000002,610000002740,
0.666667,,Spine,1,4,Image 1,4,1,100000002,610000002742,
1.33333,,Spine,1,5,Image 1,4,1,100000002,610000002745,
0.333333,,Spine,1,6,Image 1,3,1,100000000,610000002747,
9.33333,,Spine,1,6,Image 1,6,1,100000002,610000002749,
3,,Spine,1,0,Image 1,1,1,100000001,610000002752,
0.75,,Spine,1,6,Image 1,3,1,100000000,610000002755,
6.66667,,Spine,1,1,Image 1,2,1,100000000,610000002760,
4.5,,Spine,1,3,Image 1,1,1,100000000,610000002763,
2.8,,Spine,1,0,Image 1,1,1,100000000,610000002767,
2.33333,,Spine,1,2,Image 1,2,1,100000002,610000002771,
3,,Spine,1,2,Image 1,2,1,100000002,610000002774,
16.3333,,Spine,1,2,Image 1,1,1,100000001,610000002777,
2.33333,,Spine,1,14,Image 1,6,1,100000000,610000002779,
4.25,,Spine,1,0,Image 1,1,1,100000000,610000002783,
2.66667,,Spine,1,14,Image 1,6,1,100000000,610000002785,
7.5,,Spine,1,2,Image 1,2,1,100000002,610000002791,
2,,Spine,1,0,Image 1,1,1,100000000,610000002793,
7.2,,Spine,1,1,Image 1,2,1,100000000,610000002797,
1,,Spine,1,2,Image 1,2,1,100000002,610000002800,
5.5,,Spine,1,2,Image 1,2,1,100000002,610000002807,
2.5,,Spine,1,2,Image 1,2,1,100000002,610000002810,
2.66667,,Spine,1,0,Image 1,1,1,100000000,610000002812,
1.33333,,Spine,1,8,Image 1,5,1,100000002,610000002816,
3,,Spine,1,0,Image 1,1,1,100000001,610000002818,
9.5,,Spine,1,1,Image 1,2,1,100000000,610000002825,
2.5,,Spine,1,14,Image 1,7,1,100000000,610000002855,
2.5,,Spine,1,14,Image 1,6,1,100000000,610000002856,
1.5,,Spine,1,14,Image 1,6,1,100000000,610000002857,
1.5,,Spine,1,13,Image 1,6,1,100000000,610000002858,
2,,Spine,1,13,Image 1,6,1,100000000,610000002859,
2.5,,Spine,1,12,Image 1,5,1,100000000,610000002860,
4,,Spine,1,10,Image 1,4,1,100000000,610000002861,
15.5,,Spine,1,10,Image 1,4,1,100000000,610000002862,
0.5,,Spine,1,9,Image 1,3,1,100000000,610000002863,
3,,Spine,1,7,Image 1,3,1,100000000,610000002864,
