
Spine Intensity Min Ch=1 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,1,10,Image 1,4,1,100000000,610000002522,
0,,Spine,1,2,Image 1,2,1,100000001,610000002525,
0,,Spine,1,1,Image 1,1,1,100000001,610000002530,
0,,Spine,1,4,Image 1,2,1,100000001,610000002532,
0,,Spine,1,1,Image 1,1,1,100000001,610000002539,
2,,Spine,1,2,Image 1,1,1,100000001,610000002545,
0,,Spine,1,1,Image 1,1,1,100000001,610000002553,
0,,Spine,1,2,Image 1,2,1,100000001,610000002558,
0,,Spine,1,0,Image 1,1,1,100000001,610000002564,
1,,Spine,1,2,Image 1,2,1,100000001,610000002567,
0,,Spine,1,6,Image 1,3,1,100000000,610000002572,
1,,Spine,1,2,Image 1,2,1,100000001,610000002575,
0,,Spine,1,1,Image 1,1,1,100000001,610000002582,
0,,Spine,1,14,Image 1,7,1,100000000,610000002586,
0,,Spine,1,6,Image 1,3,1,100000000,610000002592,
0,,Spine,1,2,Image 1,2,1,100000000,610000002598,
0,,Spine,1,2,Image 1,2,1,100000002,610000002603,
0,,Spine,1,1,Image 1,1,1,100000001,610000002609,
0,,Spine,1,1,Image 1,1,1,100000001,610000002614,
1,,Spine,1,1,Image 1,2,1,100000000,610000002624,
0,,Spine,1,3,Image 1,2,1,100000002,610000002628,
0,,Spine,1,9,Image 1,4,1,100000000,610000002630,
0,,Spine,1,2,Image 1,2,1,100000002,610000002634,
1,,Spine,1,4,Image 1,2,1,100000001,610000002636,
0,,Spine,1,10,Image 1,4,1,100000000,610000002638,
0,,Spine,1,0,Image 1,1,1,100000000,610000002645,
1,,Spine,1,1,Image 1,2,1,100000000,610000002654,
0,,Spine,1,2,Image 1,2,1,100000000,610000002657,
1,,Spine,1,4,Image 1,2,1,100000001,610000002659,
1,,Spine,1,1,Image 1,2,1,100000000,610000002668,
1,,Spine,1,1,Image 1,2,1,100000000,610000002676,
1,,Spine,1,0,Image 1,1,1,100000001,610000002679,
0,,Spine,1,0,Image 1,1,1,100000001,610000002681,
2,,Spine,1,2,Image 1,1,1,100000001,610000002684,
0,,Spine,1,1,Image 1,1,1,100000001,610000002686,
0,,Spine,1,3,Image 1,1,1,100000000,610000002689,
1,,Spine,1,2,Image 1,2,1,100000001,610000002691,
0,,Spine,1,0,Image 1,1,1,100000000,610000002697,
0,,Spine,1,1,Image 1,1,1,100000001,610000002700,
0,,Spine,1,2,Image 1,2,1,100000002,610000002704,
0,,Spine,1,1,Image 1,2,1,100000000,610000002710,
1,,Spine,1,2,Image 1,2,1,100000000,610000002714,
0,,Spine,1,1,Image 1,2,1,100000000,610000002722,
0,,Spine,1,2,Image 1,2,1,100000002,610000002725,
0,,Spine,1,0,Image 1,1,1,100000002,610000002727,
0,,Spine,1,5,Image 1,3,1,100000001,610000002729,
0,,Spine,1,5,Image 1,3,1,100000000,610000002731,
1,,Spine,1,1,Image 1,2,1,100000000,610000002736,
0,,Spine,1,2,Image 1,2,1,100000002,610000002740,
0,,Spine,1,4,Image 1,4,1,100000002,610000002742,
0,,Spine,1,5,Image 1,4,1,100000002,610000002745,
0,,Spine,1,6,Image 1,3,1,100000000,610000002747,
0,,Spine,1,6,Image 1,6,1,100000002,610000002749,
0,,Spine,1,0,Image 1,1,1,100000001,610000002752,
0,,Spine,1,6,Image 1,3,1,100000000,610000002755,
0,,Spine,1,1,Image 1,2,1,100000000,610000002760,
0,,Spine,1,3,Image 1,1,1,100000000,610000002763,
0,,Spine,1,0,Image 1,1,1,100000000,610000002767,
0,,Spine,1,2,Image 1,2,1,100000002,610000002771,
0,,Spine,1,2,Image 1,2,1,100000002,610000002774,
2,,Spine,1,2,Image 1,1,1,100000001,610000002777,
0,,Spine,1,14,Image 1,6,1,100000000,610000002779,
0,,Spine,1,0,Image 1,1,1,100000000,610000002783,
0,,Spine,1,14,Image 1,6,1,100000000,610000002785,
0,,Spine,1,2,Image 1,2,1,100000002,610000002791,
0,,Spine,1,0,Image 1,1,1,100000000,610000002793,
1,,Spine,1,1,Image 1,2,1,100000000,610000002797,
0,,Spine,1,2,Image 1,2,1,100000002,610000002800,
0,,Spine,1,2,Image 1,2,1,100000002,610000002807,
0,,Spine,1,2,Image 1,2,1,100000002,610000002810,
0,,Spine,1,0,Image 1,1,1,100000000,610000002812,
0,,Spine,1,8,Image 1,5,1,100000002,610000002816,
0,,Spine,1,0,Image 1,1,1,100000001,610000002818,
1,,Spine,1,1,Image 1,2,1,100000000,610000002825,
0,,Spine,1,14,Image 1,7,1,100000000,610000002855,
0,,Spine,1,14,Image 1,6,1,100000000,610000002856,
0,,Spine,1,14,Image 1,6,1,100000000,610000002857,
0,,Spine,1,13,Image 1,6,1,100000000,610000002858,
0,,Spine,1,13,Image 1,6,1,100000000,610000002859,
0,,Spine,1,12,Image 1,5,1,100000000,610000002860,
0,,Spine,1,10,Image 1,4,1,100000000,610000002861,
1,,Spine,1,10,Image 1,4,1,100000000,610000002862,
0,,Spine,1,9,Image 1,3,1,100000000,610000002863,
0,,Spine,1,7,Image 1,3,1,100000000,610000002864,
0,,Spine,1,6,Image 1,3,1,100000000,610000002865,
0,,Spine,1,6,Image 1,3,1,100000000,610000002866,
0,,Spine,1,6,Image 1,3,1,100000000,610000002867,
0,,Spine,1,6,Image 1,4,1,100000000,610000002868,
0,,Spine,1,5,Image 1,4,1,100000000,610000002869,
0,,Spine,1,5,Image 1,4,1,100000000,610000002870,
0,,Spine,1,5,Image 1,3,1,100000000,610000002871,
0,,Spine,1,5,Image 1,3,1,100000000,610000002872,
0,,Spine,1,3,Image 1,1,1,100000000,610000002873,
0,,Spine,1,6,Image 1,3,1,100000001,610000002878,
0,,Spine,1,6,Image 1,5,1,100000001,610000002879,
3,,Spine,1,6,Image 1,2,1,100000001,610000002880,
0,,Spine,1,2,Image 1,2,1,100000001,610000002881,
0,,Spine,1,2,Image 1,2,1,100000001,610000002882,
0,,Spine,1,1,Image 1,1,1,100000001,610000002883,
0,,Spine,1,5,Image 1,4,1,100000001,610000002888,
0,,Spine,1,2,Image 1,1,1,100000001,610000002889,
1,,Spine,1,2,Image 1,1,1,100000001,610000002890,
7,,Spine,1,1,Image 1,2,1,100000001,610000002891,
0,,Spine,1,0,Image 1,1,1,100000001,610000002892,
0,,Spine,1,0,Image 1,1,1,100000001,610000002893,
0,,Spine,1,0,Image 1,1,1,100000001,610000002894,
0,,Spine,1,0,Image 1,1,1,100000001,610000002895,
0,,Spine,1,0,Image 1,1,1,100000001,610000002896,
0,,Spine,1,8,Image 1,5,1,100000002,610000002898,
0,,Spine,1,7,Image 1,4,1,100000002,610000002899,
0,,Spine,1,6,Image 1,3,1,100000002,610000002900,
0,,Spine,1,6,Image 1,3,1,100000002,610000002901,
0,,Spine,1,4,Image 1,4,1,100000002,610000002902,
0,,Spine,1,2,Image 1,3,1,100000002,610000002903,
0,,Spine,1,2,Image 1,3,1,100000002,610000002904,
