
Spine Part Length Head
 ==================== 
Spine Part Length Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.185576,µm,Spine,Spine Part Length,10,4,1,100000000,610000002522,
0.0955157,µm,Spine,Spine Part Length,2,2,1,100000001,610000002525,
0.278535,µm,Spine,Spine Part Length,1,1,1,100000001,610000002530,
0.08125,µm,Spine,Spine Part Length,4,2,1,100000001,610000002532,
0.284853,µm,Spine,Spine Part Length,1,1,1,100000001,610000002539,
0.185019,µm,Spine,Spine Part Length,2,1,1,100000001,610000002545,
0.280943,µm,Spine,Spine Part Length,1,1,1,100000001,610000002553,
0.201343,µm,Spine,Spine Part Length,2,2,1,100000001,610000002558,
0.23011,µm,Spine,Spine Part Length,0,1,1,100000001,610000002564,
0.0875703,µm,Spine,Spine Part Length,2,2,1,100000001,610000002567,
0.22088,µm,Spine,Spine Part Length,6,3,1,100000000,610000002572,
0.0851561,µm,Spine,Spine Part Length,2,2,1,100000001,610000002575,
0.208594,µm,Spine,Spine Part Length,1,1,1,100000001,610000002582,
0.17212,µm,Spine,Spine Part Length,14,7,1,100000000,610000002586,
0.233526,µm,Spine,Spine Part Length,6,3,1,100000000,610000002592,
0.234741,µm,Spine,Spine Part Length,2,2,1,100000000,610000002598,
0.52954,µm,Spine,Spine Part Length,2,2,1,100000002,610000002603,
0.224337,µm,Spine,Spine Part Length,1,1,1,100000001,610000002609,
0.370914,µm,Spine,Spine Part Length,1,1,1,100000001,610000002614,
0.302247,µm,Spine,Spine Part Length,1,2,1,100000000,610000002624,
0.0867356,µm,Spine,Spine Part Length,3,2,1,100000002,610000002628,
0.115116,µm,Spine,Spine Part Length,9,4,1,100000000,610000002630,
0.345313,µm,Spine,Spine Part Length,2,2,1,100000002,610000002634,
0.112988,µm,Spine,Spine Part Length,4,2,1,100000001,610000002636,
0.08125,µm,Spine,Spine Part Length,10,4,1,100000000,610000002638,
0.270986,µm,Spine,Spine Part Length,0,1,1,100000000,610000002645,
0.446647,µm,Spine,Spine Part Length,1,2,1,100000000,610000002654,
0.0864956,µm,Spine,Spine Part Length,2,2,1,100000000,610000002657,
0.145996,µm,Spine,Spine Part Length,4,2,1,100000001,610000002659,
0.455444,µm,Spine,Spine Part Length,1,2,1,100000000,610000002668,
0.284127,µm,Spine,Spine Part Length,1,2,1,100000000,610000002676,
0.08125,µm,Spine,Spine Part Length,0,1,1,100000001,610000002679,
0.155738,µm,Spine,Spine Part Length,0,1,1,100000001,610000002681,
0.103794,µm,Spine,Spine Part Length,2,1,1,100000001,610000002684,
0.166309,µm,Spine,Spine Part Length,1,1,1,100000001,610000002686,
0.197165,µm,Spine,Spine Part Length,14,7,1,100000000,610000002689,
0.121306,µm,Spine,Spine Part Length,2,2,1,100000001,610000002691,
0.341821,µm,Spine,Spine Part Length,0,1,1,100000000,610000002697,
0.135646,µm,Spine,Spine Part Length,1,1,1,100000001,610000002700,
0.372234,µm,Spine,Spine Part Length,2,2,1,100000002,610000002704,
0.245118,µm,Spine,Spine Part Length,1,2,1,100000000,610000002710,
0.134435,µm,Spine,Spine Part Length,2,2,1,100000000,610000002714,
0.404846,µm,Spine,Spine Part Length,1,2,1,100000000,610000002722,
0.242011,µm,Spine,Spine Part Length,2,2,1,100000002,610000002725,
0.155193,µm,Spine,Spine Part Length,0,1,1,100000002,610000002727,
0.08125,µm,Spine,Spine Part Length,5,3,1,100000001,610000002729,
0.08125,µm,Spine,Spine Part Length,5,3,1,100000000,610000002731,
0.302612,µm,Spine,Spine Part Length,1,2,1,100000000,610000002736,
0.275356,µm,Spine,Spine Part Length,2,2,1,100000002,610000002740,
0.155531,µm,Spine,Spine Part Length,4,4,1,100000002,610000002742,
0.147853,µm,Spine,Spine Part Length,5,4,1,100000002,610000002745,
0.08125,µm,Spine,Spine Part Length,6,3,1,100000000,610000002747,
0.1625,µm,Spine,Spine Part Length,6,6,1,100000002,610000002749,
0.254568,µm,Spine,Spine Part Length,0,1,1,100000001,610000002752,
0.130129,µm,Spine,Spine Part Length,6,3,1,100000000,610000002755,
0.256698,µm,Spine,Spine Part Length,1,2,1,100000000,610000002760,
0.199181,µm,Spine,Spine Part Length,14,7,1,100000000,610000002763,
0.377727,µm,Spine,Spine Part Length,0,1,1,100000000,610000002767,
0.444814,µm,Spine,Spine Part Length,2,2,1,100000002,610000002771,
0.372234,µm,Spine,Spine Part Length,2,2,1,100000002,610000002774,
0.117573,µm,Spine,Spine Part Length,2,1,1,100000001,610000002777,
0.124954,µm,Spine,Spine Part Length,14,6,1,100000000,610000002779,
0.183217,µm,Spine,Spine Part Length,0,1,1,100000000,610000002783,
0.109791,µm,Spine,Spine Part Length,14,6,1,100000000,610000002785,
0.348169,µm,Spine,Spine Part Length,2,2,1,100000002,610000002791,
0.250728,µm,Spine,Spine Part Length,0,1,1,100000000,610000002793,
0.239359,µm,Spine,Spine Part Length,1,2,1,100000000,610000002797,
0.275356,µm,Spine,Spine Part Length,2,2,1,100000002,610000002800,
0.227283,µm,Spine,Spine Part Length,2,2,1,100000002,610000002807,
0.195299,µm,Spine,Spine Part Length,2,2,1,100000002,610000002810,
0.185658,µm,Spine,Spine Part Length,0,1,1,100000000,610000002812,
0.121875,µm,Spine,Spine Part Length,8,5,1,100000002,610000002816,
0.124214,µm,Spine,Spine Part Length,0,1,1,100000001,610000002818,
0.138063,µm,Spine,Spine Part Length,1,2,1,100000000,610000002825,
0.161381,µm,Spine,Spine Part Length,14,7,1,100000000,610000002855,
0.170044,µm,Spine,Spine Part Length,14,6,1,100000000,610000002856,
0.192172,µm,Spine,Spine Part Length,14,6,1,100000000,610000002857,
0.179004,µm,Spine,Spine Part Length,13,6,1,100000000,610000002858,
0.16794,µm,Spine,Spine Part Length,13,6,1,100000000,610000002859,
0.312279,µm,Spine,Spine Part Length,12,5,1,100000000,610000002860,
0.121875,µm,Spine,Spine Part Length,10,4,1,100000000,610000002861,
0.174118,µm,Spine,Spine Part Length,10,4,1,100000000,610000002862,
0.114219,µm,Spine,Spine Part Length,9,3,1,100000000,610000002863,
0.246261,µm,Spine,Spine Part Length,7,3,1,100000000,610000002864,
0.173588,µm,Spine,Spine Part Length,6,3,1,100000000,610000002865,
0.108421,µm,Spine,Spine Part Length,6,3,1,100000000,610000002866,
0.195096,µm,Spine,Spine Part Length,6,3,1,100000000,610000002867,
0.118898,µm,Spine,Spine Part Length,6,4,1,100000000,610000002868,
0.120398,µm,Spine,Spine Part Length,5,4,1,100000000,610000002869,
0.133496,µm,Spine,Spine Part Length,5,4,1,100000000,610000002870,
0.105167,µm,Spine,Spine Part Length,5,3,1,100000000,610000002871,
0.0914062,µm,Spine,Spine Part Length,5,3,1,100000000,610000002872,
0.154644,µm,Spine,Spine Part Length,3,1,1,100000000,610000002873,
0.110434,µm,Spine,Spine Part Length,6,3,1,100000001,610000002878,
0.08125,µm,Spine,Spine Part Length,6,5,1,100000001,610000002879,
0.12258,µm,Spine,Spine Part Length,6,2,1,100000001,610000002880,
