
Segment Intensity StdDev Ch=4 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
34.1656,,Segment,4,7,Image 1,5,1,100000002,510000000200,
43.0328,,Segment,4,6,Image 1,4,1,100000002,510000000228,
40.7902,,Segment,4,4,Image 1,3,1,100000002,510000000236,
31.7213,,Segment,4,3,Image 1,2,1,100000002,510000000250,
32.0609,,Segment,4,2,Image 1,2,1,100000002,510000000253,
26.3209,,Segment,4,1,Image 1,2,1,100000002,510000000269,
13.6976,,Segment,4,0,Image 1,1,1,100000002,510000000284,
1.77776,,Segment,4,15,Image 1,8,1,100000000,510000000320,
27.8295,,Segment,4,14,Image 1,7,1,100000000,510000000343,
39.3871,,Segment,4,13,Image 1,6,1,100000000,510000000359,
43.9829,,Segment,4,10,Image 1,4,1,100000000,510000000388,
28.8598,,Segment,4,9,Image 1,3,1,100000000,510000000396,
25.6315,,Segment,4,8,Image 1,3,1,100000000,510000000398,
26.4357,,Segment,4,7,Image 1,3,1,100000000,510000000401,
33.343,,Segment,4,6,Image 1,3,1,100000000,510000000430,
17.2722,,Segment,4,5,Image 1,3,1,100000000,510000000435,
8.22601,,Segment,4,4,Image 1,3,1,100000000,510000000493,
0,,Segment,4,3,Image 1,3,1,100000000,510000000498,
20.0553,,Segment,4,2,Image 1,2,1,100000000,510000000501,
24.2231,,Segment,4,1,Image 1,2,1,100000000,510000000520,
17.7146,,Segment,4,0,Image 1,1,1,100000000,510000000543,
2.11001,,Segment,4,15,Image 1,7,1,100000000,510000000598,
0,,Segment,4,8,Image 1,5,1,100000001,510000000633,
0,,Segment,4,7,Image 1,4,1,100000001,510000000639,
30.2961,,Segment,4,6,Image 1,4,1,100000001,510000000643,
25.9017,,Segment,4,5,Image 1,3,1,100000001,510000000645,
28.9246,,Segment,4,4,Image 1,3,1,100000001,510000000648,
26.2542,,Segment,4,3,Image 1,2,1,100000001,510000000650,
28.3911,,Segment,4,1,Image 1,2,1,100000001,510000000696,
20.9724,,Segment,4,0,Image 1,1,1,100000001,510000000710,
31.5005,,Segment,4,15,Image 1,7,1,100000000,510000000778,
27.0238,,Segment,4,14,Image 1,6,1,100000000,510000000788,
43.1715,,Segment,4,12,Image 1,6,1,100000000,510000000792,
44.4149,,Segment,4,12,Image 1,6,1,100000000,510000000795,
41.3099,,Segment,4,12,Image 1,5,1,100000000,510000000797,
41.8787,,Segment,4,13,Image 1,5,1,100000000,510000000799,
44.3373,,Segment,4,11,Image 1,4,1,100000000,510000000801,
12.3826,,Segment,4,0,Image 1,1,1,100000002,510000000819,
33.5301,,Segment,4,9,Image 1,4,1,100000000,510000000851,
27.1625,,Segment,4,11,Image 1,3,1,100000000,510000000854,
30.6911,,Segment,4,11,Image 1,4,1,100000000,510000000859,
29.7049,,Segment,4,8,Image 1,4,1,100000000,510000000862,
21.5429,,Segment,4,7,Image 1,4,1,100000000,510000000864,
21.6769,,Segment,4,6,Image 1,4,1,100000000,510000000868,
14.1003,,Segment,4,5,Image 1,4,1,100000000,510000000872,
0,,Segment,4,7,Image 1,5,1,100000001,510000000891,
6.90041,,Segment,4,2,Image 1,3,1,100000001,510000000917,
21.3065,,Segment,4,6,Image 1,3,1,100000000,510000000942,
17.0923,,Segment,4,5,Image 1,3,1,100000000,510000000979,
19.7495,,Segment,4,4,Image 1,3,1,100000000,510000001025,
0,,Segment,4,3,Image 1,3,1,100000000,510000001047,
21.9738,,Segment,4,2,Image 1,3,1,100000000,510000001051,
18.3637,,Segment,4,6,Image 1,4,1,100000000,510000001053,
19.5336,,Segment,4,5,Image 1,4,1,100000000,510000001067,
0,,Segment,4,8,Image 1,4,1,100000001,510000001077,
