
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
151,,Segment,2,7,Image 1,5,1,100000002,510000000200,
171,,Segment,2,6,Image 1,4,1,100000002,510000000228,
171,,Segment,2,4,Image 1,3,1,100000002,510000000236,
146,,Segment,2,3,Image 1,2,1,100000002,510000000250,
127,,Segment,2,2,Image 1,2,1,100000002,510000000253,
127,,Segment,2,1,Image 1,2,1,100000002,510000000269,
78,,Segment,2,0,Image 1,1,1,100000002,510000000284,
24,,Segment,2,15,Image 1,8,1,100000000,510000000320,
125,,Segment,2,14,Image 1,7,1,100000000,510000000343,
166,,Segment,2,13,Image 1,6,1,100000000,510000000359,
172,,Segment,2,10,Image 1,4,1,100000000,510000000388,
132,,Segment,2,9,Image 1,3,1,100000000,510000000396,
132,,Segment,2,8,Image 1,3,1,100000000,510000000398,
127,,Segment,2,7,Image 1,3,1,100000000,510000000401,
155,,Segment,2,6,Image 1,3,1,100000000,510000000430,
89,,Segment,2,5,Image 1,3,1,100000000,510000000435,
72,,Segment,2,4,Image 1,3,1,100000000,510000000493,
13,,Segment,2,3,Image 1,3,1,100000000,510000000498,
69,,Segment,2,2,Image 1,2,1,100000000,510000000501,
128,,Segment,2,1,Image 1,2,1,100000000,510000000520,
128,,Segment,2,0,Image 1,1,1,100000000,510000000543,
37,,Segment,2,15,Image 1,7,1,100000000,510000000598,
59,,Segment,2,8,Image 1,5,1,100000001,510000000633,
10,,Segment,2,7,Image 1,4,1,100000001,510000000639,
112,,Segment,2,6,Image 1,4,1,100000001,510000000643,
121,,Segment,2,5,Image 1,3,1,100000001,510000000645,
121,,Segment,2,4,Image 1,3,1,100000001,510000000648,
116,,Segment,2,3,Image 1,2,1,100000001,510000000650,
96,,Segment,2,1,Image 1,2,1,100000001,510000000696,
133,,Segment,2,0,Image 1,1,1,100000001,510000000710,
173,,Segment,2,15,Image 1,7,1,100000000,510000000778,
125,,Segment,2,14,Image 1,6,1,100000000,510000000788,
172,,Segment,2,12,Image 1,6,1,100000000,510000000792,
172,,Segment,2,12,Image 1,6,1,100000000,510000000795,
172,,Segment,2,12,Image 1,5,1,100000000,510000000797,
166,,Segment,2,13,Image 1,5,1,100000000,510000000799,
172,,Segment,2,11,Image 1,4,1,100000000,510000000801,
49,,Segment,2,0,Image 1,1,1,100000002,510000000819,
132,,Segment,2,9,Image 1,4,1,100000000,510000000851,
121,,Segment,2,11,Image 1,3,1,100000000,510000000854,
136,,Segment,2,11,Image 1,4,1,100000000,510000000859,
127,,Segment,2,8,Image 1,4,1,100000000,510000000862,
97,,Segment,2,7,Image 1,4,1,100000000,510000000864,
89,,Segment,2,6,Image 1,4,1,100000000,510000000868,
62,,Segment,2,5,Image 1,4,1,100000000,510000000872,
69,,Segment,2,7,Image 1,5,1,100000001,510000000891,
52,,Segment,2,2,Image 1,3,1,100000001,510000000917,
94,,Segment,2,6,Image 1,3,1,100000000,510000000942,
80,,Segment,2,5,Image 1,3,1,100000000,510000000979,
80,,Segment,2,4,Image 1,3,1,100000000,510000001025,
52,,Segment,2,3,Image 1,3,1,100000000,510000001047,
69,,Segment,2,2,Image 1,3,1,100000000,510000001051,
67,,Segment,2,6,Image 1,4,1,100000000,510000001053,
85,,Segment,2,5,Image 1,4,1,100000000,510000001067,
48,,Segment,2,8,Image 1,4,1,100000001,510000001077,
72,,Segment,2,2,Image 1,2,1,100000000,510000001091,
128,,Segment,2,1,Image 1,1,1,100000000,510000001105,
86,,Segment,2,3,Image 1,3,1,100000001,510000001123,
12,,Segment,2,4,Image 1,4,1,100000000,510000001129,
38,,Segment,2,1,Image 1,1,1,100000002,510000001151,
78,,Segment,2,0,Image 1,1,1,100000002,510000001166,
61,,Segment,2,1,Image 1,2,1,100000002,510000001193,
21,,Segment,2,3,Image 1,4,1,100000000,510000001221,
47,,Segment,2,6,Image 1,5,1,100000001,510000001225,
121,,Segment,2,5,Image 1,4,1,100000001,510000001233,
110,,Segment,2,6,Image 1,4,1,100000001,510000001239,
112,,Segment,2,6,Image 1,3,1,100000001,510000001247,
116,,Segment,2,4,Image 1,2,1,100000001,510000001257,
13,,Segment,2,4,Image 1,4,1,100000000,510000001277,
66,,Segment,2,3,Image 1,2,1,100000000,510000001297,
84,,Segment,2,6,Image 1,3,1,100000001,510000001304,
122,,Segment,2,5,Image 1,2,1,100000001,510000001308,
115,,Segment,2,4,Image 1,2,1,100000001,510000001345,
109,,Segment,2,3,Image 1,1,1,100000001,510000001371,
109,,Segment,2,2,Image 1,1,1,100000001,510000001423,
102,,Segment,2,1,Image 1,1,1,100000001,510000001446,
95,,Segment,2,6,Image 1,2,1,100000001,510000001457,
122,,Segment,2,6,Image 1,4,1,100000001,510000001468,
122,,Segment,2,6,Image 1,3,1,100000001,510000001473,
115,,Segment,2,5,Image 1,3,1,100000001,510000001476,
100,,Segment,2,7,Image 1,4,1,100000001,510000001491,
123,,Segment,2,6,Image 1,4,1,100000001,510000001502,
123,,Segment,2,5,Image 1,3,1,100000001,510000001504,
114,,Segment,2,4,Image 1,3,1,100000001,510000001506,
83,,Segment,2,3,Image 1,2,1,100000001,510000001531,
84,,Segment,2,2,Image 1,1,1,100000001,510000001578,
88,,Segment,2,1,Image 1,1,1,100000001,510000001588,
99,,Segment,2,0,Image 1,1,1,100000001,510000001591,
123,,Segment,2,6,Image 1,3,1,100000001,510000001610,
100,,Segment,2,7,Image 1,5,1,100000001,510000001616,
114,,Segment,2,5,Image 1,4,1,100000001,510000001629,
83,,Segment,2,4,Image 1,2,1,100000001,510000001636,
162,,Segment,2,8,Image 1,4,1,100000002,510000001645,
161,,Segment,2,7,Image 1,4,1,100000002,510000001651,
173,,Segment,2,8,Image 1,5,1,100000002,510000001656,
142,,Segment,2,8,Image 1,6,1,100000002,510000001658,
172,,Segment,2,8,Image 1,5,1,100000002,510000001662,
120,,Segment,2,6,Image 1,5,1,100000002,510000001668,
151,,Segment,2,5,Image 1,4,1,100000002,510000001673,
151,,Segment,2,4,Image 1,4,1,100000002,510000001708,
145,,Segment,2,3,Image 1,3,1,100000002,510000001710,
137,,Segment,2,2,Image 1,3,1,100000002,510000001722,
92,,Segment,2,6,Image 1,6,1,100000002,510000001727,
151,,Segment,2,5,Image 1,5,1,100000002,510000001731,
120,,Segment,2,6,Image 1,4,1,100000002,510000001733,
200,,Segment,2,6,Image 1,5,1,100000002,510000001742,
171,,Segment,2,5,Image 1,4,1,100000002,510000001757,
186,,Segment,2,6,Image 1,3,1,100000002,510000001769,
110,,Segment,2,4,Image 1,2,1,100000002,510000001772,
145,,Segment,2,4,Image 1,3,1,100000002,510000001781,
118,,Segment,2,3,Image 1,4,1,100000002,510000001786,
102,,Segment,2,3,Image 1,3,1,100000002,510000001789,
81,,Segment,2,4,Image 1,1,1,100000001,510000001824,
80,,Segment,2,3,Image 1,2,1,100000002,510000001855,
71,,Segment,2,2,Image 1,2,1,100000002,510000001865,
71,,Segment,2,1,Image 1,1,1,100000002,510000001877,
77,,Segment,2,0,Image 1,1,1,100000002,510000001930,
109,,Segment,2,3,Image 1,2,1,100000001,510000001965,
112,,Segment,2,2,Image 1,2,1,100000001,510000002016,
81,,Segment,2,3,Image 1,3,1,100000002,510000002019,
80,,Segment,2,3,Image 1,1,1,100000001,510000002026,
74,,Segment,2,2,Image 1,1,1,100000002,510000002041,
107,,Segment,2,3,Image 1,1,1,100000002,510000002059,
107,,Segment,2,2,Image 1,1,1,100000002,510000002079,
107,,Segment,2,3,Image 1,2,1,100000002,510000002086,
64,,Segment,2,3,Image 1,2,1,100000000,510000002090,
72,,Segment,2,2,Image 1,1,1,100000000,510000002092,
72,,Segment,2,3,Image 1,1,1,100000000,510000002095,
61,,Segment,2,1,Image 1,2,1,100000002,510000002097,
63,,Segment,2,2,Image 1,2,1,100000002,510000002109,
141,,Segment,2,0,Image 1,1,1,100000000,510000002135,
