
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.501828,0.190999,0.290791,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002564,
0.371317,0.279058,0.366434,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002645,
0.1625,0.1625,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002679,
0.212598,0.311476,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002681,
0.371317,0.421504,0.366434,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002697,
0.272935,0.310386,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002727,
0.291233,0.509137,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002752,
0.480993,0.446778,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002767,
0.46756,0.366434,0.371317,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002783,
0.480993,0.501456,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002793,
0.46756,0.371317,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000002812,
0.354546,0.248428,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002818,
0.299609,0.299609,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002892,
0.213377,0.213377,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002893,
0.259732,0.259732,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002894,
0.299554,0.299554,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002895,
0.395951,0.422119,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002896,
0.367812,0.24375,0.310664,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002530,
0.332617,0.333807,0.415614,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002539,
0.367812,0.199235,0.25782,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002553,
0.367812,0.199235,0.25782,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002582,
0.367812,0.235371,0.269502,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002609,
0.338222,0.376498,0.271292,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002614,
0.524368,0.332617,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002686,
0.524368,0.271292,0.338222,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002700,
0.412936,0.412936,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000002883,
