
Spine Length
 ==================== 
Spine Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.953008,µm,Spine,10,4,1,100000000,610000002522,
0.390342,µm,Spine,2,2,1,100000001,610000002525,
0.891575,µm,Spine,1,1,1,100000001,610000002530,
0.39229,µm,Spine,4,2,1,100000001,610000002532,
1.01258,µm,Spine,1,1,1,100000001,610000002539,
0.716073,µm,Spine,2,1,1,100000001,610000002545,
0.802264,µm,Spine,1,1,1,100000001,610000002553,
0.735318,µm,Spine,2,2,1,100000001,610000002558,
0.663759,µm,Spine,0,1,1,100000001,610000002564,
0.649527,µm,Spine,2,2,1,100000001,610000002567,
0.643123,µm,Spine,6,3,1,100000000,610000002572,
0.678678,µm,Spine,2,2,1,100000001,610000002575,
0.810614,µm,Spine,1,1,1,100000001,610000002582,
0.482276,µm,Spine,14,7,1,100000000,610000002586,
0.775004,µm,Spine,6,3,1,100000000,610000002592,
0.833449,µm,Spine,2,2,1,100000000,610000002598,
0.701391,µm,Spine,2,2,1,100000002,610000002603,
0.727487,µm,Spine,1,1,1,100000001,610000002609,
0.662648,µm,Spine,1,1,1,100000001,610000002614,
1.11693,µm,Spine,1,2,1,100000000,610000002624,
0.437812,µm,Spine,3,2,1,100000002,610000002628,
0.380508,µm,Spine,9,4,1,100000000,610000002630,
0.553427,µm,Spine,2,2,1,100000002,610000002634,
0.384313,µm,Spine,4,2,1,100000001,610000002636,
0.313146,µm,Spine,10,4,1,100000000,610000002638,
0.884595,µm,Spine,0,1,1,100000000,610000002645,
1.27232,µm,Spine,1,2,1,100000000,610000002654,
0.59585,µm,Spine,2,2,1,100000000,610000002657,
0.369636,µm,Spine,4,2,1,100000001,610000002659,
1.23514,µm,Spine,1,2,1,100000000,610000002668,
0.924068,µm,Spine,1,2,1,100000000,610000002676,
0.172083,µm,Spine,0,1,1,100000001,610000002679,
0.216831,µm,Spine,0,1,1,100000001,610000002681,
0.471479,µm,Spine,2,1,1,100000001,610000002684,
0.452201,µm,Spine,1,1,1,100000001,610000002686,
0.347376,µm,Spine,14,7,1,100000000,610000002689,
0.498548,µm,Spine,2,2,1,100000001,610000002691,
0.816364,µm,Spine,0,1,1,100000000,610000002697,
0.39814,µm,Spine,1,1,1,100000001,610000002700,
0.790961,µm,Spine,2,2,1,100000002,610000002704,
0.747122,µm,Spine,1,2,1,100000000,610000002710,
0.623117,µm,Spine,2,2,1,100000000,610000002714,
1.07872,µm,Spine,1,2,1,100000000,610000002722,
0.26117,µm,Spine,2,2,1,100000002,610000002725,
0.442382,µm,Spine,0,1,1,100000002,610000002727,
0.377884,µm,Spine,5,3,1,100000001,610000002729,
0.317623,µm,Spine,5,3,1,100000000,610000002731,
0.789812,µm,Spine,1,2,1,100000000,610000002736,
0.222424,µm,Spine,2,2,1,100000002,610000002740,
0.469785,µm,Spine,4,4,1,100000002,610000002742,
0.396547,µm,Spine,5,4,1,100000002,610000002745,
0.571928,µm,Spine,6,3,1,100000000,610000002747,
0.347877,µm,Spine,6,6,1,100000002,610000002749,
0.245028,µm,Spine,0,1,1,100000001,610000002752,
0.447412,µm,Spine,6,3,1,100000000,610000002755,
0.697092,µm,Spine,1,2,1,100000000,610000002760,
0.185405,µm,Spine,14,7,1,100000000,610000002763,
0.616649,µm,Spine,0,1,1,100000000,610000002767,
0.515149,µm,Spine,2,2,1,100000002,610000002771,
0.483856,µm,Spine,2,2,1,100000002,610000002774,
0.267815,µm,Spine,2,1,1,100000001,610000002777,
0.409385,µm,Spine,14,6,1,100000000,610000002779,
0.518898,µm,Spine,0,1,1,100000000,610000002783,
0.404709,µm,Spine,14,6,1,100000000,610000002785,
0.213663,µm,Spine,2,2,1,100000002,610000002791,
0.460757,µm,Spine,0,1,1,100000000,610000002793,
