
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4,,Segment,2,7,Image 1,5,1,100000002,510000000200,
29,,Segment,2,6,Image 1,4,1,100000002,510000000228,
8,,Segment,2,4,Image 1,3,1,100000002,510000000236,
15,,Segment,2,3,Image 1,2,1,100000002,510000000250,
4,,Segment,2,2,Image 1,2,1,100000002,510000000253,
17,,Segment,2,1,Image 1,2,1,100000002,510000000269,
6,,Segment,2,0,Image 1,1,1,100000002,510000000284,
14,,Segment,2,15,Image 1,8,1,100000000,510000000320,
24,,Segment,2,14,Image 1,7,1,100000000,510000000343,
17,,Segment,2,13,Image 1,6,1,100000000,510000000359,
28,,Segment,2,10,Image 1,4,1,100000000,510000000388,
9,,Segment,2,9,Image 1,3,1,100000000,510000000396,
3,,Segment,2,8,Image 1,3,1,100000000,510000000398,
4,,Segment,2,7,Image 1,3,1,100000000,510000000401,
30,,Segment,2,6,Image 1,3,1,100000000,510000000430,
6,,Segment,2,5,Image 1,3,1,100000000,510000000435,
59,,Segment,2,4,Image 1,3,1,100000000,510000000493,
6,,Segment,2,3,Image 1,3,1,100000000,510000000498,
4,,Segment,2,2,Image 1,2,1,100000000,510000000501,
20,,Segment,2,1,Image 1,2,1,100000000,510000000520,
24,,Segment,2,0,Image 1,1,1,100000000,510000000543,
4,,Segment,2,15,Image 1,7,1,100000000,510000000598,
36,,Segment,2,8,Image 1,5,1,100000001,510000000633,
7,,Segment,2,7,Image 1,4,1,100000001,510000000639,
5,,Segment,2,6,Image 1,4,1,100000001,510000000643,
3,,Segment,2,5,Image 1,3,1,100000001,510000000645,
4,,Segment,2,4,Image 1,3,1,100000001,510000000648,
3,,Segment,2,3,Image 1,2,1,100000001,510000000650,
46,,Segment,2,1,Image 1,2,1,100000001,510000000696,
14,,Segment,2,0,Image 1,1,1,100000001,510000000710,
7,,Segment,2,15,Image 1,7,1,100000000,510000000778,
11,,Segment,2,14,Image 1,6,1,100000000,510000000788,
4,,Segment,2,12,Image 1,6,1,100000000,510000000792,
3,,Segment,2,12,Image 1,6,1,100000000,510000000795,
3,,Segment,2,12,Image 1,5,1,100000000,510000000797,
3,,Segment,2,13,Image 1,5,1,100000000,510000000799,
3,,Segment,2,11,Image 1,4,1,100000000,510000000801,
16,,Segment,2,0,Image 1,1,1,100000002,510000000819,
17,,Segment,2,9,Image 1,4,1,100000000,510000000851,
4,,Segment,2,11,Image 1,3,1,100000000,510000000854,
5,,Segment,2,11,Image 1,4,1,100000000,510000000859,
3,,Segment,2,8,Image 1,4,1,100000000,510000000862,
3,,Segment,2,7,Image 1,4,1,100000000,510000000864,
5,,Segment,2,6,Image 1,4,1,100000000,510000000868,
5,,Segment,2,5,Image 1,4,1,100000000,510000000872,
20,,Segment,2,7,Image 1,5,1,100000001,510000000891,
27,,Segment,2,2,Image 1,3,1,100000001,510000000917,
26,,Segment,2,6,Image 1,3,1,100000000,510000000942,
38,,Segment,2,5,Image 1,3,1,100000000,510000000979,
47,,Segment,2,4,Image 1,3,1,100000000,510000001025,
23,,Segment,2,3,Image 1,3,1,100000000,510000001047,
5,,Segment,2,2,Image 1,3,1,100000000,510000001051,
3,,Segment,2,6,Image 1,4,1,100000000,510000001053,
15,,Segment,2,5,Image 1,4,1,100000000,510000001067,
11,,Segment,2,8,Image 1,4,1,100000001,510000001077,
15,,Segment,2,2,Image 1,2,1,100000000,510000001091,
15,,Segment,2,1,Image 1,1,1,100000000,510000001105,
19,,Segment,2,3,Image 1,3,1,100000001,510000001123,
7,,Segment,2,4,Image 1,4,1,100000000,510000001129,
23,,Segment,2,1,Image 1,1,1,100000002,510000001151,
10,,Segment,2,0,Image 1,1,1,100000002,510000001166,
28,,Segment,2,1,Image 1,2,1,100000002,510000001193,
29,,Segment,2,3,Image 1,4,1,100000000,510000001221,
5,,Segment,2,6,Image 1,5,1,100000001,510000001225,
9,,Segment,2,5,Image 1,4,1,100000001,510000001233,
7,,Segment,2,6,Image 1,4,1,100000001,510000001239,
9,,Segment,2,6,Image 1,3,1,100000001,510000001247,
11,,Segment,2,4,Image 1,2,1,100000001,510000001257,
6,,Segment,2,4,Image 1,4,1,100000000,510000001277,
21,,Segment,2,3,Image 1,2,1,100000000,510000001297,
8,,Segment,2,6,Image 1,3,1,100000001,510000001304,
5,,Segment,2,5,Image 1,2,1,100000001,510000001308,
38,,Segment,2,4,Image 1,2,1,100000001,510000001345,
27,,Segment,2,3,Image 1,1,1,100000001,510000001371,
53,,Segment,2,2,Image 1,1,1,100000001,510000001423,
24,,Segment,2,1,Image 1,1,1,100000001,510000001446,
12,,Segment,2,6,Image 1,2,1,100000001,510000001457,
12,,Segment,2,6,Image 1,4,1,100000001,510000001468,
5,,Segment,2,6,Image 1,3,1,100000001,510000001473,
4,,Segment,2,5,Image 1,3,1,100000001,510000001476,
16,,Segment,2,7,Image 1,4,1,100000001,510000001491,
12,,Segment,2,6,Image 1,4,1,100000001,510000001502,
3,,Segment,2,5,Image 1,3,1,100000001,510000001504,
3,,Segment,2,4,Image 1,3,1,100000001,510000001506,
26,,Segment,2,3,Image 1,2,1,100000001,510000001531,
48,,Segment,2,2,Image 1,1,1,100000001,510000001578,
11,,Segment,2,1,Image 1,1,1,100000001,510000001588,
3,,Segment,2,0,Image 1,1,1,100000001,510000001591,
20,,Segment,2,6,Image 1,3,1,100000001,510000001610,
7,,Segment,2,7,Image 1,5,1,100000001,510000001616,
14,,Segment,2,5,Image 1,4,1,100000001,510000001629,
8,,Segment,2,4,Image 1,2,1,100000001,510000001636,
10,,Segment,2,8,Image 1,4,1,100000002,510000001645,
7,,Segment,2,7,Image 1,4,1,100000002,510000001651,
