
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,13,6,1,100000000,610000002858,
0,µm,Spine,13,6,1,100000000,610000002859,
0,µm,Spine,12,5,1,100000000,610000002860,
0,µm,Spine,10,4,1,100000000,610000002861,
0,µm,Spine,10,4,1,100000000,610000002862,
0,µm,Spine,9,3,1,100000000,610000002863,
0,µm,Spine,7,3,1,100000000,610000002864,
0,µm,Spine,6,3,1,100000000,610000002865,
0,µm,Spine,6,3,1,100000000,610000002866,
0,µm,Spine,6,3,1,100000000,610000002867,
0,µm,Spine,6,4,1,100000000,610000002868,
0,µm,Spine,5,4,1,100000000,610000002869,
0,µm,Spine,5,4,1,100000000,610000002870,
0,µm,Spine,5,3,1,100000000,610000002871,
0,µm,Spine,5,3,1,100000000,610000002872,
0,µm,Spine,3,1,1,100000000,610000002873,
0,µm,Spine,6,3,1,100000001,610000002878,
0,µm,Spine,6,5,1,100000001,610000002879,
0,µm,Spine,6,2,1,100000001,610000002880,
0,µm,Spine,2,2,1,100000001,610000002881,
0,µm,Spine,2,2,1,100000001,610000002882,
0,µm,Spine,1,1,1,100000001,610000002883,
0,µm,Spine,5,4,1,100000001,610000002888,
0,µm,Spine,2,1,1,100000001,610000002889,
0,µm,Spine,2,1,1,100000001,610000002890,
0,µm,Spine,1,2,1,100000001,610000002891,
0,µm,Spine,0,1,1,100000001,610000002892,
0,µm,Spine,0,1,1,100000001,610000002893,
0,µm,Spine,0,1,1,100000001,610000002894,
0,µm,Spine,0,1,1,100000001,610000002895,
0,µm,Spine,0,1,1,100000001,610000002896,
0,µm,Spine,8,5,1,100000002,610000002898,
0,µm,Spine,7,4,1,100000002,610000002899,
0,µm,Spine,6,3,1,100000002,610000002900,
0,µm,Spine,6,3,1,100000002,610000002901,
0,µm,Spine,4,4,1,100000002,610000002902,
0,µm,Spine,2,3,1,100000002,610000002903,
0,µm,Spine,2,3,1,100000002,610000002904,
0,µm,Spine,2,2,1,100000002,610000002908,
