
Segment Number of Voxel Ch=2 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
213,,Segment,2,7,Image 1,5,1,100000002,510000000200,
643,,Segment,2,6,Image 1,4,1,100000002,510000000228,
325,,Segment,2,4,Image 1,3,1,100000002,510000000236,
315,,Segment,2,3,Image 1,2,1,100000002,510000000250,
83,,Segment,2,2,Image 1,2,1,100000002,510000000253,
339,,Segment,2,1,Image 1,2,1,100000002,510000000269,
376,,Segment,2,0,Image 1,1,1,100000002,510000000284,
61,,Segment,2,15,Image 1,8,1,100000000,510000000320,
426,,Segment,2,14,Image 1,7,1,100000000,510000000343,
524,,Segment,2,13,Image 1,6,1,100000000,510000000359,
700,,Segment,2,10,Image 1,4,1,100000000,510000000388,
227,,Segment,2,9,Image 1,3,1,100000000,510000000396,
134,,Segment,2,8,Image 1,3,1,100000000,510000000398,
218,,Segment,2,7,Image 1,3,1,100000000,510000000401,
811,,Segment,2,6,Image 1,3,1,100000000,510000000430,
211,,Segment,2,5,Image 1,3,1,100000000,510000000435,
342,,Segment,2,4,Image 1,3,1,100000000,510000000493,
39,,Segment,2,3,Image 1,3,1,100000000,510000000498,
50,,Segment,2,2,Image 1,2,1,100000000,510000000501,
330,,Segment,2,1,Image 1,2,1,100000000,510000000520,
526,,Segment,2,0,Image 1,1,1,100000000,510000000543,
43,,Segment,2,15,Image 1,7,1,100000000,510000000598,
166,,Segment,2,8,Image 1,5,1,100000001,510000000633,
42,,Segment,2,7,Image 1,4,1,100000001,510000000639,
78,,Segment,2,6,Image 1,4,1,100000001,510000000643,
92,,Segment,2,5,Image 1,3,1,100000001,510000000645,
142,,Segment,2,4,Image 1,3,1,100000001,510000000648,
75,,Segment,2,3,Image 1,2,1,100000001,510000000650,
307,,Segment,2,1,Image 1,2,1,100000001,510000000696,
650,,Segment,2,0,Image 1,1,1,100000001,510000000710,
104,,Segment,2,15,Image 1,7,1,100000000,510000000778,
293,,Segment,2,14,Image 1,6,1,100000000,510000000788,
314,,Segment,2,12,Image 1,6,1,100000000,510000000792,
426,,Segment,2,12,Image 1,6,1,100000000,510000000795,
409,,Segment,2,12,Image 1,5,1,100000000,510000000797,
636,,Segment,2,13,Image 1,5,1,100000000,510000000799,
656,,Segment,2,11,Image 1,4,1,100000000,510000000801,
70,,Segment,2,0,Image 1,1,1,100000002,510000000819,
323,,Segment,2,9,Image 1,4,1,100000000,510000000851,
110,,Segment,2,11,Image 1,3,1,100000000,510000000854,
170,,Segment,2,11,Image 1,4,1,100000000,510000000859,
150,,Segment,2,8,Image 1,4,1,100000000,510000000862,
124,,Segment,2,7,Image 1,4,1,100000000,510000000864,
105,,Segment,2,6,Image 1,4,1,100000000,510000000868,
157,,Segment,2,5,Image 1,4,1,100000000,510000000872,
134,,Segment,2,7,Image 1,5,1,100000001,510000000891,
147,,Segment,2,2,Image 1,3,1,100000001,510000000917,
449,,Segment,2,6,Image 1,3,1,100000000,510000000942,
552,,Segment,2,5,Image 1,3,1,100000000,510000000979,
411,,Segment,2,4,Image 1,3,1,100000000,510000001025,
71,,Segment,2,3,Image 1,3,1,100000000,510000001047,
50,,Segment,2,2,Image 1,3,1,100000000,510000001051,
74,,Segment,2,6,Image 1,4,1,100000000,510000001053,
214,,Segment,2,5,Image 1,4,1,100000000,510000001067,
88,,Segment,2,8,Image 1,4,1,100000001,510000001077,
76,,Segment,2,2,Image 1,2,1,100000000,510000001091,
199,,Segment,2,1,Image 1,1,1,100000000,510000001105,
143,,Segment,2,3,Image 1,3,1,100000001,510000001123,
63,,Segment,2,4,Image 1,4,1,100000000,510000001129,
107,,Segment,2,1,Image 1,1,1,100000002,510000001151,
63,,Segment,2,0,Image 1,1,1,100000002,510000001166,
158,,Segment,2,1,Image 1,2,1,100000002,510000001193,
125,,Segment,2,3,Image 1,4,1,100000000,510000001221,
107,,Segment,2,6,Image 1,5,1,100000001,510000001225,
242,,Segment,2,5,Image 1,4,1,100000001,510000001233,
170,,Segment,2,6,Image 1,4,1,100000001,510000001239,
138,,Segment,2,6,Image 1,3,1,100000001,510000001247,
395,,Segment,2,4,Image 1,2,1,100000001,510000001257,
49,,Segment,2,4,Image 1,4,1,100000000,510000001277,
111,,Segment,2,3,Image 1,2,1,100000000,510000001297,
177,,Segment,2,6,Image 1,3,1,100000001,510000001304,
344,,Segment,2,5,Image 1,2,1,100000001,510000001308,
597,,Segment,2,4,Image 1,2,1,100000001,510000001345,
722,,Segment,2,3,Image 1,1,1,100000001,510000001371,
1244,,Segment,2,2,Image 1,1,1,100000001,510000001423,
367,,Segment,2,1,Image 1,1,1,100000001,510000001446,
298,,Segment,2,6,Image 1,2,1,100000001,510000001457,
270,,Segment,2,6,Image 1,4,1,100000001,510000001468,
878,,Segment,2,6,Image 1,3,1,100000001,510000001473,
185,,Segment,2,5,Image 1,3,1,100000001,510000001476,
260,,Segment,2,7,Image 1,4,1,100000001,510000001491,
388,,Segment,2,6,Image 1,4,1,100000001,510000001502,
168,,Segment,2,5,Image 1,3,1,100000001,510000001504,
78,,Segment,2,4,Image 1,3,1,100000001,510000001506,
336,,Segment,2,3,Image 1,2,1,100000001,510000001531,
735,,Segment,2,2,Image 1,1,1,100000001,510000001578,
326,,Segment,2,1,Image 1,1,1,100000001,510000001588,
77,,Segment,2,0,Image 1,1,1,100000001,510000001591,
565,,Segment,2,6,Image 1,3,1,100000001,510000001610,
150,,Segment,2,7,Image 1,5,1,100000001,510000001616,
377,,Segment,2,5,Image 1,4,1,100000001,510000001629,
230,,Segment,2,4,Image 1,2,1,100000001,510000001636,
544,,Segment,2,8,Image 1,4,1,100000002,510000001645,
326,,Segment,2,7,Image 1,4,1,100000002,510000001651,
324,,Segment,2,8,Image 1,5,1,100000002,510000001656,
130,,Segment,2,8,Image 1,6,1,100000002,510000001658,
164,,Segment,2,8,Image 1,5,1,100000002,510000001662,
212,,Segment,2,6,Image 1,5,1,100000002,510000001668,
226,,Segment,2,5,Image 1,4,1,100000002,510000001673,
627,,Segment,2,4,Image 1,4,1,100000002,510000001708,
127,,Segment,2,3,Image 1,3,1,100000002,510000001710,
236,,Segment,2,2,Image 1,3,1,100000002,510000001722,
169,,Segment,2,6,Image 1,6,1,100000002,510000001727,
217,,Segment,2,5,Image 1,5,1,100000002,510000001731,
153,,Segment,2,6,Image 1,4,1,100000002,510000001733,
360,,Segment,2,6,Image 1,5,1,100000002,510000001742,
452,,Segment,2,5,Image 1,4,1,100000002,510000001757,
456,,Segment,2,6,Image 1,3,1,100000002,510000001769,
232,,Segment,2,4,Image 1,2,1,100000002,510000001772,
245,,Segment,2,4,Image 1,3,1,100000002,510000001781,
132,,Segment,2,3,Image 1,4,1,100000002,510000001786,
129,,Segment,2,3,Image 1,3,1,100000002,510000001789,
701,,Segment,2,4,Image 1,1,1,100000001,510000001824,
766,,Segment,2,3,Image 1,2,1,100000002,510000001855,
200,,Segment,2,2,Image 1,2,1,100000002,510000001865,
347,,Segment,2,1,Image 1,1,1,100000002,510000001877,
1071,,Segment,2,0,Image 1,1,1,100000002,510000001930,
846,,Segment,2,3,Image 1,2,1,100000001,510000001965,
442,,Segment,2,2,Image 1,2,1,100000001,510000002016,
108,,Segment,2,3,Image 1,3,1,100000002,510000002019,
184,,Segment,2,3,Image 1,1,1,100000001,510000002026,
371,,Segment,2,2,Image 1,1,1,100000002,510000002041,
473,,Segment,2,3,Image 1,1,1,100000002,510000002059,
456,,Segment,2,2,Image 1,1,1,100000002,510000002079,
319,,Segment,2,3,Image 1,2,1,100000002,510000002086,
32,,Segment,2,3,Image 1,2,1,100000000,510000002090,
43,,Segment,2,2,Image 1,1,1,100000000,510000002092,
208,,Segment,2,3,Image 1,1,1,100000000,510000002095,
119,,Segment,2,1,Image 1,2,1,100000002,510000002097,
306,,Segment,2,2,Image 1,2,1,100000002,510000002109,
627,,Segment,2,0,Image 1,1,1,100000000,510000002135,
152,,Segment,2,2,Image 1,2,1,100000001,510000002144,
217,,Segment,2,2,Image 1,2,1,100000001,510000002146,
682,,Segment,2,0,Image 1,1,1,100000001,510000002181,
323,,Segment,2,2,Image 1,1,1,100000001,510000002188,
164,,Segment,2,1,Image 1,2,1,100000001,510000002192,
119,,Segment,2,1,Image 1,2,1,100000001,510000002250,
301,,Segment,2,11,Image 1,5,1,100000000,510000002283,
274,,Segment,2,12,Image 1,5,1,100000000,510000002284,
113,,Segment,2,15,Image 1,6,1,100000000,510000002285,
343,,Segment,2,11,Image 1,5,1,100000000,510000002286,
134,,Segment,2,10,Image 1,3,1,100000000,510000002288,
36,,Segment,2,2,Image 1,2,1,100000001,510000002290,
130,,Segment,2,5,Image 1,3,1,100000001,510000002293,
117,,Segment,2,1,Image 1,1,1,100000001,510000002296,
138,,Segment,2,5,Image 1,3,1,100000002,510000002297,
216,,Segment,2,1,Image 1,1,1,100000002,510000002299,
