
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20155.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000001,610000002532,
20152.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000002564,
20178.3,µm,Spine,Spine Attachment Pt Distance from Origin,14,7,1,100000000,610000002586,
20171.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000002,610000002628,
20182.4,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,100000000,610000002630,
20144.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000001,610000002636,
20181.6,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,100000000,610000002638,
20144.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000001,610000002659,
20144.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000001,610000002691,
20179.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000000,610000002714,
20171.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000002727,
20155.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000001,610000002729,
20181.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000000,610000002731,
20170.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,100000002,610000002745,
20175.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,6,1,100000002,610000002749,
20183,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000000,610000002755,
20152.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000001,610000002777,
20178.6,µm,Spine,Spine Attachment Pt Distance from Origin,14,6,1,100000000,610000002785,
20171.4,µm,Spine,Spine Attachment Pt Distance from Origin,8,5,1,100000002,610000002816,
20178.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000002825,
20178.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000002932,
20140.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000002932,
20171.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,5,1,,610000002932,
20185.7,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000002933,
20143,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000002933,
20174.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000002933,
20185.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000002934,
20143.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000002934,
20172.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000002934,
20145.6,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000002935,
20172.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000002935,
20171,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002936,
20181.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,,610000002936,
20144.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,5,1,,610000002936,
20145.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002937,
20182.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000002937,
20151.5,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000002938,
20183.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002938,
20171.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,,610000002938,
20153.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000002939,
20183.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002939,
20171.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000002939,
20154,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000002940,
20182.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000002940,
20182,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000002941,
20155.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,,610000002941,
20181.6,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,,610000002942,
20181.4,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000002943,
20181.3,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000002944,
20152.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000002946,
20179.3,µm,Spine,Spine Attachment Pt Distance from Origin,13,6,1,,610000002946,
20178.9,µm,Spine,Spine Attachment Pt Distance from Origin,13,6,1,,610000002947,
20178.5,µm,Spine,Spine Attachment Pt Distance from Origin,14,6,1,,610000002948,
20178.1,µm,Spine,Spine Attachment Pt Distance from Origin,14,7,1,,610000002950,
